location	surah	verse	root	form	aspect	agreement	subject_label	subject_lemma	rule_fired	T1_object_clitic	T2_eqtb_obj	verse_text
(72:4:3:1)	72	4	qwl	I	IMPF	3MS	NONDIVINE	safiyh	S-EXPL	0	1	وأنه كان يقول سفيهنا على الله شططا
(72:5:2:1)	72	5	Znn	I	PERF	1P	DIVINE		S-1P	0	1	وأنا ظننا أن لن تقول الإنس والجن على الله كذبا
(72:5:5:1)	72	5	qwl	I	IMPF	3FS	NONDIVINE	<ins	S-EXPL	0	1	وأنا ظننا أن لن تقول الإنس والجن على الله كذبا
(72:6:2:1)	72	6	kwn	I	PERF	3MS	NONDIVINE	rijaAl	S-EXPL	0	0	وأنه كان رجال من الإنس يعوذون برجال من الجن فزادوهم رهقا
(72:7:4:1)	72	7	Znn	I	PERF	2MP	NONDIVINE		S-2P	0	1	وأنهم ظنوا كما ظننتم أن لن يبعث الله أحدا
(72:7:7:1)	72	7	bEv	I	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	وأنهم ظنوا كما ظننتم أن لن يبعث الله أحدا
(72:8:2:1)	72	8	lms	I	PERF	1P	DIVINE		S-1P	0	1	وأنا لمسنا السماء فوجدناها ملئت حرسا شديدا وشهبا
(72:8:4:2)	72	8	wjd	I	PERF	1P	DIVINE		S-1P	1	1	وأنا لمسنا السماء فوجدناها ملئت حرسا شديدا وشهبا
(72:9:2:1)	72	9	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وأنا كنا نقعد منها مقاعد للسمع ۖ فمن يستمع الآن يجد له شهابا رصدا
(72:9:3:1)	72	9	qEd	I	IMPF	1P	DIVINE		S-1P	0	1	وأنا كنا نقعد منها مقاعد للسمع ۖ فمن يستمع الآن يجد له شهابا رصدا
(72:10:10:1)	72	10	rwd	IV	PERF	3MS	DIVINE	rab~	S-EXPL	0	1	وأنا لا ندري أشر أريد بمن في الأرض أم أراد بهم ربهم رشدا
(72:10:3:1)	72	10	dry	I	IMPF	1P	DIVINE		S-1P	0	1	وأنا لا ندري أشر أريد بمن في الأرض أم أراد بهم ربهم رشدا
(72:11:7:1)	72	11	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وأنا منا الصالحون ومنا دون ذلك ۖ كنا طرائق قددا
(72:12:10:1)	72	12	Ejz	IV	IMPF	1P	DIVINE		S-1P	1	1	وأنا ظننا أن لن نعجز الله في الأرض ولن نعجزه هربا
(72:12:2:1)	72	12	Znn	I	PERF	1P	DIVINE		S-1P	0	1	وأنا ظننا أن لن نعجز الله في الأرض ولن نعجزه هربا
(72:12:5:1)	72	12	Ejz	IV	IMPF	1P	DIVINE		S-1P	0	1	وأنا ظننا أن لن نعجز الله في الأرض ولن نعجزه هربا
(72:13:3:1)	72	13	smE	I	PERF	1P	DIVINE		S-1P	0	1	وأنا لما سمعنا الهدى آمنا به ۖ فمن يؤمن بربه فلا يخاف بخسا ولا رهقا
(72:13:5:1)	72	13	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	وأنا لما سمعنا الهدى آمنا به ۖ فمن يؤمن بربه فلا يخاف بخسا ولا رهقا
(72:16:5:2)	72	16	sqy	IV	PERF	1P	DIVINE		S-1P	1	1	وأن لو استقاموا على الطريقة لأسقيناهم ماء غدقا
(72:17:1:2)	72	17	ftn	I	IMPF	1P	DIVINE		S-1P	1	1	لنفتنهم فيه ۚ ومن يعرض عن ذكر ربه يسلكه عذابا صعدا
(72:18:5:1)	72	18	dEw	I	IMPF	2MP	NONDIVINE		S-2P	0	1	وأن المساجد لله فلا تدعوا مع الله أحدا
(72:19:3:1)	72	19	qwm	I	PERF	3MS	NONDIVINE	Eabod	S-EXPL	0	0	وأنه لما قام عبد الله يدعوه كادوا يكونون عليه لبدا
(72:20:1:1)	72	20	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل إنما أدعو ربي ولا أشرك به أحدا
(72:21:1:1)	72	21	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل إني لا أملك لكم ضرا ولا رشدا
(72:22:1:1)	72	22	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل إني لن يجيرني من الله أحد ولن أجد من دونه ملتحدا
(72:24:6:3)	72	24	Elm	I	IMPF	3MP	NONDIVINE	>aDoEaf	S-EXPL	0	1	حتى إذا رأوا ما يوعدون فسيعلمون من أضعف ناصرا وأقل عددا
(72:25:1:1)	72	25	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل إن أدري أقريب ما توعدون أم يجعل له ربي أمدا
(72:25:8:1)	72	25	jEl	I	IMPF	3MS	DIVINE	rab~	S-EXPL	0	1	قل إن أدري أقريب ما توعدون أم يجعل له ربي أمدا
(73:2:1:1)	73	2	qwm	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قم الليل إلا قليلا
(73:3:3:1)	73	3	nqS	I	IMPV	2MS	NONDIVINE		S-2P	0	1	نصفه أو انقص منه قليلا
(73:4:2:1)	73	4	zyd	I	IMPV	2MS	NONDIVINE		S-2P	0	0	أو زد عليه ورتل القرآن ترتيلا
(73:4:4:2)	73	4	rtl	II	IMPV	2MS	NONDIVINE		S-2P	0	1	أو زد عليه ورتل القرآن ترتيلا
(73:5:2:2)	73	5	lqy	IV	IMPF	1P	DIVINE		S-1P	0	1	إنا سنلقي عليك قولا ثقيلا
(73:8:1:2)	73	8	*kr	I	IMPV	2MS	NONDIVINE		S-2P	0	1	واذكر اسم ربك وتبتل إليه تبتيلا
(73:8:4:2)	73	8	btl	V	IMPV	2MS	NONDIVINE		S-2P	0	0	واذكر اسم ربك وتبتل إليه تبتيلا
(73:9:8:2)	73	9	Ax*	VIII	IMPV	2MS	NONDIVINE		S-2P	1	1	رب المشرق والمغرب لا إله إلا هو فاتخذه وكيلا
(73:10:1:2)	73	10	Sbr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	واصبر على ما يقولون واهجرهم هجرا جميلا
(73:10:5:2)	73	10	hjr	I	IMPV	2MS	NONDIVINE		S-2P	1	1	واصبر على ما يقولون واهجرهم هجرا جميلا
(73:11:1:2)	73	11	w*r	I	IMPV	2MS	NONDIVINE		S-2P	1	1	وذرني والمكذبين أولي النعمة ومهلهم قليلا
(73:11:5:2)	73	11	mhl	II	IMPV	2MS	NONDIVINE		S-2P	1	1	وذرني والمكذبين أولي النعمة ومهلهم قليلا
(73:14:2:1)	73	14	rjf	I	IMPF	3FS	NONDIVINE	>aroD	S-EXPL	0	0	يوم ترجف الأرض والجبال وكانت الجبال كثيبا مهيلا
(73:14:5:2)	73	14	kwn	I	PERF	3FS	NONDIVINE	jabal	S-EXPL	0	0	يوم ترجف الأرض والجبال وكانت الجبال كثيبا مهيلا
(73:15:2:1)	73	15	rsl	IV	PERF	1P	DIVINE		S-1P	0	1	إنا أرسلنا إليكم رسولا شاهدا عليكم كما أرسلنا إلى فرعون رسولا
(73:15:8:1)	73	15	rsl	IV	PERF	1P	DIVINE		S-1P	0	1	إنا أرسلنا إليكم رسولا شاهدا عليكم كما أرسلنا إلى فرعون رسولا
(73:16:1:2)	73	16	ESy	I	PERF	3MS	NONDIVINE	firoEawon	S-EXPL	0	1	فعصى فرعون الرسول فأخذناه أخذا وبيلا
(73:16:4:2)	73	16	Ax*	I	PERF	1P	DIVINE		S-1P	1	1	فعصى فرعون الرسول فأخذناه أخذا وبيلا
(73:17:2:1)	73	17	wqy	VIII	IMPF	2MP	NONDIVINE		S-2P	0	0	فكيف تتقون إن كفرتم يوما يجعل الولدان شيبا
(73:17:4:1)	73	17	kfr	I	PERF	2MP	NONDIVINE		S-2P	0	1	فكيف تتقون إن كفرتم يوما يجعل الولدان شيبا
(73:18:4:1)	73	18	kwn	I	PERF	3MS	NONDIVINE	waEod	S-EXPL	0	0	السماء منفطر به ۚ كان وعده مفعولا
(73:20:23:1)	73	20	HSy	IV	IMPF	2MP	NONDIVINE		S-2P	1	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:26:2)	73	20	qrA	I	IMPV	2MP	NONDIVINE		S-2P	0	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:33:2)	73	20	kwn	I	IMPF	3MS	NONDIVINE	m~ariyD	S-EXPL	0	0	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:49:2)	73	20	qrA	I	IMPV	2MP	NONDIVINE		S-2P	0	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:53:2)	73	20	qwm	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:55:2)	73	20	Aty	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:57:2)	73	20	qrD	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:5:1)	73	20	qwm	I	IMPF	2MS	NONDIVINE		S-2P	0	0	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:62:1)	73	20	qdm	II	IMPF	2MP	NONDIVINE		S-2P	0	0	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:66:1)	73	20	wjd	I	IMPF	2MP	NONDIVINE		S-2P	1	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(73:20:73:2)	73	20	gfr	X	IMPV	2MP	NONDIVINE		S-2P	0	1	۞ إن ربك يعلم أنك تقوم أدنى من ثلثي الليل ونصفه وثلثه وطائفة من الذين معك ۚ والله يقدر الليل والنهار ۚ علم أن لن تحصوه فتاب عليكم ۖ فاقرءوا ما تيسر من القرآن ۚ علم أن سيكون منكم مرضى ۙ وآخرون يضربون في الأرض يبتغون من فضل الله ۙ وآخرون يقاتلون في سبيل الله ۖ فاقرءوا ما تيسر منه ۚ وأقيموا الصلاة وآتوا الزكاة وأقرضوا الله قرضا حسنا ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله هو خيرا وأعظم أجرا ۚ واستغفروا الله ۖ إن الله غفور رحيم
(74:2:1:1)	74	2	qwm	I	IMPV	2MS	NONDIVINE		S-2P	0	0	قم فأنذر
(74:2:2:2)	74	2	n*r	IV	IMPV	2MS	NONDIVINE		S-2P	0	0	قم فأنذر
(74:3:2:2)	74	3	kbr	II	IMPV	2MS	NONDIVINE		S-2P	0	1	وربك فكبر
(74:4:2:2)	74	4	Thr	II	IMPV	2MS	NONDIVINE		S-2P	0	1	وثيابك فطهر
(74:5:2:2)	74	5	hjr	I	IMPV	2MS	NONDIVINE		S-2P	0	1	والرجز فاهجر
(74:6:2:1)	74	6	mnn	I	IMPF	2MS	NONDIVINE		S-2P	0	0	ولا تمنن تستكثر
(74:6:3:1)	74	6	kvr	X	IMPF	2MS	NONDIVINE		S-2P	0	0	ولا تمنن تستكثر
(74:7:2:2)	74	7	Sbr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	ولربك فاصبر
(74:11:1:1)	74	11	w*r	I	IMPV	2MS	NONDIVINE		S-2P	1	1	ذرني ومن خلقت وحيدا
(74:24:1:2)	74	24	qwl	I	PERF	3MS	NONDIVINE	siHor	S-EXPL	0	1	فقال إن هذا إلا سحر يؤثر
(74:27:2:1)	74	27	dry	IV	PERF	3MS	NONDIVINE	saqar	S-EXPL	1	1	وما أدراك ما سقر
(74:31:2:1)	74	31	jEl	I	PERF	1P	DIVINE		S-1P	0	1	وما جعلنا أصحاب النار إلا ملائكة ۙ وما جعلنا عدتهم إلا فتنة للذين كفروا ليستيقن الذين أوتوا الكتاب ويزداد الذين آمنوا إيمانا ۙ ولا يرتاب الذين أوتوا الكتاب والمؤمنون ۙ وليقول الذين في قلوبهم مرض والكافرون ماذا أراد الله بهذا مثلا ۚ كذلك يضل الله من يشاء ويهدي من يشاء ۚ وما يعلم جنود ربك إلا هو ۚ وما هي إلا ذكرى للبشر
(74:31:35:1)	74	31	rwd	IV	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	وما جعلنا أصحاب النار إلا ملائكة ۙ وما جعلنا عدتهم إلا فتنة للذين كفروا ليستيقن الذين أوتوا الكتاب ويزداد الذين آمنوا إيمانا ۙ ولا يرتاب الذين أوتوا الكتاب والمؤمنون ۙ وليقول الذين في قلوبهم مرض والكافرون ماذا أراد الله بهذا مثلا ۚ كذلك يضل الله من يشاء ويهدي من يشاء ۚ وما يعلم جنود ربك إلا هو ۚ وما هي إلا ذكرى للبشر
(74:31:40:1)	74	31	Dll	IV	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	وما جعلنا أصحاب النار إلا ملائكة ۙ وما جعلنا عدتهم إلا فتنة للذين كفروا ليستيقن الذين أوتوا الكتاب ويزداد الذين آمنوا إيمانا ۙ ولا يرتاب الذين أوتوا الكتاب والمؤمنون ۙ وليقول الذين في قلوبهم مرض والكافرون ماذا أراد الله بهذا مثلا ۚ كذلك يضل الله من يشاء ويهدي من يشاء ۚ وما يعلم جنود ربك إلا هو ۚ وما هي إلا ذكرى للبشر
(74:31:8:1)	74	31	jEl	I	PERF	1P	DIVINE		S-1P	0	1	وما جعلنا أصحاب النار إلا ملائكة ۙ وما جعلنا عدتهم إلا فتنة للذين كفروا ليستيقن الذين أوتوا الكتاب ويزداد الذين آمنوا إيمانا ۙ ولا يرتاب الذين أوتوا الكتاب والمؤمنون ۙ وليقول الذين في قلوبهم مرض والكافرون ماذا أراد الله بهذا مثلا ۚ كذلك يضل الله من يشاء ويهدي من يشاء ۚ وما يعلم جنود ربك إلا هو ۚ وما هي إلا ذكرى للبشر
(74:38:4:1)	74	38	ksb	I	PERF	3FS	NONDIVINE	rahiynap	S-EXPL	0	0	كل نفس بما كسبت رهينة
(74:43:3:1)	74	43	kwn	I	IMPF	1P	DIVINE		S-1P	0	0	قالوا لم نك من المصلين
(74:44:2:1)	74	44	kwn	I	IMPF	1P	DIVINE		S-1P	0	0	ولم نك نطعم المسكين
(74:44:3:1)	74	44	TEm	IV	IMPF	1P	DIVINE		S-1P	0	1	ولم نك نطعم المسكين
(74:45:1:2)	74	45	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وكنا نخوض مع الخائضين
(74:45:2:1)	74	45	xwD	I	IMPF	1P	DIVINE		S-1P	0	0	وكنا نخوض مع الخائضين
(74:46:1:2)	74	46	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وكنا نكذب بيوم الدين
(74:46:2:1)	74	46	k*b	II	IMPF	1P	DIVINE		S-1P	0	0	وكنا نكذب بيوم الدين
(74:47:2:1)	74	47	Aty	I	PERF	3MS	NONDIVINE	yaqiyn	S-EXPL	1	1	حتى أتانا اليقين
(74:48:2:1)	74	48	nfE	I	IMPF	3FS	NONDIVINE	$afa`Eap	S-EXPL	1	1	فما تنفعهم شفاعة الشافعين
(74:52:2:1)	74	52	rwd	IV	IMPF	3MS	NONDIVINE	kul~	S-EXPL	0	1	بل يريد كل امرئ منهم أن يؤتى صحفا منشرة
(74:56:5:1)	74	56	$yA	I	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	وما يذكرون إلا أن يشاء الله ۚ هو أهل التقوى وأهل المغفرة
(75:3:1:2)	75	3	Hsb	I	IMPF	3MS	NONDIVINE	<insa`n	S-EXPL	0	1	أيحسب الإنسان ألن نجمع عظامه
(75:3:4:1)	75	3	jmE	I	IMPF	1P	DIVINE		S-1P	0	1	أيحسب الإنسان ألن نجمع عظامه
(75:4:5:1)	75	4	swy	II	IMPF	1P	DIVINE		S-1P	0	1	بلى قادرين على أن نسوي بنانه
(75:5:2:1)	75	5	rwd	IV	IMPF	3MS	NONDIVINE	<insa`n	S-EXPL	0	1	بل يريد الإنسان ليفجر أمامه
(75:6:1:1)	75	6	sAl	I	IMPF	3MS	NONDIVINE	yawom	S-EXPL	0	1	يسأل أيان يوم القيامة
