location	surah	verse	root	form	aspect	agreement	subject_label	subject_lemma	rule_fired	T1_object_clitic	T2_eqtb_obj	verse_text
(7:75:12:2)	7	75	Elm	I	IMPF	2MP	NONDIVINE		S-2P	0	1	قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه ۚ قالوا إنا بما أرسل به مؤمنون
(7:75:1:1)	7	75	qwl	I	PERF	3MS	NONDIVINE	mala>	S-EXPL	0	0	قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه ۚ قالوا إنا بما أرسل به مؤمنون
(7:76:6:1)	7	76	Amn	IV	PERF	2MP	NONDIVINE		S-2P	0	0	قال الذين استكبروا إنا بالذي آمنتم به كافرون
(7:77:11:1)	7	77	wEd	I	IMPF	2MS	NONDIVINE		S-2P	1	1	فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين
(7:77:13:1)	7	77	kwn	I	PERF	2MS	NONDIVINE		S-2P	0	0	فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين
(7:77:9:1)	7	77	Aty	I	IMPV	2MS	NONDIVINE		S-2P	1	1	فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين
(7:78:1:2)	7	78	Ax*	I	PERF	3FS	NONDIVINE	r~ajofap	S-EXPL	1	1	فأخذتهم الرجفة فأصبحوا في دارهم جاثمين
(7:79:13:1)	7	79	Hbb	IV	IMPF	2MP	NONDIVINE		S-2P	0	1	فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين
(7:80:5:2)	7	80	Aty	I	IMPF	2MP	NONDIVINE		S-2P	0	1	ولوطا إذ قال لقومه أتأتون الفاحشة ما سبقكم بها من أحد من العالمين
(7:81:2:2)	7	81	Aty	I	IMPF	2MP	NONDIVINE		S-2P	0	1	إنكم لتأتون الرجال شهوة من دون النساء ۚ بل أنتم قوم مسرفون
(7:82:8:1)	7	82	xrj	IV	IMPV	2MP	NONDIVINE		S-2P	1	1	وما كان جواب قومه إلا أن قالوا أخرجوهم من قريتكم ۖ إنهم أناس يتطهرون
(7:83:1:2)	7	83	njw	IV	PERF	1P	DIVINE		S-1P	1	1	فأنجيناه وأهله إلا امرأته كانت من الغابرين
(7:84:1:2)	7	84	mTr	IV	PERF	1P	DIVINE		S-1P	0	1	وأمطرنا عليهم مطرا ۖ فانظر كيف كان عاقبة المجرمين
(7:84:4:2)	7	84	nZr	I	IMPV	2MS	NONDIVINE		S-2P	0	1	وأمطرنا عليهم مطرا ۖ فانظر كيف كان عاقبة المجرمين
(7:84:6:1)	7	84	kwn	I	PERF	3MS	NONDIVINE	Ea`qibap	S-EXPL	0	0	وأمطرنا عليهم مطرا ۖ فانظر كيف كان عاقبة المجرمين
(7:85:15:1)	7	85	jyA	I	PERF	3FS	NONDIVINE	bay~inap	S-EXPL	1	1	وإلى مدين أخاهم شعيبا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين
(7:85:19:2)	7	85	wfy	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	وإلى مدين أخاهم شعيبا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين
(7:85:23:1)	7	85	bxs	I	IMPF	2MP	NONDIVINE		S-2P	0	1	وإلى مدين أخاهم شعيبا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين
(7:85:27:1)	7	85	fsd	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	وإلى مدين أخاهم شعيبا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين
(7:85:36:1)	7	85	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	وإلى مدين أخاهم شعيبا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين
(7:85:7:1)	7	85	Ebd	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإلى مدين أخاهم شعيبا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين
(7:86:13:2)	7	86	bgy	I	IMPF	2MP	NONDIVINE		S-2P	1	1	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:15:2)	7	86	*kr	I	IMPV	2MP	NONDIVINE		S-2P	0	0	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:17:1)	7	86	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:20:2)	7	86	nZr	I	IMPV	2MP	NONDIVINE		S-2P	0	1	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:22:1)	7	86	kwn	I	PERF	3MS	NONDIVINE	Ea`qibap	S-EXPL	0	0	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:2:1)	7	86	qEd	I	IMPF	2MP	NONDIVINE		S-2P	0	0	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:5:1)	7	86	wEd	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:86:6:2)	7	86	Sdd	I	IMPF	2MP	NONDIVINE		S-2P	0	1	ولا تقعدوا بكل صراط توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجا ۚ واذكروا إذ كنتم قليلا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين
(7:87:12:2)	7	87	Sbr	I	IMPV	2MP	NONDIVINE		S-2P	0	0	وإن كان طائفة منكم آمنوا بالذي أرسلت به وطائفة لم يؤمنوا فاصبروا حتى يحكم الله بيننا ۚ وهو خير الحاكمين
(7:87:14:1)	7	87	Hkm	I	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	وإن كان طائفة منكم آمنوا بالذي أرسلت به وطائفة لم يؤمنوا فاصبروا حتى يحكم الله بيننا ۚ وهو خير الحاكمين
(7:87:2:1)	7	87	kwn	I	PERF	3MS	NONDIVINE	TaA^}ifap	S-EXPL	0	0	وإن كان طائفة منكم آمنوا بالذي أرسلت به وطائفة لم يؤمنوا فاصبروا حتى يحكم الله بيننا ۚ وهو خير الحاكمين
(7:88:15:2)	7	88	Ewd	I	IMPF	2MP	NONDIVINE		S-2P	0	0	۞ قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا ۚ قال أولو كنا كارهين
(7:88:1:1)	7	88	qwl	I	PERF	3MS	NONDIVINE	mala>	S-EXPL	0	1	۞ قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا ۚ قال أولو كنا كارهين
(7:88:20:1)	7	88	kwn	I	PERF	1P	DIVINE		S-1P	0	0	۞ قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا ۚ قال أولو كنا كارهين
(7:88:7:2)	7	88	xrj	IV	IMPF	1P	DIVINE		S-1P	1	1	۞ قال الملأ الذين استكبروا من قومه لنخرجنك يا شعيب والذين آمنوا معك من قريتنا أو لتعودن في ملتنا ۚ قال أولو كنا كارهين
(7:89:12:1)	7	89	njw	II	PERF	3MS	DIVINE	{ll~ah	S-EXPL	1	1	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:19:1)	7	89	Ewd	I	IMPF	1P	DIVINE		S-1P	0	0	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:23:1)	7	89	$yA	I	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:26:1)	7	89	wsE	I	PERF	3MS	DIVINE	rab~	S-EXPL	0	1	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:2:1)	7	89	fry	VIII	PERF	1P	DIVINE		S-1P	0	1	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:33:1)	7	89	wkl	V	PERF	1P	DIVINE		S-1P	0	0	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:35:1)	7	89	ftH	I	IMPV	2MS	NONDIVINE		S-2P	0	0	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:89:7:1)	7	89	Ewd	I	PERF	1P	DIVINE		S-1P	0	0	قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
(7:90:1:2)	7	90	qwl	I	PERF	3MS	NONDIVINE	mala>	S-EXPL	0	1	وقال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون
(7:90:8:1)	7	90	tbE	VIII	PERF	2MP	NONDIVINE		S-2P	0	1	وقال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون
(7:91:1:2)	7	91	Ax*	I	PERF	3FS	NONDIVINE	r~ajofap	S-EXPL	1	1	فأخذتهم الرجفة فأصبحوا في دارهم جاثمين
(7:94:2:1)	7	94	rsl	IV	PERF	1P	DIVINE		S-1P	0	0	وما أرسلنا في قرية من نبي إلا أخذنا أهلها بالبأساء والضراء لعلهم يضرعون
(7:94:8:1)	7	94	Ax*	I	PERF	1P	DIVINE		S-1P	0	1	وما أرسلنا في قرية من نبي إلا أخذنا أهلها بالبأساء والضراء لعلهم يضرعون
(7:95:14:2)	7	95	Ax*	I	PERF	1P	DIVINE		S-1P	1	1	ثم بدلنا مكان السيئة الحسنة حتى عفوا وقالوا قد مس آباءنا الضراء والسراء فأخذناهم بغتة وهم لا يشعرون
(7:95:2:1)	7	95	bdl	II	PERF	1P	DIVINE		S-1P	0	1	ثم بدلنا مكان السيئة الحسنة حتى عفوا وقالوا قد مس آباءنا الضراء والسراء فأخذناهم بغتة وهم لا يشعرون
(7:96:15:2)	7	96	Ax*	I	PERF	1P	DIVINE		S-1P	1	1	ولو أن أهل القرى آمنوا واتقوا لفتحنا عليهم بركات من السماء والأرض ولكن كذبوا فأخذناهم بما كانوا يكسبون
(7:96:7:2)	7	96	ftH	I	PERF	1P	DIVINE		S-1P	0	1	ولو أن أهل القرى آمنوا واتقوا لفتحنا عليهم بركات من السماء والأرض ولكن كذبوا فأخذناهم بما كانوا يكسبون
(7:97:1:3)	7	97	Amn	I	PERF	3MS	NONDIVINE	>ahol	S-EXPL	0	1	أفأمن أهل القرى أن يأتيهم بأسنا بياتا وهم نائمون
(7:97:5:1)	7	97	Aty	I	IMPF	3MS	NONDIVINE	ba>os	S-EXPL	1	1	أفأمن أهل القرى أن يأتيهم بأسنا بياتا وهم نائمون
(7:98:1:3)	7	98	Amn	I	PERF	3MS	NONDIVINE	>ahol	S-EXPL	0	1	أوأمن أهل القرى أن يأتيهم بأسنا ضحى وهم يلعبون
(7:98:5:1)	7	98	Aty	I	IMPF	3MS	NONDIVINE	ba>os	S-EXPL	1	1	أوأمن أهل القرى أن يأتيهم بأسنا ضحى وهم يلعبون
(7:100:11:1)	7	100	$yA	I	IMPF	1P	DIVINE		S-1P	0	0	أولم يهد للذين يرثون الأرض من بعد أهلها أن لو نشاء أصبناهم بذنوبهم ۚ ونطبع على قلوبهم فهم لا يسمعون
(7:100:12:1)	7	100	Swb	IV	PERF	1P	DIVINE		S-1P	1	1	أولم يهد للذين يرثون الأرض من بعد أهلها أن لو نشاء أصبناهم بذنوبهم ۚ ونطبع على قلوبهم فهم لا يسمعون
(7:100:14:2)	7	100	TbE	I	IMPF	1P	DIVINE		S-1P	0	0	أولم يهد للذين يرثون الأرض من بعد أهلها أن لو نشاء أصبناهم بذنوبهم ۚ ونطبع على قلوبهم فهم لا يسمعون
(7:101:19:1)	7	101	TbE	I	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	تلك القرى نقص عليك من أنبائها ۚ ولقد جاءتهم رسلهم بالبينات فما كانوا ليؤمنوا بما كذبوا من قبل ۚ كذلك يطبع الله على قلوب الكافرين
(7:101:3:1)	7	101	qSS	I	IMPF	1P	DIVINE		S-1P	0	0	تلك القرى نقص عليك من أنبائها ۚ ولقد جاءتهم رسلهم بالبينات فما كانوا ليؤمنوا بما كذبوا من قبل ۚ كذلك يطبع الله على قلوب الكافرين
(7:101:8:1)	7	101	jyA	I	PERF	3FS	NONDIVINE	rasuwl	S-EXPL	1	1	تلك القرى نقص عليك من أنبائها ۚ ولقد جاءتهم رسلهم بالبينات فما كانوا ليؤمنوا بما كذبوا من قبل ۚ كذلك يطبع الله على قلوب الكافرين
(7:102:2:1)	7	102	wjd	I	PERF	1P	DIVINE		S-1P	0	1	وما وجدنا لأكثرهم من عهد ۖ وإن وجدنا أكثرهم لفاسقين
(7:102:7:1)	7	102	wjd	I	PERF	1P	DIVINE		S-1P	0	1	وما وجدنا لأكثرهم من عهد ۖ وإن وجدنا أكثرهم لفاسقين
(7:103:12:2)	7	103	nZr	I	IMPV	2MS	NONDIVINE		S-2P	0	1	ثم بعثنا من بعدهم موسى بآياتنا إلى فرعون وملئه فظلموا بها ۖ فانظر كيف كان عاقبة المفسدين
(7:103:14:1)	7	103	kwn	I	PERF	3MS	NONDIVINE	Ea`qibap	S-EXPL	0	0	ثم بعثنا من بعدهم موسى بآياتنا إلى فرعون وملئه فظلموا بها ۖ فانظر كيف كان عاقبة المفسدين
(7:103:2:1)	7	103	bEv	I	PERF	1P	DIVINE		S-1P	0	1	ثم بعثنا من بعدهم موسى بآياتنا إلى فرعون وملئه فظلموا بها ۖ فانظر كيف كان عاقبة المفسدين
(7:104:1:2)	7	104	qwl	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	1	وقال موسى يا فرعون إني رسول من رب العالمين
(7:105:15:2)	7	105	rsl	IV	IMPV	2MS	NONDIVINE		S-2P	0	1	حقيق على أن لا أقول على الله إلا الحق ۚ قد جئتكم ببينة من ربكم فأرسل معي بني إسرائيل
(7:106:3:1)	7	106	kwn	I	PERF	2MS	NONDIVINE		S-2P	0	0	قال إن كنت جئت بآية فأت بها إن كنت من الصادقين
(7:106:4:1)	7	106	jyA	I	PERF	2MS	NONDIVINE		S-2P	0	0	قال إن كنت جئت بآية فأت بها إن كنت من الصادقين
(7:106:6:2)	7	106	Aty	I	IMPV	2MS	NONDIVINE		S-2P	0	0	قال إن كنت جئت بآية فأت بها إن كنت من الصادقين
(7:106:9:1)	7	106	kwn	I	PERF	2MS	NONDIVINE		S-2P	0	0	قال إن كنت جئت بآية فأت بها إن كنت من الصادقين
(7:109:1:1)	7	109	qwl	I	PERF	3MS	NONDIVINE	mala>	S-EXPL	0	1	قال الملأ من قوم فرعون إن هذا لساحر عليم
(7:110:7:1)	7	110	Amr	I	IMPF	2MP	NONDIVINE		S-2P	0	1	يريد أن يخرجكم من أرضكم ۖ فماذا تأمرون
(7:111:2:1)	7	111	rjw	IV	IMPV	2MS	NONDIVINE		S-2P	1	1	قالوا أرجه وأخاه وأرسل في المدائن حاشرين
(7:111:4:2)	7	111	rsl	IV	IMPV	2MS	NONDIVINE		S-2P	0	1	قالوا أرجه وأخاه وأرسل في المدائن حاشرين
(7:113:1:2)	7	113	jyA	I	PERF	3MS	NONDIVINE	sa`Hir	S-EXPL	0	1	وجاء السحرة فرعون قالوا إن لنا لأجرا إن كنا نحن الغالبين
(7:113:9:1)	7	113	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وجاء السحرة فرعون قالوا إن لنا لأجرا إن كنا نحن الغالبين
(7:115:5:1)	7	115	lqy	IV	IMPF	2MS	NONDIVINE		S-2P	0	0	قالوا يا موسى إما أن تلقي وإما أن نكون نحن الملقين
(7:115:8:1)	7	115	kwn	I	IMPF	1P	DIVINE		S-1P	0	0	قالوا يا موسى إما أن تلقي وإما أن نكون نحن الملقين
(7:116:2:1)	7	116	lqy	IV	IMPV	2MP	NONDIVINE		S-2P	0	0	قال ألقوا ۖ فلما ألقوا سحروا أعين الناس واسترهبوهم وجاءوا بسحر عظيم
(7:117:1:2)	7	117	wHy	IV	PERF	1P	DIVINE		S-1P	0	1	۞ وأوحينا إلى موسى أن ألق عصاك ۖ فإذا هي تلقف ما يأفكون
(7:117:5:1)	7	117	lqy	IV	IMPV	2MS	NONDIVINE		S-2P	0	0	۞ وأوحينا إلى موسى أن ألق عصاك ۖ فإذا هي تلقف ما يأفكون
(7:118:1:2)	7	118	wqE	I	PERF	3MS	NONDIVINE	Haq~	S-EXPL	0	0	فوقع الحق وبطل ما كانوا يعملون
(7:121:2:1)	7	121	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	قالوا آمنا برب العالمين
(7:123:12:1)	7	123	mkr	I	PERF	2MP	NONDIVINE		S-2P	1	1	قال فرعون آمنتم به قبل أن آذن لكم ۖ إن هذا لمكر مكرتموه في المدينة لتخرجوا منها أهلها ۖ فسوف تعلمون
(7:123:15:2)	7	123	xrj	IV	IMPF	2MP	NONDIVINE		S-2P	0	1	قال فرعون آمنتم به قبل أن آذن لكم ۖ إن هذا لمكر مكرتموه في المدينة لتخرجوا منها أهلها ۖ فسوف تعلمون
(7:123:19:1)	7	123	Elm	I	IMPF	2MP	NONDIVINE		S-2P	0	0	قال فرعون آمنتم به قبل أن آذن لكم ۖ إن هذا لمكر مكرتموه في المدينة لتخرجوا منها أهلها ۖ فسوف تعلمون
(7:123:1:1)	7	123	qwl	I	PERF	3MS	NONDIVINE	firoEawon	S-EXPL	0	1	قال فرعون آمنتم به قبل أن آذن لكم ۖ إن هذا لمكر مكرتموه في المدينة لتخرجوا منها أهلها ۖ فسوف تعلمون
(7:123:3:1)	7	123	Amn	IV	PERF	2MP	NONDIVINE		S-2P	0	0	قال فرعون آمنتم به قبل أن آذن لكم ۖ إن هذا لمكر مكرتموه في المدينة لتخرجوا منها أهلها ۖ فسوف تعلمون
(7:126:12:1)	7	126	frg	IV	IMPV	2MS	NONDIVINE		S-2P	0	1	وما تنقم منا إلا أن آمنا بآيات ربنا لما جاءتنا ۚ ربنا أفرغ علينا صبرا وتوفنا مسلمين
(7:126:15:2)	7	126	wfy	V	IMPV	2MS	NONDIVINE		S-2P	1	1	وما تنقم منا إلا أن آمنا بآيات ربنا لما جاءتنا ۚ ربنا أفرغ علينا صبرا وتوفنا مسلمين
(7:126:2:1)	7	126	nqm	I	IMPF	2MS	NONDIVINE		S-2P	0	0	وما تنقم منا إلا أن آمنا بآيات ربنا لما جاءتنا ۚ ربنا أفرغ علينا صبرا وتوفنا مسلمين
(7:126:6:1)	7	126	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	وما تنقم منا إلا أن آمنا بآيات ربنا لما جاءتنا ۚ ربنا أفرغ علينا صبرا وتوفنا مسلمين
(7:127:15:2)	7	127	qtl	II	IMPF	1P	DIVINE		S-1P	0	1	وقال الملأ من قوم فرعون أتذر موسى وقومه ليفسدوا في الأرض ويذرك وآلهتك ۚ قال سنقتل أبناءهم ونستحيي نساءهم وإنا فوقهم قاهرون
(7:127:17:2)	7	127	Hyy	X	IMPF	1P	DIVINE		S-1P	0	1	وقال الملأ من قوم فرعون أتذر موسى وقومه ليفسدوا في الأرض ويذرك وآلهتك ۚ قال سنقتل أبناءهم ونستحيي نساءهم وإنا فوقهم قاهرون
(7:127:1:2)	7	127	qwl	I	PERF	3MS	NONDIVINE	mala>	S-EXPL	0	1	وقال الملأ من قوم فرعون أتذر موسى وقومه ليفسدوا في الأرض ويذرك وآلهتك ۚ قال سنقتل أبناءهم ونستحيي نساءهم وإنا فوقهم قاهرون
(7:127:6:2)	7	127	w*r	I	IMPF	2MS	NONDIVINE		S-2P	0	1	وقال الملأ من قوم فرعون أتذر موسى وقومه ليفسدوا في الأرض ويذرك وآلهتك ۚ قال سنقتل أبناءهم ونستحيي نساءهم وإنا فوقهم قاهرون
(7:128:1:1)	7	128	qwl	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	1	قال موسى لقومه استعينوا بالله واصبروا ۖ إن الأرض لله يورثها من يشاء من عباده ۖ والعاقبة للمتقين
(7:128:4:1)	7	128	Ewn	X	IMPV	2MP	NONDIVINE		S-2P	0	0	قال موسى لقومه استعينوا بالله واصبروا ۖ إن الأرض لله يورثها من يشاء من عباده ۖ والعاقبة للمتقين
(7:128:6:2)	7	128	Sbr	I	IMPV	2MP	NONDIVINE		S-2P	0	0	قال موسى لقومه استعينوا بالله واصبروا ۖ إن الأرض لله يورثها من يشاء من عباده ۖ والعاقبة للمتقين
(7:129:10:1)	7	129	jyA	I	PERF	2MS	NONDIVINE		S-2P	1	1	قالوا أوذينا من قبل أن تأتينا ومن بعد ما جئتنا ۚ قال عسى ربكم أن يهلك عدوكم ويستخلفكم في الأرض فينظر كيف تعملون
(7:129:12:1)	7	129	Esy	I	PERF	3MS	DIVINE	rab~	S-EXPL	0	1	قالوا أوذينا من قبل أن تأتينا ومن بعد ما جئتنا ۚ قال عسى ربكم أن يهلك عدوكم ويستخلفكم في الأرض فينظر كيف تعملون
(7:129:22:1)	7	129	Eml	I	IMPF	2MP	NONDIVINE		S-2P	0	0	قالوا أوذينا من قبل أن تأتينا ومن بعد ما جئتنا ۚ قال عسى ربكم أن يهلك عدوكم ويستخلفكم في الأرض فينظر كيف تعملون
(7:129:6:1)	7	129	Aty	I	IMPF	2MS	NONDIVINE		S-2P	1	1	قالوا أوذينا من قبل أن تأتينا ومن بعد ما جئتنا ۚ قال عسى ربكم أن يهلك عدوكم ويستخلفكم في الأرض فينظر كيف تعملون
(7:130:2:1)	7	130	Ax*	I	PERF	1P	DIVINE		S-1P	0	1	ولقد أخذنا آل فرعون بالسنين ونقص من الثمرات لعلهم يذكرون
(7:131:2:1)	7	131	jyA	I	PERF	3FS	NONDIVINE	Hasanap	S-EXPL	1	1	فإذا جاءتهم الحسنة قالوا لنا هذه ۖ وإن تصبهم سيئة يطيروا بموسى ومن معه ۗ ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون
(7:131:8:1)	7	131	Swb	IV	IMPF	3FS	NONDIVINE	say~i}ap	S-EXPL	1	1	فإذا جاءتهم الحسنة قالوا لنا هذه ۖ وإن تصبهم سيئة يطيروا بموسى ومن معه ۗ ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون
(7:132:3:1)	7	132	Aty	I	IMPF	2MS	NONDIVINE		S-2P	1	1	وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين
(7:132:7:2)	7	132	sHr	I	IMPF	2MS	NONDIVINE		S-2P	1	1	وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين
(7:133:1:2)	7	133	rsl	IV	PERF	1P	DIVINE		S-1P	0	1	فأرسلنا عليهم الطوفان والجراد والقمل والضفادع والدم آيات مفصلات فاستكبروا وكانوا قوما مجرمين
(7:134:14:1)	7	134	k$f	I	PERF	2MS	NONDIVINE		S-2P	0	1	ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك ۖ لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل
(7:134:17:2)	7	134	Amn	IV	IMPF	1P	DIVINE		S-1P	0	0	ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك ۖ لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل
(7:134:19:3)	7	134	rsl	IV	IMPF	1P	DIVINE		S-1P	0	1	ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك ۖ لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل
(7:134:2:1)	7	134	wqE	I	PERF	3MS	NONDIVINE	rijoz	S-EXPL	0	0	ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك ۖ لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل
