global_idx,surah,verse,n_letters,rhyme_letter,topics,pct_emphatic,pct_resonant,pct_plosive,pct_fricative,pct_guttural,pct_labial
3480,31,11,54,ن,creation,0.09259,0.51852,0.11111,0.22222,0.11111,0.2037
3481,31,12,70,د,dialogue|polytheism-rejection,0.08571,0.5,0.2,0.21429,0.15714,0.18571
3482,31,13,54,م,prophets|dialogue|polytheism-rejection,0.12963,0.46296,0.18519,0.18519,0.14815,0.16667
3483,31,14,76,ر,,0.06579,0.51316,0.13158,0.18421,0.17105,0.19737
3484,31,15,112,ن,mercy|polytheism-rejection,0.04464,0.41071,0.27679,0.125,0.16964,0.26786
3485,31,16,82,ر,creation|dialogue|nature-imagery,0.09756,0.40244,0.2439,0.23171,0.20732,0.18293
3486,31,17,69,ر,legal|prayer,0.13043,0.47826,0.18841,0.11594,0.15942,0.26087
3487,31,18,54,ر,creation,0.11111,0.44444,0.16667,0.22222,0.16667,0.16667
3488,31,19,45,ر,,0.2,0.42222,0.24444,0.22222,0.11111,0.2
3489,31,20,111,ر,creation,0.08108,0.47748,0.16216,0.17117,0.15315,0.23423
3490,31,21,87,ر,punishment|hell|dialogue,0.04598,0.4023,0.22989,0.10345,0.18391,0.18391
3491,31,22,66,ر,,0.07576,0.42424,0.18182,0.21212,0.19697,0.24242
3492,31,23,64,ر,polytheism-rejection,0.07812,0.46875,0.1875,0.1875,0.17188,0.26562
3493,31,24,30,ظ,punishment,0.16667,0.43333,0.16667,0.23333,0.2,0.16667
3494,31,25,65,ن,creation|dialogue,0.09231,0.53846,0.18462,0.15385,0.16923,0.18462
3495,31,26,40,د,creation,0.05,0.5,0.1,0.2,0.175,0.175
3496,31,27,78,م,creation|nature-imagery,0.07692,0.42308,0.23077,0.20513,0.21795,0.21795
3497,31,28,41,ر,creation|eschatology,0.07317,0.39024,0.21951,0.21951,0.19512,0.21951
3498,31,29,97,ر,creation,0.08247,0.57732,0.15464,0.12371,0.12371,0.18557
3499,31,30,58,ر,,0.05172,0.5,0.2069,0.12069,0.18966,0.18966
3500,31,31,68,ر,nature-imagery,0.10294,0.48529,0.27941,0.13235,0.13235,0.16176
3501,31,32,92,ر,polytheism-rejection,0.07609,0.43478,0.21739,0.18478,0.15217,0.20652
3502,31,33,122,ر,,0.05738,0.45902,0.16393,0.15574,0.15574,0.18033
3503,31,34,100,ر,eschatology|nature-imagery,0.06,0.45,0.18,0.19,0.18,0.2
3504,32,1,3,م,,0.0,0.66667,0.0,0.0,0.0,0.33333
3505,32,2,31,ن,,0.06452,0.51613,0.19355,0.09677,0.06452,0.19355
3506,32,3,66,ن,prophets|dialogue,0.12121,0.51515,0.24242,0.13636,0.13636,0.25758
3507,32,4,92,ن,creation,0.05435,0.46739,0.1413,0.18478,0.11957,0.22826
3508,32,5,63,ن,creation,0.11111,0.47619,0.22222,0.14286,0.1746,0.20635
3509,32,6,32,م,mercy|legal,0.03125,0.40625,0.09375,0.25,0.1875,0.125
3510,32,7,36,ن,creation,0.08333,0.41667,0.27778,0.22222,0.22222,0.08333
3511,32,8,25,ن,creation,0.0,0.56,0.08,0.24,0.2,0.2
3512,32,9,60,ن,creation,0.08333,0.45,0.16667,0.23333,0.18333,0.26667
3513,32,10,55,ن,creation|dialogue|polytheism-rejection,0.14545,0.4,0.29091,0.16364,0.16364,0.2
3514,32,11,42,ن,dialogue,0.07143,0.5,0.30952,0.07143,0.04762,0.30952
3515,32,12,75,ن,dialogue,0.13333,0.49333,0.17333,0.13333,0.14667,0.25333
3516,32,13,66,ن,hell,0.0303,0.51515,0.21212,0.13636,0.16667,0.16667
3517,32,14,64,ن,punishment,0.04688,0.4375,0.23438,0.14062,0.09375,0.29688
3518,32,15,66,ن,prayer,0.06061,0.39394,0.25758,0.18182,0.15152,0.25758
3519,32,16,56,ن,,0.10714,0.42857,0.19643,0.16071,0.14286,0.32143
3520,32,17,46,ن,,0.04348,0.45652,0.17391,0.17391,0.19565,0.26087
3521,32,18,31,ن,,0.03226,0.45161,0.22581,0.12903,0.06452,0.25806
3522,32,19,59,ن,paradise,0.01695,0.49153,0.13559,0.10169,0.11864,0.25424
3523,32,20,95,ن,punishment|hell|dialogue|polytheism-rejection,0.07368,0.43158,0.2,0.15789,0.13684,0.24211
3524,32,21,49,ن,mercy|punishment,0.06122,0.46939,0.20408,0.10204,0.16327,0.18367
3525,32,22,51,ن,,0.13725,0.54902,0.21569,0.11765,0.15686,0.27451
3526,32,23,59,ل,creation|prophets,0.0678,0.42373,0.27119,0.13559,0.15254,0.16949
3527,32,24,52,ن,creation,0.07692,0.51923,0.23077,0.07692,0.15385,0.28846
3528,32,25,45,ن,eschatology,0.06667,0.51111,0.15556,0.22222,0.13333,0.31111
3529,32,26,69,ن,punishment,0.04348,0.53623,0.2029,0.17391,0.15942,0.26087
3530,32,27,75,ن,nature-imagery,0.12,0.44,0.21333,0.18667,0.21333,0.21333
3531,32,28,30,ن,dialogue,0.1,0.43333,0.26667,0.16667,0.1,0.2
3532,32,29,44,ن,prophets|dialogue|polytheism-rejection,0.09091,0.56818,0.09091,0.18182,0.11364,0.25
3533,32,30,26,ن,,0.23077,0.5,0.15385,0.23077,0.23077,0.23077
3534,33,1,61,ا,prophets|polytheism-rejection,0.06557,0.45902,0.18033,0.09836,0.13115,0.13115
3535,33,2,43,ا,,0.04651,0.46512,0.25581,0.06977,0.16279,0.25581
3536,33,3,26,ا,,0.0,0.46154,0.19231,0.11538,0.11538,0.23077
3537,33,4,127,ل,creation|legal|dialogue,0.05512,0.45669,0.25984,0.13386,0.17323,0.24409
3538,33,5,126,ا,mercy,0.04762,0.43651,0.25397,0.15079,0.20635,0.27778
3539,33,6,143,ا,mercy|prophets|legal|polytheism-rejection,0.04895,0.45455,0.23077,0.13287,0.18182,0.27273
3540,33,7,80,ا,prophets,0.0625,0.5375,0.125,0.1875,0.15,0.3
3541,33,8,42,ا,punishment|polytheism-rejection,0.11905,0.40476,0.2381,0.14286,0.16667,0.11905
3542,33,9,98,ا,prayer|dialogue|nature-imagery,0.06122,0.46939,0.19388,0.13265,0.16327,0.19388
3543,33,10,76,ا,prayer,0.09211,0.44737,0.25,0.17105,0.11842,0.27632
3544,33,11,36,ا,,0.0,0.47222,0.16667,0.16667,0.05556,0.16667
3545,33,12,58,ا,prophets|prayer|dialogue,0.13793,0.55172,0.12069,0.17241,0.12069,0.27586
3546,33,13,105,ا,prophets|dialogue,0.12381,0.49524,0.20952,0.14286,0.1619,0.24762
3547,33,14,60,ا,,0.06667,0.41667,0.21667,0.18333,0.18333,0.21667
3548,33,15,55,ا,,0.05455,0.45455,0.21818,0.09091,0.14545,0.2
3549,33,16,57,ا,prophets|dialogue,0.12281,0.52632,0.22807,0.07018,0.10526,0.21053
3550,33,17,80,ا,mercy|dialogue,0.0875,0.525,0.2,0.125,0.1375,0.225
3551,33,18,68,ا,,0.05882,0.54412,0.20588,0.07353,0.17647,0.17647
3552,33,19,155,ا,,0.05161,0.40645,0.2129,0.22581,0.24516,0.17419
3553,33,20,102,ا,,0.02941,0.44118,0.2549,0.11765,0.16667,0.2549
3554,33,21,65,ا,prophets|prayer,0.09231,0.52308,0.15385,0.2,0.13846,0.15385
3555,33,22,85,ا,prophets|dialogue,0.07059,0.47059,0.14118,0.16471,0.15294,0.23529
3556,33,23,75,ا,,0.09333,0.50667,0.17333,0.14667,0.13333,0.26667
3557,33,24,72,ا,mercy|punishment,0.09722,0.44444,0.20833,0.18056,0.16667,0.18056
3558,33,25,74,ا,polytheism-rejection,0.08108,0.5,0.12162,0.16216,0.10811,0.17568
3559,33,26,77,ا,,0.16883,0.46753,0.20779,0.20779,0.11688,0.24675
3560,33,27,61,ا,legal,0.14754,0.47541,0.22951,0.14754,0.19672,0.22951
3561,33,28,79,ا,prophets,0.05063,0.41772,0.25316,0.13924,0.16456,0.08861
3562,33,29,64,ا,prophets,0.09375,0.46875,0.21875,0.15625,0.20312,0.125
3563,33,30,69,ا,punishment|prophets,0.04348,0.4058,0.14493,0.21739,0.15942,0.15942
3564,33,31,64,ا,paradise|prophets,0.125,0.48438,0.21875,0.14062,0.17188,0.15625
3565,33,32,81,ا,prophets,0.12346,0.4321,0.23457,0.16049,0.12346,0.18519
3566,33,33,122,ا,prophets|prayer,0.11475,0.46721,0.2541,0.13934,0.15574,0.16393
3567,33,34,56,ا,prayer,0.05357,0.46429,0.21429,0.14286,0.125,0.17857
3568,33,35,223,ا,mercy|prayer,0.11211,0.44395,0.17489,0.1435,0.09417,0.19283
3569,33,36,92,ا,prophets,0.11957,0.54348,0.13043,0.18478,0.17391,0.23913
3570,33,37,196,ا,prophets|legal|prayer|dialogue,0.06633,0.41837,0.20918,0.19388,0.19388,0.18367
3571,33,38,75,ا,prophets,0.12,0.49333,0.14667,0.17333,0.12,0.18667
3572,33,39,61,ا,,0.01639,0.44262,0.13115,0.2459,0.18033,0.16393
3573,33,40,66,ا,prophets,0.0303,0.5,0.22727,0.10606,0.13636,0.21212
3574,33,41,35,ا,prayer|dialogue,0.08571,0.42857,0.14286,0.17143,0.11429,0.08571
3575,33,42,16,ا,,0.125,0.375,0.25,0.3125,0.25,0.3125
3576,33,43,65,ا,mercy|paradise,0.07692,0.56923,0.16923,0.10769,0.12308,0.2
3577,33,44,35,ا,,0.08571,0.51429,0.22857,0.14286,0.2,0.22857
3578,33,45,38,ا,prophets|legal,0.07895,0.42105,0.18421,0.15789,0.13158,0.13158
3579,33,46,29,ا,,0.06897,0.41379,0.17241,0.13793,0.17241,0.13793
3580,33,47,33,ا,,0.09091,0.54545,0.18182,0.15152,0.12121,0.27273
3581,33,48,58,ا,polytheism-rejection,0.05172,0.44828,0.18966,0.12069,0.12069,0.22414
3582,33,49,103,ا,legal|dialogue,0.04854,0.45631,0.20388,0.18447,0.19417,0.2233
3583,33,50,267,ا,mercy|creation|prophets|legal,0.0412,0.45318,0.24345,0.1236,0.17228,0.19101
3584,33,51,137,ا,prophets,0.0438,0.49635,0.23358,0.13139,0.16788,0.18248
3585,33,52,85,ا,prophets|legal,0.02353,0.44706,0.28235,0.10588,0.16471,0.17647
3586,33,53,294,ا,prophets|legal|dialogue,0.04762,0.43878,0.2381,0.15986,0.17007,0.18707
3587,33,54,39,ا,,0.0,0.35897,0.30769,0.17949,0.23077,0.20513
3588,33,55,126,ا,legal,0.00794,0.42063,0.22222,0.15079,0.25397,0.14286
3589,33,56,63,ا,paradise|prophets|dialogue,0.03175,0.52381,0.12698,0.14286,0.15873,0.1746
3590,33,57,63,ا,punishment|prophets,0.03175,0.49206,0.11111,0.20635,0.2381,0.15873
3591,33,58,67,ا,,0.02985,0.46269,0.22388,0.1194,0.10448,0.28358
3592,33,59,99,ا,mercy|prophets,0.0404,0.49495,0.21212,0.13131,0.15152,0.16162
3593,33,60,87,ا,,0.09195,0.57471,0.14943,0.16092,0.09195,0.25287
3594,33,61,34,ا,punishment,0.08824,0.47059,0.23529,0.11765,0.11765,0.23529
3595,33,62,43,ا,,0.02326,0.48837,0.18605,0.2093,0.11628,0.13953
3596,33,63,62,ا,dialogue|eschatology,0.06452,0.41935,0.17742,0.12903,0.19355,0.09677
3597,33,64,29,ا,punishment|hell|polytheism-rejection,0.06897,0.48276,0.13793,0.13793,0.24138,0.10345
3598,33,65,33,ا,,0.06061,0.48485,0.18182,0.12121,0.09091,0.15152
3599,33,66,55,ا,hell|prophets|dialogue,0.10909,0.52727,0.18182,0.09091,0.12727,0.2
3600,33,67,46,ا,dialogue,0.1087,0.36957,0.26087,0.08696,0.1087,0.17391
3601,33,68,37,ا,punishment,0.08108,0.43243,0.16216,0.13514,0.18919,0.21622
3602,33,69,71,ا,prophets|dialogue,0.02817,0.4507,0.16901,0.14085,0.14085,0.19718
3603,33,70,40,ا,dialogue,0.075,0.45,0.2,0.1,0.1,0.175
3604,33,71,59,ا,mercy|prophets,0.10169,0.47458,0.15254,0.23729,0.13559,0.30508
3605,33,72,92,ا,creation|nature-imagery,0.06522,0.43478,0.16304,0.17391,0.19565,0.18478
3606,33,73,93,ا,mercy|punishment|polytheism-rejection,0.06452,0.52688,0.13978,0.11828,0.09677,0.23656
3607,34,1,67,ر,creation,0.0597,0.47761,0.10448,0.23881,0.1791,0.22388
3608,34,2,68,ر,mercy|creation,0.08824,0.55882,0.07353,0.17647,0.14706,0.26471
3609,34,3,123,ن,creation|dialogue|eschatology|polytheism-rejection,0.08943,0.43089,0.21951,0.14634,0.12195,0.19512
3610,34,4,50,م,mercy|paradise,0.1,0.52,0.16,0.18,0.16,0.22
3611,34,5,46,م,punishment,0.02174,0.45652,0.19565,0.15217,0.17391,0.19565
3612,34,6,66,د,,0.09091,0.48485,0.18182,0.15152,0.15152,0.13636
3613,34,7,61,د,creation|dialogue|polytheism-rejection,0.09836,0.45902,0.31148,0.13115,0.09836,0.19672
3614,34,8,66,د,punishment,0.04545,0.39394,0.21212,0.16667,0.18182,0.18182
3615,34,9,105,ب,creation,0.06667,0.45714,0.21905,0.2,0.2,0.2381
3616,34,10,53,د,creation|prophets|dialogue|nature-imagery,0.07547,0.45283,0.26415,0.09434,0.13208,0.20755
3617,34,11,51,ر,,0.11765,0.43137,0.19608,0.13725,0.13725,0.23529
3618,34,12,107,ر,punishment|hell|creation|prophets|nature-imagery,0.1028,0.52336,0.1215,0.20561,0.19626,0.18692
3619,34,13,87,ر,creation|prophets|dialogue,0.08046,0.49425,0.2069,0.09195,0.08046,0.25287
3620,34,14,109,ن,punishment|creation|prophets,0.04587,0.44954,0.20183,0.14679,0.15596,0.22018
3621,34,15,74,ر,mercy|paradise,0.10811,0.47297,0.25676,0.17568,0.12162,0.25676
3622,34,16,75,ل,paradise|nature-imagery,0.09333,0.49333,0.22667,0.17333,0.16,0.2
3623,34,17,35,ر,polytheism-rejection,0.05714,0.42857,0.2,0.2,0.08571,0.22857
3624,34,18,82,ن,dialogue,0.13415,0.4878,0.14634,0.14634,0.10976,0.17073
3625,34,19,87,ر,creation|dialogue,0.10345,0.4023,0.22989,0.2069,0.12644,0.24138
3626,34,20,45,ن,,0.13333,0.44444,0.24444,0.17778,0.17778,0.22222
3627,34,21,70,ظ,,0.05714,0.51429,0.15714,0.18571,0.2,0.22857
3628,34,22,93,ر,creation|prophets|dialogue,0.08602,0.53763,0.09677,0.19355,0.10753,0.25806
3629,34,23,85,ر,dialogue,0.08235,0.37647,0.18824,0.17647,0.18824,0.18824
3630,34,24,62,ن,creation|dialogue,0.1129,0.5,0.20968,0.1129,0.12903,0.20968
3631,34,25,35,ن,dialogue,0.05714,0.51429,0.2,0.05714,0.17143,0.2
3632,34,26,46,م,dialogue,0.06522,0.45652,0.19565,0.15217,0.13043,0.23913
3633,34,27,48,م,dialogue,0.08333,0.4375,0.22917,0.1875,0.1875,0.125
3634,34,28,54,ن,,0.07407,0.5,0.14815,0.14815,0.09259,0.14815
3635,34,29,30,ن,dialogue,0.1,0.46667,0.26667,0.1,0.1,0.2
3636,34,30,41,ن,dialogue|eschatology,0.07317,0.43902,0.2439,0.14634,0.17073,0.19512
3637,34,31,143,ن,creation|dialogue|polytheism-rejection,0.1049,0.5035,0.1958,0.13287,0.1049,0.22378
3638,34,32,69,ن,,0.07246,0.37681,0.28986,0.14493,0.11594,0.15942
3639,34,33,160,ن,punishment|eschatology|polytheism-rejection,0.06875,0.46875,0.18125,0.125,0.13125,0.175
3640,34,34,54,ن,dialogue|polytheism-rejection,0.14815,0.48148,0.2037,0.16667,0.12963,0.24074
3641,34,35,39,ن,punishment|dialogue,0.05128,0.48718,0.20513,0.10256,0.15385,0.28205
3642,34,36,49,ن,paradise|dialogue,0.16327,0.53061,0.2449,0.10204,0.08163,0.14286
3643,34,37,100,ن,paradise,0.05,0.45,0.22,0.13,0.16,0.3
3644,34,38,45,ن,punishment,0.04444,0.46667,0.15556,0.17778,0.15556,0.2
3645,34,39,73,ن,paradise|dialogue,0.15068,0.47945,0.21918,0.20548,0.16438,0.21918
3646,34,40,51,ن,prayer,0.03922,0.4902,0.23529,0.11765,0.21569,0.23529
3647,34,41,58,ن,prayer|dialogue,0.03448,0.5,0.25862,0.10345,0.13793,0.27586
3648,34,42,77,ن,punishment|hell|polytheism-rejection,0.1039,0.46753,0.18182,0.14286,0.06494,0.25974
3649,34,43,130,ن,prayer|dialogue|polytheism-rejection,0.07692,0.38462,0.26154,0.13077,0.16154,0.17692
3650,34,44,47,ر,prophets,0.08511,0.53191,0.23404,0.12766,0.12766,0.23404
3651,34,45,59,ر,prophets|polytheism-rejection,0.0678,0.45763,0.20339,0.18644,0.08475,0.28814
3652,34,46,89,د,punishment|dialogue,0.07865,0.40449,0.2809,0.16854,0.14607,0.24719
3653,34,47,52,د,legal|dialogue,0.05769,0.44231,0.26923,0.15385,0.23077,0.15385
3654,34,48,26,ب,dialogue,0.15385,0.42308,0.26923,0.15385,0.15385,0.23077
3655,34,49,29,د,dialogue,0.10345,0.37931,0.34483,0.03448,0.13793,0.2069
3656,34,50,57,ب,dialogue,0.10526,0.45614,0.26316,0.17544,0.19298,0.19298
3657,34,51,35,ب,punishment,0.08571,0.42857,0.2,0.2,0.11429,0.34286
3658,34,52,36,د,dialogue,0.02778,0.47222,0.22222,0.08333,0.13889,0.27778
3659,34,53,38,د,polytheism-rejection,0.10526,0.44737,0.31579,0.13158,0.07895,0.36842
3660,34,54,57,ب,mercy|polytheism-rejection,0.03509,0.49123,0.21053,0.17544,0.15789,0.31579
3661,35,1,100,ر,creation|prophets,0.09,0.42,0.19,0.18,0.17,0.13
3662,35,2,68,م,mercy,0.02941,0.48529,0.08824,0.26471,0.16176,0.25
3663,35,3,85,ن,creation|prayer|monotheism,0.08235,0.44706,0.17647,0.17647,0.2,0.14118
3664,35,4,43,ر,prophets|polytheism-rejection,0.11628,0.4186,0.37209,0.11628,0.11628,0.23256
3665,35,5,63,ر,,0.07937,0.46032,0.14286,0.1746,0.19048,0.11111
3666,35,6,58,ر,hell,0.05172,0.39655,0.2069,0.18966,0.2069,0.2069
3667,35,7,62,ر,mercy|punishment|polytheism-rejection,0.08065,0.46774,0.16129,0.19355,0.14516,0.24194
3668,35,8,91,ن,creation,0.04396,0.45055,0.14286,0.27473,0.23077,0.18681
3669,35,9,76,ر,creation|eschatology|nature-imagery,0.09211,0.38158,0.21053,0.23684,0.15789,0.15789
3670,35,10,108,ر,punishment,0.07407,0.47222,0.17593,0.16667,0.17593,0.17593
3671,35,11,115,ر,creation,0.08696,0.48696,0.18261,0.14783,0.16522,0.24348
3672,35,12,127,ن,,0.07874,0.41732,0.2126,0.22835,0.15748,0.22835
3673,35,13,115,ر,creation|nature-imagery,0.08696,0.6087,0.14783,0.12174,0.06957,0.2087
3674,35,14,81,ر,eschatology|polytheism-rejection,0.04938,0.46914,0.23457,0.11111,0.12346,0.30864
3675,35,15,47,د,,0.04255,0.44681,0.14894,0.17021,0.21277,0.10638
3676,35,16,23,د,creation,0.04348,0.34783,0.47826,0.17391,0.21739,0.17391
3677,35,17,18,ز,,0.0,0.38889,0.11111,0.22222,0.16667,0.16667
3678,35,18,138,ر,prayer,0.0942,0.44928,0.17391,0.21014,0.15942,0.19565
3679,35,19,21,ر,,0.09524,0.52381,0.14286,0.09524,0.09524,0.28571
3680,35,20,18,ر,,0.11111,0.61111,0.05556,0.05556,0.0,0.22222
3681,35,21,16,ر,,0.1875,0.625,0.0,0.125,0.0625,0.1875
3682,35,22,62,ر,,0.03226,0.5,0.19355,0.1129,0.16129,0.27419
3683,35,23,12,ر,prophets,0.08333,0.5,0.33333,0.08333,0.25,0.0
3684,35,24,48,ر,,0.10417,0.45833,0.1875,0.1875,0.1875,0.14583
3685,35,25,67,ر,prophets|polytheism-rejection,0.07463,0.41791,0.32836,0.13433,0.07463,0.28358
3686,35,26,27,ر,punishment|polytheism-rejection,0.07407,0.40741,0.22222,0.25926,0.07407,0.18519
3687,35,27,94,د,creation|nature-imagery,0.06383,0.42553,0.24468,0.18085,0.18085,0.24468
3688,35,28,78,ر,mercy|creation,0.01282,0.4359,0.15385,0.17949,0.20513,0.20513
3689,35,29,76,ر,prayer,0.11842,0.48684,0.19737,0.13158,0.11842,0.19737
3690,35,30,37,ر,mercy,0.10811,0.54054,0.13514,0.32432,0.21622,0.32432
3691,35,31,65,ر,prophets,0.09231,0.43077,0.26154,0.15385,0.16923,0.18462
3692,35,32,99,ر,legal,0.10101,0.42424,0.19192,0.22222,0.10101,0.24242
3693,35,33,57,ر,paradise,0.05263,0.47368,0.15789,0.22807,0.21053,0.21053
3694,35,34,45,ر,mercy|dialogue,0.08889,0.44444,0.15556,0.22222,0.17778,0.17778
3695,35,35,55,ب,,0.07273,0.45455,0.09091,0.25455,0.12727,0.21818
3696,35,36,72,ر,punishment|hell|eschatology|polytheism-rejection,0.06944,0.47222,0.13889,0.22222,0.125,0.25
3697,35,37,108,ر,punishment|prayer,0.13889,0.52778,0.13889,0.18519,0.12037,0.21296
3698,35,38,44,ر,creation,0.09091,0.43182,0.18182,0.15909,0.18182,0.18182
3699,35,39,100,ا,creation|polytheism-rejection,0.11,0.42,0.18,0.23,0.15,0.2
3700,35,40,132,ا,creation|dialogue,0.09848,0.44697,0.22727,0.14394,0.17424,0.21212
3701,35,41,76,ا,mercy|creation,0.03947,0.42105,0.22368,0.18421,0.21053,0.18421
3702,35,42,83,ا,,0.04819,0.44578,0.22892,0.16867,0.20482,0.21687
3703,35,43,111,ا,,0.07207,0.45946,0.24324,0.16216,0.12613,0.12613
3704,35,44,120,ا,creation,0.1,0.46667,0.175,0.175,0.13333,0.20833
3705,35,45,97,ا,creation,0.06186,0.35052,0.24742,0.19588,0.20619,0.19588
3706,36,1,2,س,,0.0,0.5,0.0,0.5,0.0,0.0
3707,36,2,13,م,,0.15385,0.53846,0.23077,0.07692,0.15385,0.15385
3708,36,3,14,ن,prophets,0.07143,0.71429,0.14286,0.07143,0.07143,0.14286
3709,36,4,13,م,,0.30769,0.38462,0.23077,0.15385,0.07692,0.15385
3710,36,5,17,م,mercy,0.05882,0.52941,0.05882,0.23529,0.11765,0.05882
3711,36,6,30,ن,,0.1,0.43333,0.2,0.23333,0.2,0.3
3712,36,7,30,ن,,0.13333,0.46667,0.23333,0.16667,0.2,0.2
3713,36,8,45,ن,,0.06667,0.37778,0.2,0.2,0.26667,0.17778
3714,36,9,51,ن,,0.03922,0.47059,0.15686,0.2549,0.17647,0.27451
3715,36,10,36,ن,,0.05556,0.55556,0.19444,0.16667,0.25,0.25
3716,36,11,54,م,mercy,0.12963,0.44444,0.22222,0.22222,0.16667,0.25926
3717,36,12,58,ن,,0.05172,0.48276,0.22414,0.15517,0.17241,0.25862
3718,36,13,38,ن,prophets,0.15789,0.39474,0.18421,0.23684,0.18421,0.18421
3719,36,14,57,ن,prophets|dialogue|polytheism-rejection,0.05263,0.42105,0.17544,0.24561,0.14035,0.21053
3720,36,15,55,ن,mercy|dialogue,0.05455,0.49091,0.25455,0.10909,0.14545,0.21818
3721,36,16,28,ن,prophets|dialogue,0.10714,0.60714,0.17857,0.03571,0.10714,0.21429
3722,36,17,23,ن,,0.0,0.52174,0.13043,0.04348,0.13043,0.21739
3723,36,18,55,م,punishment|dialogue,0.07273,0.54545,0.25455,0.05455,0.09091,0.23636
3724,36,19,38,ن,dialogue,0.15789,0.47368,0.34211,0.07895,0.13158,0.31579
3725,36,20,46,ن,prophets|dialogue,0.13043,0.45652,0.21739,0.08696,0.1087,0.17391
3726,36,21,29,ن,,0.03448,0.44828,0.27586,0.10345,0.17241,0.27586
3727,36,22,31,ن,creation|prayer,0.09677,0.51613,0.22581,0.09677,0.16129,0.19355
3728,36,23,58,ن,mercy,0.08621,0.44828,0.2069,0.22414,0.24138,0.13793
3729,36,24,17,ن,,0.05882,0.52941,0.17647,0.17647,0.11765,0.17647
3730,36,25,19,ن,,0.05263,0.47368,0.31579,0.10526,0.15789,0.36842
3731,36,26,30,ن,paradise|dialogue,0.1,0.56667,0.2,0.06667,0.1,0.13333
3732,36,27,27,ن,mercy,0.11111,0.66667,0.14815,0.07407,0.07407,0.2963
3733,36,28,47,ن,creation,0.02128,0.53191,0.17021,0.10638,0.12766,0.25532
3734,36,29,30,ن,,0.03333,0.3,0.23333,0.3,0.3,0.16667
3735,36,30,47,ن,prophets,0.04255,0.40426,0.19149,0.19149,0.21277,0.17021
3736,36,31,45,ن,punishment,0.11111,0.57778,0.22222,0.08889,0.2,0.22222
3737,36,32,23,ن,,0.08696,0.6087,0.17391,0.08696,0.13043,0.21739
3738,36,33,50,ن,creation,0.06,0.46,0.18,0.22,0.28,0.18
3739,36,34,44,ن,paradise|nature-imagery,0.02273,0.5,0.13636,0.13636,0.15909,0.22727
3740,36,35,37,ن,nature-imagery,0.05405,0.54054,0.18919,0.16216,0.18919,0.24324
3741,36,36,56,ن,creation,0.05357,0.46429,0.17857,0.17857,0.14286,0.25
3742,36,37,37,ن,,0.05405,0.56757,0.05405,0.27027,0.21622,0.21622
3743,36,38,39,م,creation,0.12821,0.46154,0.20513,0.17949,0.07692,0.10256
3744,36,39,37,م,creation,0.16216,0.43243,0.24324,0.08108,0.10811,0.13514
3745,36,40,58,ن,creation,0.08621,0.48276,0.18966,0.17241,0.08621,0.17241
3746,36,41,35,ن,,0.02857,0.51429,0.11429,0.25714,0.2,0.22857
3747,36,42,23,ن,creation,0.08696,0.6087,0.13043,0.17391,0.13043,0.30435
3748,36,43,33,ن,,0.15152,0.54545,0.12121,0.27273,0.21212,0.21212
3749,36,44,22,ن,mercy|paradise,0.04545,0.45455,0.13636,0.13636,0.27273,0.18182
3750,36,45,45,ن,mercy|dialogue,0.06667,0.51111,0.24444,0.11111,0.13333,0.28889
3751,36,46,42,ن,,0.07143,0.47619,0.21429,0.11905,0.2381,0.21429
3752,36,47,92,ن,dialogue|polytheism-rejection,0.09783,0.5,0.20652,0.1413,0.16304,0.20652
3753,36,48,30,ن,dialogue,0.1,0.46667,0.26667,0.1,0.1,0.2
3754,36,49,35,ن,punishment,0.11429,0.45714,0.11429,0.34286,0.28571,0.22857
3755,36,50,33,ن,,0.09091,0.48485,0.18182,0.18182,0.21212,0.18182
3756,36,51,39,ن,,0.07692,0.46154,0.15385,0.25641,0.15385,0.25641
3757,36,52,53,ن,mercy|prophets|dialogue,0.13208,0.5283,0.13208,0.11321,0.07547,0.22642
3758,36,53,39,ن,,0.07692,0.38462,0.20513,0.25641,0.25641,0.15385
3759,36,54,42,ن,eschatology,0.02381,0.5,0.19048,0.14286,0.07143,0.2619
3760,36,55,28,ن,paradise,0.03571,0.39286,0.17857,0.28571,0.21429,0.21429
3761,36,56,32,ن,,0.0625,0.40625,0.25,0.15625,0.21875,0.21875
3762,36,57,23,ن,nature-imagery,0.0,0.43478,0.08696,0.30435,0.26087,0.30435
3763,36,58,16,م,mercy,0.1875,0.625,0.125,0.125,0.0625,0.3125
3764,36,59,25,ن,,0.04,0.56,0.12,0.08,0.08,0.32
3765,36,60,50,ن,prayer,0.02,0.44,0.34,0.06,0.22,0.2
3766,36,61,23,م,prayer,0.17391,0.3913,0.26087,0.17391,0.13043,0.21739
3767,36,62,36,ن,creation,0.11111,0.47222,0.33333,0.08333,0.08333,0.25
3768,36,63,21,ن,hell,0.0,0.42857,0.28571,0.19048,0.19048,0.19048
3769,36,64,24,ن,hell|polytheism-rejection,0.08333,0.5,0.20833,0.125,0.04167,0.33333
3770,36,65,57,ن,,0.01754,0.45614,0.24561,0.15789,0.17544,0.2807
3771,36,66,46,ن,,0.15217,0.41304,0.19565,0.17391,0.13043,0.21739
3772,36,67,49,ن,,0.06122,0.44898,0.12245,0.16327,0.14286,0.2449
3773,36,68,30,ن,creation,0.1,0.53333,0.13333,0.2,0.2,0.2
