surah,verse,word,form_bw,form_ar,pos,root,lemma,marker,stem_dual,pron_suffix_dual,is_verb,is_impf,mood
6,38,9,bijanaAHayohi,بِجَنَاحَيْهِ,N,jnH,janaAH,MD,1,0,0,0,
6,81,17,{lofariyqayoni,ٱلْفَرِيقَيْنِ,N,frq,fariyq,MD,1,0,0,0,
6,92,8,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
6,143,5,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
6,143,8,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
6,143,10,'aA^l*~akarayoni,ءَآلذَّكَرَيْنِ,N,*kr,*akar,MD,1,0,0,0,
6,143,13,{lo>unvayayoni,ٱلْأُنثَيَيْنِ,N,Anv,>unvayayon,FD,1,0,0,0,
6,143,18,{lo>unvayayoni,ٱلْأُنثَيَيْنِ,N,Anv,>unvayayon,FD,1,0,0,0,
6,144,3,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
6,144,6,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
6,144,8,'aA^l*~akarayoni,ءَآلذَّكَرَيْنِ,N,*kr,*akar,MD,1,0,0,0,
6,144,11,{lo>unvayayoni,ٱلْأُنثَيَيْنِ,N,Anv,>unvayayon,FD,1,0,0,0,
6,144,16,{lo>unvayayoni,ٱلْأُنثَيَيْنِ,N,Anv,>unvayayon,FD,1,0,0,0,
6,146,13,$uHuwmahumaA^,شُحُومَهُمَآ,N,$Hm,$uHuwm,,0,1,0,0,
6,146,17,ZuhuwruhumaA^,ظُهُورُهُمَآ,N,Zhr,Zahor,,0,1,0,0,
6,151,12,wabi{lowa`lidayoni,وَبِٱلْوَٰلِدَيْنِ,N,wld,waAlid,MD,1,0,0,0,
6,156,7,TaA^}ifatayoni,طَآئِفَتَيْنِ,N,Twf,TaA^}ifap,FD,1,0,0,0,
7,19,6,fakulaA,فَكُلَا,V,Akl,>akala,2MD,1,1,1,0,
7,19,9,$i}otumaA,شِئْتُمَا,V,$yA,$aA^'a,2D,1,1,1,0,
7,19,11,taqorabaA,تَقْرَبَا,V,qrb,yaqorabu,2D,1,1,1,1,JUS
7,19,14,fatakuwnaA,فَتَكُونَا,V,kwn,kaAna,2D,1,1,1,1,SUBJ
7,20,2,lahumaA,لَهُمَا,PRON,,,3D,1,0,0,0,
7,20,5,lahumaA,لَهُمَا,PRON,,,3D,1,0,0,0,
7,20,8,EanohumaA,عَنْهُمَا,P,,Ean,,0,1,0,0,
7,20,10,sawo'a`tihimaA,سَوْءَٰتِهِمَا,N,swA,sawo'a`t,,0,1,0,0,
7,20,13,nahaY`kumaA,نَهَىٰكُمَا,V,nhy,nahaY`,,0,1,1,0,
7,20,14,rab~ukumaA,رَبُّكُمَا,N,rbb,rab~,,0,1,0,0,
7,20,20,takuwnaA,تَكُونَا,V,kwn,kaAna,2D,1,1,1,1,SUBJ
7,20,21,malakayoni,مَلَكَيْنِ,N,mlk,malak,MD,1,0,0,0,
7,20,23,takuwnaA,تَكُونَا,V,kwn,kaAna,2D,1,1,1,1,SUBJ
7,21,1,waqaAsamahumaA^,وَقَاسَمَهُمَآ,CONJ,,,,0,1,0,0,
7,21,3,lakumaA,لَكُمَا,PRON,,,2D,1,0,0,0,
7,22,1,fadal~aY`humaA,فَدَلَّىٰهُمَا,CONJ,,,,0,1,0,0,
7,22,4,*aAqaA,ذَاقَا,V,*wq,*aAqu,3MD,1,1,1,0,
7,22,7,lahumaA,لَهُمَا,PRON,,,3D,1,0,0,0,
7,22,8,sawo'a`tuhumaA,سَوْءَٰتُهُمَا,N,swA,sawo'a`t,,0,1,0,0,
7,22,9,waTafiqaA,وَطَفِقَا,V,Tfq,Tafiqa,3MD,1,1,1,0,
7,22,10,yaxoSifaAni,يَخْصِفَانِ,V,xSf,yaxoSifa,3MD,1,1,1,1,
7,22,11,EalayohimaA,عَلَيْهِمَا,P,,EalaY`,,0,1,0,0,
7,22,15,wanaAdaY`humaA,وَنَادَىٰهُمَا,REM,,,,0,1,0,0,
7,22,16,rab~uhumaA^,رَبُّهُمَآ,N,rbb,rab~,,0,1,0,0,
7,22,18,>anohakumaA,أَنْهَكُمَا,V,nhy,nahaY`,,0,1,1,1,
7,22,23,l~akumaA^,لَّكُمَآ,PRON,,,2D,1,0,0,0,
7,22,26,lakumaA,لَكُمَا,PRON,,,2D,1,0,0,0,
7,23,1,qaAlaA,قَالَا,V,qwl,qaAla,3MD,1,1,1,0,
7,27,8,>abawayokum,أَبَوَيْكُم,N,Abw,>abawaAn,MD,1,0,0,0,
7,27,12,EanohumaA,عَنْهُمَا,P,,Ean,,0,1,0,0,
7,27,13,libaAsahumaA,لِبَاسَهُمَا,N,lbs,libaAs,,0,1,0,0,
7,27,14,liyuriyahumaA,لِيُرِيَهُمَا,PRP,,,,0,1,0,0,
7,27,15,sawo'a`tihimaA^,سَوْءَٰتِهِمَآ,N,swA,sawo'a`t,,0,1,0,0,
7,46,1,wabayonahumaA,وَبَيْنَهُمَا,REM,,,,0,1,0,0,
7,50,18,Har~amahumaA,حَرَّمَهُمَا,V,Hrm,Har~ama,,0,1,1,0,
7,57,7,yadaYo,يَدَىْ,N,ydy,yad,FD,1,0,0,0,
7,160,2,{vonataYo,ٱثْنَتَىْ,N,vny,{vonatayon,FD,1,0,0,0,
7,160,18,{vonataA,ٱثْنَتَا,N,vny,{vonatayon,FD,1,0,0,0,
7,189,21,d~aEawaA,دَّعَوَا,V,dEw,daEaA,3MD,1,1,1,0,
7,189,23,rab~ahumaA,رَبَّهُمَا,N,rbb,rab~,,0,1,0,0,
7,190,2,'aAtaY`humaA,ءَاتَىٰهُمَا,V,Aty,A^taY,,0,1,1,1,
7,190,8,'aAtaY`humaA,ءَاتَىٰهُمَا,V,Aty,A^taY,,0,1,1,1,
8,7,5,{lT~aA^}ifatayoni,ٱلطَّآئِفَتَيْنِ,N,Twf,TaA^}ifap,FD,1,0,0,0,
8,41,28,{lojamoEaAni,ٱلْجَمْعَانِ,N,jmE,jamoE,MD,1,0,0,0,
8,48,18,{lofi}ataAni,ٱلْفِئَتَانِ,N,fAy,fi}ap,FD,1,0,0,0,
8,48,21,Eaqibayohi,عَقِبَيْهِ,N,Eqb,Eaqib,MD,1,0,0,0,
8,65,13,miA@}atayoni,مِا@ئَتَيْنِ,N,mAy,miA}ap,FD,1,0,0,0,
8,66,15,miA@}atayoni,مِا@ئَتَيْنِ,N,mAy,miA}ap,FD,1,0,0,0,
8,66,21,>alofayoni,أَلْفَيْنِ,N,Alf,>alof,MD,1,0,0,0,
9,36,6,{vonaA,ٱثْنَا,N,vny,{vonayon,MD,1,0,0,0,
9,40,11,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
9,40,13,humaA,هُمَا,PRON,,,3D,1,0,0,0,
9,52,7,{loHusonayayoni,ٱلْحُسْنَيَيْنِ,ADJ,Hsn,Husonayayon,FD,1,0,0,0,
9,101,17,m~ar~atayoni,مَّرَّتَيْنِ,N,mrr,mar~ap,MD,1,0,0,0,
9,126,10,mar~atayoni,مَرَّتَيْنِ,N,mrr,mar~ap,MD,1,0,0,0,
10,37,14,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
10,78,9,lakumaA,لَكُمَا,PRON,,,2D,1,0,0,0,
10,78,15,lakumaA,لَكُمَا,PRON,,,2D,1,0,0,0,
10,87,6,tabaw~a'aA,تَبَوَّءَا,V,bwA,yatabaw~a>u,2MD,1,1,1,0,
10,87,7,liqawomikumaA,لِقَوْمِكُمَا,P,,,,0,1,0,0,
10,89,4,d~aEowatukumaA,دَّعْوَتُكُمَا,N,dEw,daEowap,,0,1,0,0,
10,89,5,fa{sotaqiymaA,فَٱسْتَقِيمَا,V,qwm,{sotaqa`mu,2MD,1,1,1,0,
10,89,7,tat~abiEaA^n~i,تَتَّبِعَآنِّ,V,tbE,{t~abaEa,2D,1,0,1,1,JUS
11,24,2,{lofariyqayoni,ٱلْفَرِيقَيْنِ,N,frq,fariyq,MD,1,0,0,0,
11,24,8,yasotawiyaAni,يَسْتَوِيَانِ,V,swy,{sotawaY`^,3MD,1,1,1,1,
11,40,12,zawojayoni,زَوْجَيْنِ,N,zwj,zawoj,MD,1,0,0,0,
11,40,13,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
11,43,19,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
11,114,3,TarafaYi,طَرَفَىِ,N,Trf,Taraf,MD,1,0,0,0,
12,6,17,>abawayoka,أَبَوَيْكَ,N,Abw,>abawaAn,MD,1,0,0,0,
12,25,1,wa{sotabaqaA,وَٱسْتَبَقَا,V,sbq,{sotabaqa,3MD,1,1,1,0,
12,25,7,wa>alofayaA,وَأَلْفَيَا,V,lfw,>alofa,3MD,1,1,1,0,
12,36,4,fatayaAni,فَتَيَانِ,N,fty,fatayaAn,MD,1,0,0,0,
12,36,6,>aHaduhumaA^,أَحَدُهُمَآ,N,AHd,>aHad,,0,1,0,0,
12,37,3,ya>otiykumaA,يَأْتِيكُمَا,V,Aty,>ataY,,0,1,1,1,
12,37,5,turozaqaAnihi.^,تُرْزَقَانِهِ.ٓ,V,rzq,razaqa,2MD,1,1,1,1,
12,37,7,nab~a>otukumaA,نَبَّأْتُكُمَا,V,nbA,nab~a>a,,0,1,1,0,
12,37,11,ya>otiyakumaA,يَأْتِيَكُمَا,V,Aty,>ataY,,0,1,1,1,
12,37,12,*a`likumaA,ذَٰلِكُمَا,DEM,,*a`lik,2D,1,0,0,0,
12,41,4,>aHadukumaA,أَحَدُكُمَا,N,AHd,>aHad,,0,1,0,0,
12,41,19,tasotafotiyaAni,تَسْتَفْتِيَانِ,V,fty,yasotafotu,2D,1,1,1,1,
12,42,6,m~inohumaA,مِّنْهُمَا,P,,min,,0,1,0,0,
12,45,4,minohumaA,مِنْهُمَا,P,,min,,0,1,0,0,
12,84,8,EayonaAhu,عَيْنَاهُ,N,Eyn,Eayon,FD,1,0,0,0,
12,99,7,>abawayohi,أَبَوَيْهِ,N,Abw,>abawaAn,MD,1,0,0,0,
12,100,2,>abawayohi,أَبَوَيْهِ,N,Abw,>abawaAn,MD,1,0,0,0,
12,111,16,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
13,3,14,zawojayoni,زَوْجَيْنِ,N,zwj,zawoj,MD,1,0,0,0,
13,3,15,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
13,11,5,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
13,14,14,kaf~ayohi,كَفَّيْهِ,N,kff,kaf~ay,MD,1,0,0,0,
14,33,5,daA^}ibayoni,دَآئِبَيْنِ,N,dAb,daA^}ibayon,MD,1,0,0,0,
14,41,4,waliwa`lidaY~a,وَلِوَٰلِدَىَّ,N,wld,wa`liday,MD,1,0,0,0,
15,79,3,wa<in~ahumaA,وَإِنَّهُمَا,CONJ,,,,0,1,0,0,
15,85,6,bayonahumaA^,بَيْنَهُمَآ,LOC,byn,bayon,,0,1,0,0,
15,88,3,Eayonayoka,عَيْنَيْكَ,N,Eyn,Eayon,FD,1,0,0,0,
16,51,5,<ila`hayoni,إِلَٰهَيْنِ,N,Alh,<ila`h,MD,1,0,0,0,
16,51,6,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
16,71,11,biraA^d~iY,بِرَآدِّى,N,rdd,raA^d~iY,MD,1,0,0,0,
16,76,4,r~ajulayoni,رَّجُلَيْنِ,N,rjl,rajul,MD,1,0,0,0,
16,76,5,>aHaduhumaA^,أَحَدُهُمَآ,N,AHd,>aHad,,0,1,0,0,
17,4,10,mar~atayoni,مَرَّتَيْنِ,N,mrr,mar~ap,MD,1,0,0,0,
17,5,4,>uwlaY`humaA,أُولَىٰهُمَا,N,Awl,>aw~al,,0,1,0,0,
17,12,4,'aAyatayoni,ءَايَتَيْنِ,N,Ayy,'aAyap,FD,1,0,0,0,
17,23,7,wabi{lowa`lidayoni,وَبِٱلْوَٰلِدَيْنِ,N,wld,waAlid,MD,1,0,0,0,
17,23,13,>aHaduhumaA^,أَحَدُهُمَآ,N,AHd,>aHad,,0,1,0,0,
17,23,15,kilaAhumaA,كِلَاهُمَا,N,klw,kilaA,MD,1,1,0,0,
17,23,18,l~ahumaA^,لَّهُمَآ,PRON,,,3D,1,0,0,0,
17,23,21,tanoharohumaA,تَنْهَرْهُمَا,V,nhr,tanoharo,,0,1,1,1,
17,23,23,l~ahumaA,لَّهُمَا,PRON,,,3D,1,0,0,0,
17,24,2,lahumaA,لَهُمَا,PRON,,,3D,1,0,0,0,
17,24,9,{roHamohumaA,ٱرْحَمْهُمَا,V,rHm,r~aHima,,0,1,1,0,
17,24,11,rab~ayaAniY,رَبَّيَانِى,V,rbw,rab~aya,3MD,1,1,1,0,
18,12,5,{loHizobayoni,ٱلْحِزْبَيْنِ,N,Hzb,Hizob,MD,1,0,0,0,
18,18,12,*iraAEayohi,ذِرَاعَيْهِ,N,*rE,*iraAE,MD,1,0,0,0,
18,28,13,EayonaAka,عَيْنَاكَ,N,Eyn,Eayon,FD,1,0,0,0,
18,32,4,r~ajulayoni,رَّجُلَيْنِ,N,rjl,rajul,MD,1,0,0,0,
18,32,6,li>aHadihimaA,لِأَحَدِهِمَا,P,,,,0,1,0,0,
18,32,7,jan~atayoni,جَنَّتَيْنِ,N,jnn,jan~ap,FD,1,0,0,0,
18,32,10,waHafafona`humaA,وَحَفَفْنَٰهُمَا,CONJ,,,,0,1,0,0,
18,32,13,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
18,33,1,kilotaA,كِلْتَا,N,klw,kilotaA,FD,1,0,0,0,
18,33,2,{lojan~atayoni,ٱلْجَنَّتَيْنِ,N,jnn,jan~ap,FD,1,0,0,0,
18,33,10,xila`lahumaA,خِلَٰلَهُمَا,N,xll,xila`l,,0,1,0,0,
18,42,5,kaf~ayohi,كَفَّيْهِ,N,kff,kaf~ay,MD,1,0,0,0,
18,57,12,yadaAhu,يَدَاهُ,N,ydy,yad,FD,1,0,0,0,
18,60,10,{lobaHorayoni,ٱلْبَحْرَيْنِ,N,bHr,baHor,MD,1,0,0,0,
18,61,2,balagaA,بَلَغَا,V,blg,balaga,3MD,1,1,1,0,
18,61,4,bayonihimaA,بَيْنِهِمَا,N,byn,bayon,,0,1,0,0,
18,61,5,nasiyaA,نَسِيَا,V,nsy,nasiYa,3MD,1,1,1,0,
18,61,6,HuwtahumaA,حُوتَهُمَا,N,Hwt,Huwt,,0,1,0,0,
18,62,2,jaAwazaA,جَاوَزَا,V,jwz,jaAwaza,3MD,1,1,1,0,
18,64,6,fa{rotad~aA,فَٱرْتَدَّا,V,rdd,{rotad~a,3MD,1,1,1,0,
18,64,8,'aAvaArihimaA,ءَاثَارِهِمَا,N,Avr,>avar,,0,1,0,0,
18,65,1,fawajadaA,فَوَجَدَا,V,wjd,wajada,3MD,1,1,1,0,
18,71,1,fa{nTalaqaA,فَٱنطَلَقَا,V,Tlq,{nTalaqa,3MD,1,1,1,0,
18,71,4,rakibaA,رَكِبَا,V,rkb,rakiba,3MD,1,1,1,0,
18,74,1,fa{nTalaqaA,فَٱنطَلَقَا,V,Tlq,{nTalaqa,3MD,1,1,1,0,
18,74,4,laqiyaA,لَقِيَا,V,lqy,laqu,3MD,1,1,1,0,
18,77,1,fa{nTalaqaA,فَٱنطَلَقَا,V,Tlq,{nTalaqa,3MD,1,1,1,0,
18,77,4,>atayaA^,أَتَيَآ,V,Aty,>ataY,3MD,1,1,1,0,
18,77,7,{sotaToEamaA^,ٱسْتَطْعَمَآ,V,TEm,{sotaToEama,3MD,1,1,1,0,
18,77,11,yuDay~ifuwhumaA,يُضَيِّفُوهُمَا,V,Dyf,yuDay~ifu,,0,1,1,1,
18,77,12,fawajadaA,فَوَجَدَا,V,wjd,wajada,3MD,1,1,1,0,
18,80,4,>abawaAhu,أَبَوَاهُ,N,Abw,>abawaAn,MD,1,0,0,0,
18,80,5,mu&ominayoni,مُؤْمِنَيْنِ,N,Amn,mu&omin,MD,1,0,0,0,
18,80,8,yurohiqahumaA,يُرْهِقَهُمَا,V,rhq,yurohiqa,,0,1,1,1,
18,81,3,yubodilahumaA,يُبْدِلَهُمَا,V,bdl,yubodila,,0,1,1,1,
18,81,4,rab~uhumaA,رَبُّهُمَا,N,rbb,rab~,,0,1,0,0,
18,82,4,ligula`mayoni,لِغُلَٰمَيْنِ,N,glm,gula`m,MD,1,0,0,0,
18,82,5,yatiymayoni,يَتِيمَيْنِ,ADJ,ytm,yatiym,MD,1,0,0,0,
18,82,11,l~ahumaA,لَّهُمَا,PRON,,,3D,1,0,0,0,
18,82,13,>abuwhumaA,أَبُوهُمَا,N,Abw,>abN,,0,1,0,0,
18,82,18,yabolugaA^,يَبْلُغَآ,V,blg,balaga,3MD,1,1,1,1,SUBJ
18,82,19,>a$ud~ahumaA,أَشُدَّهُمَا,N,$dd,>a$ud~,,0,1,0,0,
18,82,20,wayasotaxorijaA,وَيَسْتَخْرِجَا,V,xrj,{sotaxoraja,3MD,1,1,1,1,SUBJ
18,82,21,kanzahumaA,كَنزَهُمَا,N,knz,kanz,,0,1,0,0,
18,83,4,{loqaronayoni,ٱلْقَرْنَيْنِ,N,qrn,qaron,MD,1,0,0,0,
18,86,16,{loqaronayoni,ٱلْقَرْنَيْنِ,N,qrn,qaron,MD,1,0,0,0,
18,93,5,{ls~ad~ayoni,ٱلسَّدَّيْنِ,N,sdd,sad~,MD,1,0,0,0,
18,93,8,duwnihimaA,دُونِهِمَا,N,dwn,duwn,,0,1,0,0,
18,94,3,{loqaronayoni,ٱلْقَرْنَيْنِ,N,qrn,qaron,MD,1,0,0,0,
18,96,8,{lS~adafayoni,ٱلصَّدَفَيْنِ,N,Sdf,S~adafayon,MD,1,0,0,0,
19,14,2,biwa`lidayohi,بِوَٰلِدَيْهِ,N,wld,wa`liday,MD,1,0,0,0,
19,65,5,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
19,73,12,{lofariyqayoni,ٱلْفَرِيقَيْنِ,N,frq,fariyq,MD,1,0,0,0,
20,6,9,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
20,12,5,naEolayoka,نَعْلَيْكَ,N,nEl,naEolay,MD,1,0,0,0,
20,42,6,taniyaA,تَنِيَا,V,wny,taniya,2D,1,1,1,1,JUS
20,43,1,{*ohabaA^,ٱذْهَبَآ,V,*hb,*ahaba,2MD,1,1,1,0,
20,44,1,faquwlaA,فَقُولَا,V,qwl,qaAla,2D,1,1,1,0,
20,45,1,qaAlaA,قَالَا,V,qwl,qaAla,3MD,1,1,1,0,
20,46,3,taxaAfaA^,تَخَافَآ,V,xwf,xaAfa,2D,1,1,1,1,JUS
20,46,5,maEakumaA^,مَعَكُمَآ,LOC,,maE,,0,1,0,0,
20,47,1,fa>otiyaAhu,فَأْتِيَاهُ,V,Aty,>ataY,2MD,1,1,1,0,
20,47,2,faquwlaA^,فَقُولَآ,V,qwl,qaAla,2D,1,1,1,0,
20,47,4,rasuwlaA,رَسُولَا,N,rsl,rasuwl,MD,1,0,0,0,
20,49,3,r~ab~ukumaA,رَّبُّكُمَا,N,rbb,rab~,,0,1,0,0,
20,63,3,ha`*a`ni,هَٰذَٰنِ,DEM,,ha`*a`n,MD,1,0,0,0,
20,63,4,lasa`Hira`ni,لَسَٰحِرَٰنِ,N,sHr,sa`Hir,MD,1,0,0,0,
20,63,5,yuriydaAni,يُرِيدَانِ,V,rwd,>araAda,3MD,1,1,1,1,
20,63,7,yuxorijaAkum,يُخْرِجَاكُم,V,xrj,>axoraja,3MD,1,1,1,1,SUBJ
20,63,10,bisiHorihimaA,بِسِحْرِهِمَا,P,,,,0,1,0,0,
20,63,11,waya*ohabaA,وَيَذْهَبَا,V,*hb,*ahaba,3MD,1,1,1,1,SUBJ
20,117,9,yuxorijan~akumaA,يُخْرِجَنَّكُمَا,V,xrj,>axoraja,,0,1,1,1,
20,121,1,fa>akalaA,فَأَكَلَا,V,Akl,>akala,3MD,1,1,1,0,
20,121,4,lahumaA,لَهُمَا,PRON,,,3D,1,0,0,0,
20,121,5,sawo'a`tuhumaA,سَوْءَٰتُهُمَا,N,swA,sawo'a`t,,0,1,0,0,
20,121,6,waTafiqaA,وَطَفِقَا,V,Tfq,Tafiqa,3MD,1,1,1,0,
20,121,7,yaxoSifaAni,يَخْصِفَانِ,V,xSf,yaxoSifa,3MD,1,1,1,1,
20,121,8,EalayohimaA,عَلَيْهِمَا,P,,EalaY`,,0,1,0,0,
20,123,2,{hobiTaA,ٱهْبِطَا,V,hbT,yahobiTu,2MD,1,1,1,0,
20,131,3,Eayonayoka,عَيْنَيْكَ,N,Eyn,Eayon,FD,1,0,0,0,
21,16,6,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
21,22,3,fiyhimaA^,فِيهِمَآ,P,,fiY,,0,1,0,0,
21,22,7,lafasadataA,لَفَسَدَتَا,V,fsd,fasadati,3FD,1,1,1,0,
21,30,8,kaAnataA,كَانَتَا,V,kwn,kaAna,3FD,1,1,1,0,
21,30,10,fafataqona`humaA,فَفَتَقْنَٰهُمَا,REM,,,,0,1,0,0,
21,78,4,yaHokumaAni,يَحْكُمَانِ,V,Hkm,Hakama,3MD,1,1,1,1,
22,10,4,yadaAka,يَدَاكَ,N,ydy,yad,FD,1,0,0,0,
22,19,1,ha`*aAni,هَٰذَانِ,DEM,,ha`*a`n,MD,1,0,0,0,
22,19,2,xaSomaAni,خَصْمَانِ,N,xSm,xaSom,MD,1,0,0,0,
23,27,17,zawojayoni,زَوْجَيْنِ,N,zwj,zawoj,MD,1,0,0,0,
23,27,18,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
23,47,3,liba$arayoni,لِبَشَرَيْنِ,N,b$r,ba$ar,MD,1,0,0,0,
23,47,5,waqawomuhumaA,وَقَوْمُهُمَا,CIRC,,,,0,1,0,0,
23,48,1,faka*~abuwhumaA,فَكَذَّبُوهُمَا,REM,,,,0,1,0,0,
23,50,6,wa'aAwayona`humaA^,وَءَاوَيْنَٰهُمَآ,CONJ,,,,0,1,0,0,
24,2,6,m~inohumaA,مِّنْهُمَا,P,,min,,0,1,0,0,
24,2,11,bihimaA,بِهِمَا,PRON,,,3D,1,0,0,0,
24,2,23,Ea*aAbahumaA,عَذَابَهُمَا,N,E*b,Ea*aAb,,0,1,0,0,
24,45,16,rijolayoni,رِجْلَيْنِ,N,rjl,rijol,MD,1,0,0,0,
25,27,5,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
25,36,2,{*ohabaA^,ٱذْهَبَآ,V,*hb,*ahaba,2MD,1,1,1,0,
25,48,7,yadaYo,يَدَىْ,N,ydy,yad,FD,1,0,0,0,
25,53,4,{lobaHorayoni,ٱلْبَحْرَيْنِ,N,bHr,baHor,MD,1,0,0,0,
25,53,12,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
25,59,6,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
26,15,3,fa{*ohabaA,فَٱذْهَبَا,V,*hb,*ahaba,2MD,1,1,1,0,
26,16,1,fa>otiyaA,فَأْتِيَا,V,Aty,>ataY,2MD,1,1,1,0,
26,16,3,faquwlaA^,فَقُولَآ,V,qwl,qaAla,2D,1,1,1,0,
26,24,6,bayonahumaA^,بَيْنَهُمَآ,LOC,byn,bayon,,0,1,0,0,
26,28,6,bayonahumaA^,بَيْنَهُمَآ,LOC,byn,bayon,,0,1,0,0,
26,61,3,{lojamoEaAni,ٱلْجَمْعَانِ,N,jmE,jamoE,MD,1,0,0,0,
27,15,6,waqaAlaA,وَقَالَا,V,qwl,qaAla,3MD,1,1,1,0,
27,19,15,wa`lidaY~a,وَٰلِدَىَّ,N,wld,wa`liday,MD,1,0,0,0,
27,44,11,saAqayohaA,سَاقَيْهَا,N,swq,saAq,MD,1,0,0,0,
27,45,12,fariyqaAni,فَرِيقَانِ,N,frq,fariyq,MD,1,0,0,0,
27,61,13,{lobaHorayoni,ٱلْبَحْرَيْنِ,N,bHr,baHor,MD,1,0,0,0,
27,63,12,yadaYo,يَدَىْ,N,ydy,yad,FD,1,0,0,0,
28,6,8,wajunuwdahumaA,وَجُنُودَهُمَا,CONJ,,,,0,1,0,0,
28,8,11,wajunuwdahumaA,وَجُنُودَهُمَا,CONJ,,,,0,1,0,0,
28,15,10,rajulayoni,رَجُلَيْنِ,N,rjl,rajul,MD,1,0,0,0,
28,15,11,yaqotatilaAni,يَقْتَتِلَانِ,V,qtl,{qotatala,3MD,1,1,1,1,
28,19,9,l~ahumaA,لَّهُمَا,PRON,,,3D,1,0,0,0,
28,23,14,{mora>atayoni,ٱمْرَأَتَيْنِ,N,mrA,{mora>at,FD,1,0,0,0,
28,23,15,ta*uwdaAni,تَذُودَانِ,V,*wd,ta*uwda,2D,1,1,1,1,
28,23,18,xaTobukumaA,خَطْبُكُمَا,N,xTb,xaTob,,0,1,0,0,
28,23,19,qaAlataA,قَالَتَا,V,qwl,qaAla,3FD,1,1,1,0,
28,24,2,lahumaA,لَهُمَا,PRON,,,3D,1,0,0,0,
28,25,2,<iHodaY`humaA,إِحْدَىٰهُمَا,N,AHd,<iHodaY,,0,1,0,0,
28,26,2,<iHodaY`humaA,إِحْدَىٰهُمَا,N,AHd,<iHodaY,,0,1,0,0,
28,27,7,{bonataY~a,ٱبْنَتَىَّ,N,bny,{bonat,FD,1,0,0,0,
28,27,8,ha`tayoni,هَٰتَيْنِ,DEM,,ha`tayon,FD,1,0,0,0,
28,28,6,{lo>ajalayoni,ٱلْأَجَلَيْنِ,N,Ajl,>ajal,MD,1,0,0,0,
28,32,15,fa*a`nika,فَذَٰنِكَ,DEM,,*a`nik,MD,1,0,0,0,
28,32,16,buroha`naAni,بُرْهَٰنَانِ,N,brhn,buroha`n,MD,1,0,0,0,
28,35,6,lakumaA,لَكُمَا,PRON,,,2D,1,0,0,0,
28,35,10,<ilayokumaA,إِلَيْكُمَا,P,,<ilaY`,,0,1,0,0,
28,35,12,>antumaA,أَنتُمَا,PRON,,,2D,1,0,0,0,
28,35,14,{t~abaEakumaA,ٱتَّبَعَكُمَا,V,tbE,{t~abaEa,,0,1,1,0,
28,48,21,siHoraAni,سِحْرَانِ,N,sHr,siHor,MD,1,0,0,0,
28,48,22,taZa`haraA,تَظَٰهَرَا,V,Zhr,>aZohara,3MD,1,1,1,0,
28,49,9,minohumaA^,مِنْهُمَآ,P,,min,,0,1,0,0,
28,54,4,m~ar~atayoni,مَّرَّتَيْنِ,N,mrr,mar~ap,MD,1,0,0,0,
29,8,3,biwa`lidayohi,بِوَٰلِدَيْهِ,N,wld,wa`liday,MD,1,0,0,0,
29,8,6,ja`hadaAka,جَٰهَدَاكَ,V,jhd,ja`hada,3MD,1,1,1,0,
29,8,15,tuTiEohumaA^,تُطِعْهُمَآ,V,TwE,>aTaAEa,,0,1,1,1,
30,8,11,bayonahumaA^,بَيْنَهُمَآ,LOC,byn,bayon,,0,1,0,0,
31,7,12,>u*unayohi,أُذُنَيْهِ,N,A*n,>u*unN,FD,1,0,0,0,
31,14,3,biwa`lidayohi,بِوَٰلِدَيْهِ,N,wld,wa`liday,MD,1,0,0,0,
31,14,11,EaAmayoni,عَامَيْنِ,N,Ewm,EaAm,MD,1,0,0,0,
