surah,verse,word,seg,form,lemma,root,pgn,addressee,rule
22,78,37,2,{EotaSimu,{EotaSamu,ESm,2MP,believers-or-group,2MP-default
23,23,8,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
23,25,7,2,tarab~aSu,tarab~aSo,rbS,2MP,believers-or-group,2MP-default
23,26,3,1,{nSuro,naSara,nSr,2MS,prophet:Muhammad,2MS-default
23,27,4,1,{SonaEi,SanaEu,SnE,2MS,prophet:Muhammad,2MS-default
23,27,13,2,{soluko,salaka,slk,2MS,prophet:Muhammad,2MS-default
23,28,8,2,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
23,29,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
23,29,3,1,>anzilo,>anzala,nzl,2MS,prophet:Muhammad,2MS-default
23,32,6,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
23,39,3,1,{nSuro,naSara,nSr,2MS,prophet:Muhammad,2MS-default
23,51,3,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
23,51,6,2,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
23,52,8,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
23,54,1,2,*aro,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
23,84,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
23,85,3,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
23,86,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
23,87,3,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
23,88,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
23,89,3,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
23,93,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
23,96,1,1,{dofaEo,dafaEo,dfE,2MS,prophet:Muhammad,2MS-default
23,97,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
23,99,8,1,{rojiEu,rajaEa,rjE,2MP,believers-or-group,2MP-default
23,107,2,1,>axorijo,>axoraja,xrj,2MS,prophet:Muhammad,2MS-default
23,108,2,1,{xosa_#u,{xosa_#u,xsA,2MP,believers-or-group,2MP-default
23,109,9,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
23,109,11,2,{roHamo,r~aHima,rHm,2MS,prophet:Muhammad,2MS-default
23,113,7,2,so_#ali,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
23,118,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
23,118,3,1,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
23,118,4,2,{roHamo,r~aHima,rHm,2MS,prophet:Muhammad,2MS-default
24,2,3,2,{jolidu,{jolidu,jld,2MP,believers-or-group,2MP-default
24,4,9,2,{jolidu,{jolidu,jld,2MP,believers-or-group,2MP-default
24,28,14,1,{rojiEu,rajaEa,rjE,2MP,believers-or-group,2MP-default
24,28,15,2,{rojiEu,rajaEa,rjE,2MP,believers-or-group,2MP-default
24,30,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
24,31,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
24,31,71,2,tuwbu,taAba,twb,2MP,believers-or-group,2MP-default
24,32,1,2,>ankiHu,tunkiHu,nkH,2MP,believers-or-group,2MP-default
24,33,17,2,kaAtibu,kaAtibu,ktb,2MP,believers-or-group,2MP-default
24,33,22,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
24,53,8,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
24,54,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
24,54,2,1,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
24,54,4,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
24,56,1,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
24,56,3,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
24,56,5,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
24,61,61,2,sal~imu,sal~ama,slm,2MP,believers-or-group,2MP-default
24,62,29,2,>o*an,>a*ina,A*n,2MS,prophet:Muhammad,2MS-default
24,62,33,2,{sotagofiro,{sotagofara,gfr,2MS,prophet:Muhammad,2MS-default
25,6,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
25,9,1,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
25,14,6,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
25,15,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
25,36,2,1,{*ohaba,*ahaba,*hb,2MD,dual-addressee,2MD
25,52,4,2,ja`hido,ja`hada,jhd,2MS,prophet:Muhammad,2MS-default
25,57,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
25,58,1,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
25,58,7,2,sab~iHo,sab~aHa,sbH,2MS,prophet:Muhammad,2MS-default
25,59,15,2,so_#alo,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
25,60,4,1,{sojudu,sajada,sjd,2MP,believers-or-group,2MP-default
25,65,4,1,{Sorifo,Sarafa,Srf,2MS,prophet:Muhammad,2MS-default
25,74,4,1,habo,wahaba,whb,2MS,prophet:Muhammad,2MS-default
25,74,11,2,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
25,77,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
26,10,6,1,{}oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
26,13,6,2,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
26,15,3,2,{*ohaba,*ahaba,*hb,2MD,dual-addressee,2MD
26,16,1,2,>otiya,>ataY,Aty,2MD,dual-addressee,2MD
26,16,3,2,quwla,qaAla,qwl,,unknown,unknown
26,17,2,1,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
26,31,2,2,>oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
26,36,2,1,>aroji,turojiY,rjw,2MS,prophet:Muhammad,2MS-default
26,36,4,2,{boEavo,baEava,bEv,2MS,prophet:Muhammad,2MS-default
26,43,4,1,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
26,52,5,1,>asori,>asoraY`,sry,2MS,prophet:Muhammad,2MS-default
26,63,5,1,{Dorib,Daraba,Drb,2MS,prophet:Muhammad,2MS-default
26,69,1,2,{tolu,talaY`,tlw,2MS,prophet:Muhammad,2MS-default
26,83,2,1,habo,wahaba,whb,2MS,prophet:Muhammad,2MS-default
26,83,5,2,>aloHiqo,>aloHaqo,lHq,2MS,prophet:Muhammad,2MS-default
26,84,1,2,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
26,85,1,2,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
26,86,1,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
26,108,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,108,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,110,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,110,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,118,1,2,{fotaHo,fataHa,ftH,2MS,prophet:Muhammad,2MS-default
26,118,5,2,naj~i,naj~aY`,njw,2MS,prophet:Muhammad,2MS-default
26,126,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,126,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,131,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,131,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,132,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,144,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,144,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,150,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,150,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,154,6,2,>oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
26,163,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,163,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,169,2,1,naj~i,naj~aY`,njw,2MS,prophet:Muhammad,2MS-default
26,179,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,179,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
26,181,1,1,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
26,182,1,2,zinu,w~azanu,wzn,2MP,believers-or-group,2MP-default
26,184,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
26,187,1,2,>asoqiTo,tusoqiTa,sqT,2MS,prophet:Muhammad,2MS-default
26,214,1,2,>an*iro,>an*ara,n*r,2MS,prophet:Muhammad,2MS-default
26,215,1,2,{xofiDo,{xofiDo,xfD,2MS,prophet:Muhammad,2MS-default
26,216,3,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
26,217,1,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
27,10,1,2,>aloqi,>aloqaY`^,lqy,2MS,prophet:Muhammad,2MS-default
27,12,1,2,>adoxilo,>udoxila,dxl,2MS,prophet:Muhammad,2MS-default
27,14,7,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
27,18,11,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
27,19,7,1,>awoziEo,>awoziEo,wzE,2MS,prophet:Muhammad,2MS-default
27,19,20,2,>adoxilo,>udoxila,dxl,2MS,prophet:Muhammad,2MS-default
27,28,1,1,{*ohab,*ahaba,*hb,2MS,prophet:Muhammad,2MS-default
27,28,4,2,>aloqi,>aloqaY`^,lqy,2MS,prophet:Muhammad,2MS-default
27,28,7,1,tawal~a,tawal~aY`,wly,2MS,prophet:Muhammad,2MS-default
27,28,9,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
27,31,4,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
27,32,4,1,>afotu,yufotiy,fty,2MP,believers-or-group,2MP-default
27,33,10,2,{nZuri,n~aZara,nZr,2FS,female-individual,2FS
27,37,1,1,{rojiEo,rajaEa,rjE,2MS,prophet:Muhammad,2MS-default
27,41,2,1,nak~iru,nak~iru,nkr,2MP,believers-or-group,2MP-default
27,44,3,1,{doxuli,daxala,dxl,2FS,female-individual,2FS
27,45,8,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
27,49,2,1,taqaAsamu,taqaAsamu,qsm,2MP,believers-or-group,2MP-default
27,51,1,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
27,56,8,1,>axoriju,>axoraja,xrj,2MP,believers-or-group,2MP-default
27,59,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
27,64,14,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
27,64,15,1,haAtu,haAtu,hAt,2MP,believers-or-group,2MP-default
27,65,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
27,69,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
27,69,2,1,siyru,saAra,syr,2MP,believers-or-group,2MP-default
27,69,5,2,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
27,72,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
27,79,1,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
27,92,11,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
27,93,1,2,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
28,7,6,1,>aroDiEi,>aroDaEato,rDE,2FS,female-individual,2FS
28,7,10,2,>aloqi,>aloqaY`^,lqy,2FS,female-individual,2FS
28,11,3,1,quS~i,qaS~a,qSS,2FS,female-individual,2FS
28,16,6,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
28,20,14,2,{xorujo,xaraja,xrj,2MS,prophet:Muhammad,2MS-default
28,21,7,1,naj~i,naj~aY`,njw,2MS,prophet:Muhammad,2MS-default
28,26,4,1,{sota_#ojiro,{sota_#ojaro,Ajr,2MS,prophet:Muhammad,2MS-default
28,29,14,1,{mokuvu,makava,mkv,2MP,believers-or-group,2MP-default
28,31,2,1,>aloqi,>aloqaY`^,lqy,2MS,prophet:Muhammad,2MS-default
28,31,14,1,>aqobilo,>aqobala,qbl,2MS,prophet:Muhammad,2MS-default
28,32,1,1,{soluko,salaka,slk,2MS,prophet:Muhammad,2MS-default
28,32,10,2,{Domumo,{Domumo,Dmm,2MS,prophet:Muhammad,2MS-default
28,34,7,2,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
28,38,11,2,>awoqido,>awoqadu,wqd,2MS,prophet:Muhammad,2MS-default
28,38,16,2,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
28,40,6,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
28,49,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
28,49,2,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
28,50,5,2,{Eolamo,Ealima,Elm,2MS,prophet:Muhammad,2MS-default
28,64,2,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
28,71,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
28,72,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
28,75,7,1,haAtu,haAtu,hAt,2MP,believers-or-group,2MP-default
28,77,1,2,{botagi,{botagaY`,bgy,2MS,prophet:Muhammad,2MS-default
28,77,12,2,>aHosin,>aHosana,Hsn,2MS,prophet:Muhammad,2MS-default
28,85,9,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
28,87,10,2,{doEu,daEaA,dEw,2MS,prophet:Muhammad,2MS-default
29,12,6,1,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
29,16,5,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
29,16,7,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
29,17,19,2,{botagu,{botagaY`,bgy,2MP,believers-or-group,2MP-default
29,17,23,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
29,17,24,2,{$okuru,$akara,$kr,2MP,believers-or-group,2MP-default
29,20,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
29,20,2,1,siyru,saAra,syr,2MP,believers-or-group,2MP-default
29,20,5,2,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
29,24,8,1,{qotulu,qatala,qtl,2MP,believers-or-group,2MP-default
29,24,10,1,Har~iqu,Har~iqu,Hrq,2MP,believers-or-group,2MP-default
29,29,17,1,{}oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
29,30,3,1,{nSuro,naSara,nSr,2MS,prophet:Muhammad,2MS-default
29,36,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
29,36,9,2,{roju,yarojuwA@,rjw,2MP,believers-or-group,2MP-default
29,45,1,1,{tolu,talaY`,tlw,2MS,prophet:Muhammad,2MS-default
29,45,7,2,>aqimi,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
29,46,13,2,quwlu,qaAla,qwl,2MP,believers-or-group,2MP-default
29,50,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
29,52,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
29,55,10,1,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
29,56,8,2,{Eobudu,Eabada,Ebd,2MP,believers,voc
29,63,16,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
30,30,1,2,>aqimo,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
30,31,3,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
30,31,4,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
30,34,4,2,tamat~aEu,tamat~aEa,mtE,2MP,believers-or-group,2MP-default
30,38,1,2,_#aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
30,42,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
30,42,2,1,siyru,saAra,syr,2MP,believers-or-group,2MP-default
30,42,5,2,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
30,43,1,2,>aqimo,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
30,50,1,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
30,60,1,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
31,7,14,2,ba$~iro,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
31,11,4,2,>aru,>arayo,rAy,2MP,believers-or-group,2MP-default
31,12,6,1,{$okuro,$akara,$kr,2MS,prophet:Muhammad,2MS-default
31,14,13,1,{$okuro,$akara,$kr,2MS,prophet:Muhammad,2MS-default
31,15,14,2,SaAHibo,tuSa`Hibo,SHb,2MS,prophet:Muhammad,2MS-default
31,15,18,2,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
31,17,2,1,>aqimi,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
31,17,4,2,>omuro,>amara,Amr,2MS,prophet:Muhammad,2MS-default
31,17,6,2,{noha,nahaY`,nhy,2MS,prophet:Muhammad,2MS-default
31,17,9,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
31,19,1,2,{qoSido,{qoSido,qSd,2MS,prophet:Muhammad,2MS-default
31,19,4,2,{goDuDo,yaguD~u,gDD,2MS,prophet:Muhammad,2MS-default
31,21,4,1,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
31,25,9,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
31,33,3,1,{t~aqu,{t~aqaY`,wqy,2MP,humanity,voc
31,33,5,2,{xo$a,xa$iYa,x$y,2MP,humanity,voc
32,11,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
32,12,12,2,{rojiEo,rajaEa,rjE,2MS,prophet:Muhammad,2MS-default
32,14,1,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
32,14,9,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
32,20,15,1,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
32,29,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
32,30,1,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
32,30,3,2,{ntaZiro,yantaZiru,nZr,2MS,prophet:Muhammad,2MS-default
33,1,3,1,{t~aqi,{t~aqaY`,wqy,2MS,prophet:Muhammad,2MS-default
33,2,1,2,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
33,3,1,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
33,5,1,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
33,9,4,1,{*okuru,*akara,*kr,2MP,believers,voc
33,13,10,2,{rojiEu,rajaEa,rjE,2MP,believers-or-group,2MP-default
33,16,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
33,17,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
33,18,8,2,lum~a,lum~a,lmm,2MP,believers-or-group,2MP-default
33,28,3,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
33,28,11,2,taEaAlayo,taEaAla,Elw,2FP,women,2FP
33,32,17,2,qulo,qaAla,qwl,2FP,women,2FP
33,33,1,2,qaro,taqar~a,qrr,2FP,women,2FP
33,33,9,2,>aqimo,>aqaAma,qwm,2FP,women,2FP
33,33,11,2,'aAtiy,A^taY,Aty,2FP,women,2FP
33,33,13,2,>aTiEo,>aTaAEa,TwE,2FP,women,2FP
33,34,1,2,{*okuro,*akara,*kr,2FP,women,2FP
33,37,9,1,>amosiko,>amosaka,msk,2MS,prophet:Muhammad,2MS-default
33,37,12,2,{t~aqi,{t~aqaY`,wqy,2MS,prophet:Muhammad,2MS-default
33,41,4,1,{*okuru,*akara,*kr,2MP,believers,voc
33,42,1,2,sab~iHu,sab~aHa,sbH,2MP,believers-or-group,2MP-default
33,47,1,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
33,48,5,2,daEo,daEo,wdE,2MS,prophet:Muhammad,2MS-default
33,48,7,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
33,49,19,2,mat~iEu,m~at~aEo,mtE,2MP,believers,voc
33,49,20,2,sar~iHu,sar~iHu,srH,2MP,believers,voc
33,53,20,2,{doxulu,daxala,dxl,2MP,believers,voc
33,53,23,2,{nta$iru,tanta$iru,n$r,2MP,believers,voc
33,53,42,2,so_#alu,sa>ala,sAl,2MP,believers,voc
33,55,22,2,{t~aqiy,{t~aqaY`,wqy,2FP,women,2FP
33,56,10,1,Sal~u,Sal~aY`,Slw,2MP,believers,voc
33,56,12,2,sal~imu,sal~ama,slm,2MP,believers,voc
33,59,3,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
33,63,5,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
33,68,2,1,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
33,68,6,2,{loEano,laEana,lEn,2MS,prophet:Muhammad,2MS-default
33,70,4,1,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
33,70,6,2,quwlu,qaAla,qwl,2MP,believers,voc
34,3,7,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,10,7,1,>aw~ibi,>aw~ibi,Awb,2FS,female-individual,2FS
34,11,2,1,{Eomalo,Eamila,Eml,2MS,prophet:Muhammad,2MS-default
34,11,4,2,qad~iro,qad~ara,qdr,2MS,prophet:Muhammad,2MS-default
34,11,7,2,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
34,13,12,1,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
34,15,11,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
34,15,15,2,{$okuru,$akara,$kr,2MP,believers-or-group,2MP-default
34,18,13,1,siyru,saAra,syr,2MP,believers-or-group,2MP-default
34,19,3,1,ba`Eido,ba`Eido,bEd,2MS,prophet:Muhammad,2MS-default
34,22,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
34,22,2,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
34,24,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,24,7,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
34,25,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
34,26,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,27,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,27,2,1,>aru,>arayo,rAy,2MP,believers-or-group,2MP-default
34,30,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
34,36,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,39,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,42,12,1,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
34,46,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,47,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,48,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,49,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
34,50,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
35,3,3,1,{*okuru,*akara,*kr,2MP,humanity,voc
35,6,5,2,{t~axi*u,{t~axa*a,Ax*,2MP,believers-or-group,2MP-default
35,37,5,1,>axorijo,>axoraja,xrj,2MS,prophet:Muhammad,2MS-default
35,37,21,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
35,40,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
35,40,9,1,>aru,>arayo,rAy,2MP,believers-or-group,2MP-default
36,11,9,2,ba$~iro,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
36,13,1,2,{Doribo,Daraba,Drb,2MS,prophet:Muhammad,2MS-default
36,20,9,1,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
36,21,1,1,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
36,25,4,2,{somaEu,samiEa,smE,2MP,believers-or-group,2MP-default
36,26,2,1,{doxuli,daxala,dxl,2MS,prophet:Muhammad,2MS-default
36,45,4,1,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
36,47,4,1,>anfiqu,>anfaqa,nfq,2MP,believers-or-group,2MP-default
36,59,1,2,{mota`zu,{mota`zu,myz,2MP,believers-or-group,2MP-default
36,61,2,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
36,64,1,1,{Sola,yaSolaY,Sly,2MP,believers-or-group,2MP-default
36,79,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
36,82,9,1,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
37,11,1,2,{sotafoti,yasotafotu,fty,2MS,prophet:Muhammad,2MS-default
37,18,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
37,22,1,1,{Ho$uru,Ha$ara,H$r,2MP,believers-or-group,2MP-default
37,23,4,2,{hodu,hadaY,hdy,2MP,believers-or-group,2MP-default
37,24,1,2,qifu,wuqifu,wqf,2MP,believers-or-group,2MP-default
37,73,1,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
37,97,2,1,{bonu,banaY`,bny,2MP,believers-or-group,2MP-default
37,97,5,2,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
37,100,2,1,habo,wahaba,whb,2MS,prophet:Muhammad,2MS-default
37,102,13,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
37,102,18,1,{foEalo,faEala,fEl,2MS,prophet:Muhammad,2MS-default
37,149,1,2,{sotafoti,yasotafotu,fty,2MS,prophet:Muhammad,2MS-default
37,157,1,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
37,174,1,2,tawal~a,tawal~aY`,wly,2MS,prophet:Muhammad,2MS-default
37,175,1,2,>aboSiro,>aboSara,bSr,2MS,prophet:Muhammad,2MS-default
37,178,1,2,tawal~a,tawal~aY`,wly,2MS,prophet:Muhammad,2MS-default
37,179,1,2,>aboSiro,>aboSara,bSr,2MS,prophet:Muhammad,2MS-default
38,6,5,1,{mo$u,m~a$a,m$y,2MP,believers-or-group,2MP-default
38,6,6,2,{Sobiru,Sabara,Sbr,2MP,believers-or-group,2MP-default
38,16,3,1,Eaj~il,Eaj~ala,Ejl,2MS,prophet:Muhammad,2MS-default
38,17,1,1,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
38,17,5,2,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
38,22,15,2,{Hokum,Hakama,Hkm,2MS,prophet:Muhammad,2MS-default
