surah,verse,word,seg,form,lemma,root,pgn,addressee,rule
6,14,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,14,13,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,15,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,19,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,19,6,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
6,19,26,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,19,29,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,24,1,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
6,30,15,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
6,37,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,40,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,46,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,46,17,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
6,47,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,50,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,50,22,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,51,1,2,>an*iro,>an*ara,n*r,2MS,prophet:Muhammad,2MS-default
6,54,6,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,56,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,56,11,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,57,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,58,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,63,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,64,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
6,65,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,65,22,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
6,66,6,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,68,7,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
6,70,1,2,*ari,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
6,70,10,2,*ak~iro,*uk~ira,*kr,2MS,prophet:Muhammad,2MS-default
6,71,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,71,29,1,{}oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
6,71,30,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,72,2,1,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
6,72,4,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
6,73,9,1,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
6,90,6,1,{qotadiho,{qotadiho,qdw,2MS,prophet:Muhammad,2MS-default
6,90,7,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,91,15,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,91,38,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
6,91,41,1,*aro,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
6,93,33,1,>axoriju,>axoraja,xrj,2MP,believers-or-group,2MP-default
6,99,33,1,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
6,102,11,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
6,106,1,1,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
6,106,11,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
6,109,10,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,112,21,2,*aro,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
6,118,1,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
6,120,1,2,*aru,ya*ara,w*r,2MP,believers-or-group,2MP-default
6,135,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,135,3,1,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
6,137,18,2,*aro,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
6,141,17,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
6,141,22,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
6,142,5,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
6,143,9,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,143,19,1,nab~i_#u,nab~a>a,nbA,2MP,believers-or-group,2MP-default
6,144,7,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,145,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,147,3,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,148,23,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,149,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,150,1,1,qulo,qaAla,qwl,2MS,believers,voc
6,150,2,2,lum~a,lum~a,lmm,2MP,believers,voc
6,151,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,151,2,1,taEaAla,taEaAla,Elw,2MP,believers-or-group,2MP-default
6,152,12,2,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
6,152,23,2,{Eodilu,Eadala,Edl,2MP,believers-or-group,2MP-default
6,152,30,1,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
6,153,5,2,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
6,155,5,2,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
6,155,6,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
6,158,34,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
6,158,35,1,{ntaZiru,yantaZiru,nZr,2MP,believers-or-group,2MP-default
6,161,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,162,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,164,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,3,1,1,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
7,11,8,1,{sojudu,sajada,sjd,2MP,believers-or-group,2MP-default
7,13,2,2,{hobiTo,yahobiTu,hbT,2MS,prophet:Muhammad,2MS-default
7,13,10,2,{xorujo,xaraja,xrj,2MS,prophet:Muhammad,2MS-default
7,14,2,1,>anZiro,yunZaru,nZr,2MS,prophet:Muhammad,2MS-default
7,18,2,1,{xorujo,xaraja,xrj,2MS,prophet:Muhammad,2MS-default
7,19,2,1,{sokuno,sakana,skn,2MS,prophet:Muhammad,2MS-default
7,19,6,2,kula,>akala,Akl,2MD,dual-addressee,2MD
7,24,2,1,{hobiTu,yahobiTu,hbT,2MP,believers-or-group,2MP-default
7,28,11,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,29,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,29,5,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
7,29,10,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
7,31,3,1,xu*u,>axa*a,Ax*,2MP,believers-or-group,2MP-default
7,31,8,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
7,31,9,2,{$orabu,$ariba,$rb,2MP,believers-or-group,2MP-default
7,32,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,32,12,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,33,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,38,2,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
7,38,21,1,{d~aAraku,{d~a`raka,drk,2MP,believers-or-group,2MP-default
7,38,30,2,_#aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
7,39,10,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
7,49,8,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
7,50,7,1,>afiyDu,>afaADa,fyD,2MP,believers-or-group,2MP-default
7,55,1,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
7,56,7,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
7,59,8,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
7,65,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
7,69,11,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
7,69,23,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
7,70,11,2,>oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
7,71,21,2,{ntaZiru,yantaZiru,nZr,2MP,believers-or-group,2MP-default
7,73,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
7,73,24,2,*aru,ya*ara,w*r,2MP,believers-or-group,2MP-default
7,74,1,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
7,74,18,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
7,77,9,1,{}oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
7,82,8,1,>axoriju,>axoraja,xrj,2MP,believers-or-group,2MP-default
7,84,4,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
7,85,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
7,85,19,2,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
7,86,15,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
7,86,20,2,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
7,87,12,2,{Sobiru,Sabara,Sbr,2MP,believers-or-group,2MP-default
7,89,35,1,{fotaHo,fataHa,ftH,2MS,prophet:Muhammad,2MS-default
7,103,12,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
7,105,15,2,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
7,106,6,2,>oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
7,111,2,1,>aroji,turojiY,rjw,2MS,prophet:Muhammad,2MS-default
7,111,4,2,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
7,116,2,1,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
7,117,5,1,>aloqi,>aloqaY`^,lqy,2MS,prophet:Muhammad,2MS-default
7,126,12,1,>aforigo,>aforigo,frg,2MS,prophet:Muhammad,2MS-default
7,126,15,2,tawaf~a,tawaf~aY`,wfy,2MS,prophet:Muhammad,2MS-default
7,128,4,1,{sotaEiynu,{sotaEiynu,Ewn,2MP,believers-or-group,2MP-default
7,128,6,2,{Sobiru,Sabara,Sbr,2MP,believers-or-group,2MP-default
7,134,7,1,{doEu,daEaA,dEw,2MS,prophet:Muhammad,2MS-default
7,138,14,1,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
7,142,16,1,{xolufo,xalafa,xlf,2MS,prophet:Muhammad,2MS-default
7,142,19,2,>aSoliHo,>aSolaHa,SlH,2MS,prophet:Muhammad,2MS-default
7,143,9,1,>ari,>arayo,rAy,2MS,prophet:Muhammad,2MS-default
7,143,16,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
7,144,9,2,xu*o,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
7,144,12,2,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
7,145,12,2,xu*o,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
7,145,14,2,>omuro,>amara,Amr,2MS,prophet:Muhammad,2MS-default
7,151,3,1,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
7,151,6,2,>adoxilo,>udoxila,dxl,2MS,prophet:Muhammad,2MS-default
7,155,36,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
7,155,38,2,{roHamo,r~aHima,rHm,2MS,prophet:Muhammad,2MS-default
7,156,1,2,{kotubo,kataba,ktb,2MS,prophet:Muhammad,2MS-default
7,158,1,1,qulo,qaAla,qwl,2MS,humanity,voc
7,158,20,2,_#aAminu,'aAmana,Amn,2MP,humanity,voc
7,158,29,2,{t~abiEu,{t~abaEa,tbE,2MP,humanity,voc
7,160,13,1,{Dorib,Daraba,Drb,2MS,prophet:Muhammad,2MS-default
7,160,33,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
7,161,4,1,{sokunu,sakana,skn,2MP,believers-or-group,2MP-default
7,161,7,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
7,161,11,2,quwlu,qaAla,qwl,2MP,believers-or-group,2MP-default
7,161,13,2,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
7,163,1,2,so_#alo,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
7,166,9,1,kuwnu,kaAna,kwn,2MP,believers-or-group,2MP-default
7,171,11,1,xu*u,>axa*a,Ax*,2MP,believers-or-group,2MP-default
7,171,15,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
7,175,1,2,{tolu,talaY`,tlw,2MS,prophet:Muhammad,2MS-default
7,176,27,2,{qoSuSi,qaS~a,qSS,2MS,prophet:Muhammad,2MS-default
7,180,4,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
7,180,6,2,*aru,ya*ara,w*r,2MP,believers-or-group,2MP-default
7,187,6,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,187,28,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,188,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
7,194,9,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
7,195,20,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
7,195,21,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
7,195,24,1,kiydu,kiydu,kyd,2MP,believers-or-group,2MP-default
7,199,1,1,xu*i,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
7,199,3,2,>omuro,>amara,Amr,2MS,prophet:Muhammad,2MS-default
7,199,5,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
7,200,6,2,{sotaEi*o,{sotaEi*o,Ew*,2MS,prophet:Muhammad,2MS-default
7,203,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
7,204,4,2,{sotamiEu,{sotamaEa,smE,2MP,believers-or-group,2MP-default
7,204,6,2,>anSitu,>anSitu,nSt,2MP,believers-or-group,2MP-default
7,205,1,2,{*okur,*akara,*kr,2MS,prophet:Muhammad,2MS-default
8,1,4,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
8,1,8,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
8,1,10,2,>aSoliHu,>aSolaHa,SlH,2MP,believers-or-group,2MP-default
8,1,13,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
8,12,8,2,vab~itu,vab~ato,vbt,2MP,believers-or-group,2MP-default
8,12,17,2,{Doribu,Daraba,Drb,2MP,believers-or-group,2MP-default
8,12,20,2,{Doribu,Daraba,Drb,2MP,believers-or-group,2MP-default
8,14,2,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
8,20,4,1,>aTiyEu,>aTaAEa,TwE,2MP,believers,voc
8,24,4,1,{sotajiybu,{sotajaAba,jwb,2MP,believers,voc
8,24,11,2,{Eolamu,Ealima,Elm,2MP,believers,voc
8,25,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
8,25,9,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
8,26,1,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
8,28,1,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
8,32,11,2,>amoTiro,>umoTirato,mTr,2MS,prophet:Muhammad,2MS-default
8,32,17,1,{}oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
8,35,9,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
8,38,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
8,39,1,2,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
8,40,3,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
8,41,1,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
8,45,7,2,{vobutu,{vobutu,vbt,2MP,believers,voc
8,45,8,2,{*okuru,*akara,*kr,2MP,believers,voc
8,46,1,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
8,46,9,2,{Sobiru,Sabara,Sbr,2MP,believers-or-group,2MP-default
8,50,11,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
8,57,5,2,$ar~ido,$ar~ido,$rd,2MS,prophet:Muhammad,2MS-default
8,58,6,2,{n[bi*o,naba*a,nb*,2MS,prophet:Muhammad,2MS-default
8,60,1,2,>aEid~u,>aEad~a,Edd,2MP,believers-or-group,2MP-default
8,61,4,2,{jonaHo,janaHu,jnH,2MS,prophet:Muhammad,2MS-default
8,61,6,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
8,65,3,1,Har~iDi,Har~iDi,HrD,2MS,prophet:Muhammad,2MS-default
8,69,1,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
8,69,6,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
8,70,3,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
9,2,1,2,siyHu,siyHu,syH,2MP,believers-or-group,2MP-default
9,2,6,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
9,3,23,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
9,3,28,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
9,4,14,2,>atim~u,>atam~a,tmm,2MP,believers-or-group,2MP-default
9,5,5,2,{qotulu,qatala,qtl,2MP,believers-or-group,2MP-default
9,5,9,2,xu*u,>axa*a,Ax*,2MP,believers-or-group,2MP-default
9,5,10,2,{HoSuru,HaSirato,HSr,2MP,believers-or-group,2MP-default
9,5,11,2,{qoEudu,qaEada,qEd,2MP,believers-or-group,2MP-default
9,5,21,2,xal~u,xal~u,xlw,2MP,believers-or-group,2MP-default
9,6,6,2,>ajiro,yujiyru,jwr,2MS,prophet:Muhammad,2MS-default
9,6,12,1,>aboligo,>abolagu,blg,2MS,prophet:Muhammad,2MS-default
9,7,18,2,{sotaqiymu,{sotaqa`mu,qwm,2MP,believers-or-group,2MP-default
9,12,10,2,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
9,14,1,1,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
9,24,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
9,24,24,2,tarab~aSu,tarab~aSo,rbS,2MP,believers-or-group,2MP-default
9,29,1,1,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
9,34,26,2,ba$~iro,bu$~ira,b$r,2MS,believers,voc
9,35,16,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
9,36,26,2,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
9,36,32,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
9,38,9,1,{nfiru,nafara,nfr,2MP,believers,voc
9,41,1,1,{nfiru,nafara,nfr,2MP,believers-or-group,2MP-default
9,41,4,2,ja`hidu,ja`hada,jhd,2MP,believers-or-group,2MP-default
9,46,13,1,{qoEudu,qaEada,qEd,2MP,believers-or-group,2MP-default
9,49,4,1,{}o*an,>a*ina,A*n,2MS,prophet:Muhammad,2MS-default
9,51,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
9,52,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
9,52,19,2,tarab~aSu,tarab~aSo,rbS,2MP,believers-or-group,2MP-default
9,53,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
9,53,2,1,>anfiqu,>anfaqa,nfq,2MP,believers-or-group,2MP-default
9,61,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
9,64,11,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
9,64,12,1,{sotahozi'u,{sotuhozi}a,hzA,2MP,believers-or-group,2MP-default
9,65,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
9,73,3,1,ja`hidi,ja`hada,jhd,2MS,prophet:Muhammad,2MS-default
9,73,6,2,{goluZo,{goluZo,glZ,2MS,prophet:Muhammad,2MS-default
9,80,1,1,{sotagofiro,{sotagofara,gfr,2MS,prophet:Muhammad,2MS-default
9,81,20,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
9,83,9,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
9,83,23,2,{qoEudu,qaEada,qEd,2MP,believers-or-group,2MP-default
9,86,5,1,'aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
9,86,7,2,ja`hidu,ja`hada,jhd,2MP,believers-or-group,2MP-default
9,86,15,1,*aro,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
9,94,6,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
9,95,9,2,>aEoriDu,>aEoraDa,ErD,2MP,believers-or-group,2MP-default
9,103,1,1,xu*o,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
9,103,8,2,Sal~i,Sal~aY`,Slw,2MS,prophet:Muhammad,2MS-default
9,105,1,2,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
9,105,2,1,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
9,111,29,2,{sotabo$iru,yasotabo$iru,b$r,2MP,believers-or-group,2MP-default
9,112,15,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
9,119,4,1,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
9,119,6,2,kuwnu,kaAna,kwn,2MP,believers,voc
9,123,4,1,qa`tilu,qa`tala,qtl,2MP,believers,voc
9,123,12,2,{Eolamu,Ealima,Elm,2MP,believers,voc
9,129,3,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,2,10,1,>an*iri,>an*ara,n*r,2MS,prophet:Muhammad,2MS-default
10,2,12,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
10,3,27,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
10,15,11,1,{}oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
10,15,16,1,bad~ilo,bad~ala,bdl,2MS,prophet:Muhammad,2MS-default
10,15,17,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,16,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
10,18,15,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,20,8,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,20,12,2,{ntaZiru,yantaZiru,nZr,2MP,believers-or-group,2MP-default
10,21,14,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
10,31,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,31,25,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,34,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,34,10,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
10,35,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,35,9,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
10,38,4,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,38,5,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
10,38,8,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
10,39,15,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
10,41,3,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
10,49,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
10,50,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,52,5,1,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
10,53,4,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,58,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,59,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,59,13,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,69,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,71,1,2,{tolu,talaY`,tlw,2MS,prophet:Muhammad,2MS-default
10,71,20,2,>ajomiEu,>ajomaEu,jmE,2MP,believers-or-group,2MP-default
10,71,30,1,{qoDu,qaDaY`^,qDy,2MP,believers-or-group,2MP-default
10,73,13,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
10,79,3,1,{}otu,>ataY,Aty,2MP,believers-or-group,2MP-default
10,80,7,1,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
10,84,9,1,tawak~alu,tawak~alo,wkl,2MP,believers-or-group,2MP-default
10,86,1,2,naj~i,naj~aY`,njw,2MS,prophet:Muhammad,2MS-default
10,87,6,1,tabaw~a'a,yatabaw~a>u,bwA,2MD,dual-addressee,2MD
10,87,10,2,{joEalu,jaEala,jEl,2MP,believers-or-group,2MP-default
10,87,13,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
10,87,15,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
10,88,18,1,{Tomiso,Tumisato,Tms,2MS,prophet:Muhammad,2MS-default
10,88,21,2,{$odudo,$adado,$dd,2MS,prophet:Muhammad,2MS-default
10,89,5,2,{sotaqiyma,{sotaqa`mu,qwm,2MD,dual-addressee,2MD
10,94,8,2,so_#ali,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
10,101,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
10,101,2,1,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
10,102,10,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
10,102,11,2,{ntaZiru,yantaZiru,nZr,2MP,believers-or-group,2MP-default
10,104,1,1,qulo,qaAla,qwl,2MS,humanity,voc
10,105,2,1,>aqimo,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
10,108,1,1,qulo,qaAla,qwl,2MS,humanity,voc
10,109,1,2,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
10,109,5,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
11,3,2,1,{sotagofiru,{sotagofara,gfr,2MP,believers-or-group,2MP-default
11,3,5,1,tuwbu,taAba,twb,2MP,believers-or-group,2MP-default
11,13,4,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
11,13,5,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
11,13,10,2,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
11,14,4,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
11,32,7,2,>oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
11,35,4,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
11,37,1,2,{SonaEi,SanaEu,SnE,2MS,prophet:Muhammad,2MS-default
11,37,6,1,tuxa`Tibo,xaATaba,xTb,2MS,prophet:Muhammad,2MS-default
11,40,8,1,{Homilo,Hamala,Hml,2MS,prophet:Muhammad,2MS-default
