surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
16	10	al-Nahl	razi-mafatih-al-ghayb	المقصود	3659582	MEDIUM	ت ms2144 الشيء وقومته، وأجدته وجودته، وأنمته ونومته، والمقصود أنها إذا رعت ازدادت حسنا، ومنه قوله تعالى: فيه تسيمون [النحل: 10] . # والقول الثاني: المسومة المعلمة قال أبو مسلم الأصفهاني: وهو مأخوذ من السيما بالقصر والسيماء بالمد، ومعن
16	18	al-Nahl	razi-mafatih-al-ghayb	غاية	4814837	MEDIUM	نعم من عصى. والثاني: إجلال من عصى، فإن اعتبرنا الأول فنعم الله غير متناهية، كما قال: وإن تعدوا نعمة الله لا تحصوها [النحل: 18] وإن اعتبرنا الثاني فهو أجل الموجودات وأعظمها، وعلى التقديرين وجب أن يكون عصيانه في غاية الكبر، فثبت أن ك
16	20	al-Nahl	razi-mafatih-al-ghayb	المقصود	2977787	MEDIUM	أن يحقق عند السامع أن إعطاء الجزيل دأبه ومثله قوله تعالى: والذين يدعون من دون ms1744 الله لا يخلقون شيئا وهم يخلقون [النحل: 20] ليس المراد تخصيص المخلوقية وقوله تعالى: وإذا جاؤكم قالوا آمنا وقد دخلوا بالكفر وهم قد خرجوا به [المائدة: 6
16	40	al-Nahl	razi-mafatih-al-ghayb	غاية	3143385	MEDIUM	ال لهم الله موتوا ففي تفسير جار الله وجهان الأول: أنه جار مجرى قوله: إنما قولنا لشيء إذا أردناه أن نقول له كن فيكون [النحل: 40] وقد تقدم أنه ليس المراد منه إثبات قول، ms1841 بل المراد # PageV06P496 # أنه تعالى متى أراد ذلك وقع من غير من
16	49	al-Nahl	razi-mafatih-al-ghayb	المقصود	1523223	MEDIUM	السبع والأرض ومن فيهن وإن من شيء إلا يسبح بحمده [الإسراء: 44] ، وقوله تعالى: ولله يسجد ما في السماوات وما في الأرض # [النحل: 49] الآية، وقوله تعالى: والنجم والشجر يسجدان [الرحمن: 6] . الوجه الثاني: في التأويل: أن قوله تعالى: من خشية ال
16	50	al-Nahl	razi-mafatih-al-ghayb	غرض	2101655	MEDIUM	من دونه فذلك نجزيه جهنم [الأنبياء: 29] مع أنه تعالى أخبر عن عصمتهم في قوله: يخافون ربهم من فوقهم ويفعلون ما يؤمرون [النحل: 50] وقال في حق محمد صلى الله عليه وسلم: لئن أشركت ليحبطن عملك [الزمر: 65] وقد أجمعوا على أنه عليه الصلاة والسل
16	51	al-Nahl	razi-mafatih-al-ghayb	المقصود	13066501	MEDIUM	ه: تسع وتسعون نعجة أنثى وهذا يكون لأجل التأكيد كقوله ms7663 تعالى: # وقال الله لا تتخذوا إلهين اثنين إنما هو إله واحد [النحل: 51] ، ثم قال: أكفلنيها وعزني في الخطاب قال صاحب «الكشاف» : أكفلنيها حقيقته اجعلني أكفلها كما أكفل ما تحت يدي
16	62	al-Nahl	razi-mafatih-al-ghayb	غاية	14544204	MEDIUM	ا البنون وله البنات، وإنما نسبوا إلى # PageV28P248 # الله البنات وكانوا يكرهونهن كما قال تعالى: ويجعلون لله ما يكرهون [النحل: 62] / فلما نسبوا إلى الله البنات حصل من تلك النسبة قسمة جائزة وهذا الخلاف لا يرهق. # المسألة الثانية: إذا جواب
16	66	al-Nahl	razi-mafatih-al-ghayb	غرض	9219451	MEDIUM	سقى، فإذا كانت السقيا لسقيه قالوا سقاه، ولم يقولوا أسقاه. والذي يؤكد هذا اختلاف القراء في قوله: نسقيكم مما في بطونه [النحل: 66] فقرءوا باللغتين، ولم يختلفوا في قوله: وسقاهم ربهم شرابا طهورا [الإنسان: 21] وفي قوله: والذي هو يطعمني وي
16	68	al-Nahl	razi-mafatih-al-ghayb	المقصود	5364258	MEDIUM	رة وعشيا [مريم: 11] أي أشار إليهم، وقال وإذ أوحيت إلى الحواريين أن آمنوا بي [المائدة: 111] وقال وأوحى ربك إلى النحل [النحل: 68] وأوحينا إلى أم موسى [القصص: 7] والمراد بالوحي في هذه الآيات الثلاثة الإلهام. # المسألة الثالثة: قالوا إنما
16	72	al-Nahl	razi-mafatih-al-ghayb	غاية	4509480	MEDIUM	أبي مسلم الأصفهاني: أن المراد من قوله: وخلق منها زوجها أي من جنسها وهو كقوله تعالى: والله جعل لكم من أنفسكم أزواجا [النحل: 72] وكقوله: إذ بعث فيهم رسولا من أنفسهم [آل عمران: 164] وقوله: لقد جاءكم رسول من أنفسكم [التوبة: 128] قال القا
16	75	al-Nahl	razi-mafatih-al-ghayb	المقصود	14565040	MEDIUM	كل شيء [الأحقاف: 25] كأنه يجعل الخارج عن الحكم غير ملتفت إليه، وفي قوله تعالى: وكم من ملك وقوله بل أكثرهم لا يعلمون [النحل: 75] وقوله أكثرهم بهم مؤمنون [سبأ: 41] يجعل المخرج غير ملتفت إليه فيجعل كأنه ما أخرجه كالأمر الخارج عن الحكم
16	78	al-Nahl	razi-mafatih-al-ghayb	غرض	1122787	MEDIUM	نه وتعالى خلق الروح خاليا عن تحقيق الأشياء وعن العلم بها كما قال تعالى: والله أخرجكم من بطون أمهاتكم لا تعلمون شيئا [النحل: 78] لكنه سبحانه وتعالى إنما خلقها للطاعة على ما قال تعالى: وما خلقت الجن والإنس إلا ليعبدون [الذاريات: 56] و
16	81	al-Nahl	razi-mafatih-al-ghayb	غرض	16247562	MEDIUM	ك الإفضاء، فلذلك قال: إن نفعت الذكرى وثانيها: أنه تعالى ذكر أشرف الحالتين، ونبه على الأخرى كقوله: # سرابيل تقيكم الحر [النحل: 81] والتقدير: فذكر إن نفعت الذكرى أو لم تنفع وثالثها: أن المراد منه البعث على الانتفاع بالذكرى، كما يقول المرء
16	91	al-Nahl	razi-mafatih-al-ghayb	غاية	197540	MEDIUM	أنه قال: «أعوذ بالله» ولم يقل أعذني؟ والجواب أن بين الرب وبين العبد عهدا كما قال تعالى: وأوفوا بعهد الله إذا عاهدتم [النحل: 91] وقال: وأوفوا بعهدي أوف بعهدكم [البقرة: 40] فكأن العبد يقول أنا مع لؤم الإنسانية ونقص البشرية وفيت بعهد ع
16	92	al-Nahl	razi-mafatih-al-ghayb	المقصود	7479967	MEDIUM	ا في دينكم يقال نكث فلان عهده إذا نقضه بعد إحكامه كما ينكث خيط الصوف بعد إبرامه، ومنه قوله تعالى: من بعد قوة أنكاثا [النحل: 92] والأيمان جمع يمين بمعنى الحلف والقسم. وقيل: للحلف يمين، وهو اسم اليد لأنهم كانوا يبسطون أيمانهم إذا حلفوا
16	98	al-Nahl	razi-mafatih-al-ghayb	المقصود	119285	MEDIUM	ع الدليل لا يوجب تركه في سائر المواضع لغير دليل. # أما جمهور الفقهاء فقالوا: لا شك أن قوله: فإذا قرأت القرآن فاستعذ [النحل: 98] يحتمل أن يكون المراد منه إذا أردت، وإذا ثبت الاحتمال وجب حمل اللفظ عليه توفيقا بين هذه الآية وبين الخبر ال
16	103	al-Nahl	razi-mafatih-al-ghayb	غاية	10067733	MEDIUM	لتحدا اتفقوا على أن الملتحد هو الملجأ قال أهل اللغة: هو من لحد وألحد إذا مال ومنه قوله تعالى: لسان الذي يلحدون إليه [النحل: 103] والملحد المائل عن الدين والمعنى ولن تجد من دونه ملجأ في البيان والرشاد. ### | ### | [سورة الكهف (18) : آ
16	120	al-Nahl	razi-mafatih-al-ghayb	المقصود	4933429	MEDIUM	يحصل إلا متفرقا في الجمع العظيم، ومن هذا يقال: فلان أمة وحده، أي يقوم مقام أمة، قال تعالى: إن إبراهيم كان أمة قانتا [النحل: 120] . # والقول الثاني: المراد هاهنا هو الرسول ومن معه من المؤمنين، وقال من ذهب إلى هذا القول: إن لفظ الناس جم
16	125	al-Nahl	razi-mafatih-al-ghayb	غرض	1617542	MEDIUM	[آل عمران: 159] الآية، وأما دعوة الفساق فالقول الحسن فيه معتبر، قال تعالى: ادع إلى سبيل ربك بالحكمة والموعظة الحسنة # [النحل: 125] وقال: ادفع بالتي هي أحسن فإذا الذي بينك وبينه عداوة كأنه ولي حميم [فصلت: 34] وأما في الأمور الدنيوية فمن
16	126	al-Nahl	razi-mafatih-al-ghayb	غاية	8598269	MEDIUM	ئا من ذلك، وأما إن كان ولا بد فاقتصروا على هذا القدر ونظيره قوله تعالى: وإن عاقبتم فعاقبوا بمثل ms5029 ما عوقبتم به [النحل: 126] يعني الأولى أن لا تفعلوا ذلك. ### | ### | [سورة يوسف (12) : الآيات 11 الى # 12]</span> # قالوا يا أبانا م
16	128	al-Nahl	razi-mafatih-al-ghayb	غاية	7615762	MEDIUM	ن الله معه، وكل من كان الله معه فإنه يكون من المتقين المحسنين، لقوله تعالى: إن الله مع الذين اتقوا والذين هم محسنون [النحل: 128] والمراد منه الحصر، والمعنى: إن الله مع الذين اتقوا لا مع غيرهم، وذلك يدل على أن أبا بكر من المتقين المحسن
17	1	al-Isra	razi-mafatih-al-ghayb	المقصود	1834081	MEDIUM	بة: 28] قال الشافعي: قد يكون المراد من المسجد الحرام الحرم لقوله تعالى: سبحان الذي أسرى بعبده ليلا من المسجد الحرام [الإسراء: 1] وإنما أسري به من بيت خديجة. فالآية دالة إما على المسجد فقط، أو على الحرم كله، وعلى التقديرين فالمقصود حاص
17	3	al-Isra	razi-mafatih-al-ghayb	المقصود	11185540	MEDIUM	قيل في التفسير خلقكم قال أبو مسلم: ويحتمل بسطكم فيها ذرية بعضكم من بعض حتى كثرتم كقوله تعالى: ذرية من حملنا مع نوح [الإسراء: 3] فنقول: # هو ms6551 الذي جعلكم في الأرض متناسلين، ويحشركم يوم القيامة إلى دار لا حاكم فيها سواه، فجعل حشره
17	5	al-Isra	razi-mafatih-al-ghayb	غرض	9644831	MEDIUM	ه: فإذا جاء وعد الآخرة بعثناهم ليسوؤا وجوهكم وإنما حسن هذا الحذف لدلالة ما تقدم عليه من قوله: بعثنا عليكم عبادا لنا [الإسراء: 5] ثم قال: # ليسوؤا وجوهكم وفيه مسألتان: # المسألة الأولى: يقال: ساءه يسوءه أي أحزنه، وإنما عزا الإساءة إلى
17	7	al-Isra	razi-mafatih-al-ghayb	المقصود	484097	MEDIUM	لشر القليل شر كثير، فالمقصود من التكاليف تطهير الأرواح عن العلائق الجسدانية كما قال تعالى: إن أحسنتم أحسنتم لأنفسكم [الإسراء: 7] والمقصود من خلق النار صرف الأشرار إلى أعمال الأبرار، وجذبها من دار الفرار إلى دار القرار، كما قال تعالى:
17	9	al-Isra	razi-mafatih-al-ghayb	غرض	4465369	MEDIUM	المخلوق، يعني ما خلقت هذا المخلوق/ العجيب باطلا، وفي كلمة هذا ضرب من التعظيم كقوله: إن هذا القرآن يهدي للتي هي أقوم [الإسراء: 9] . # PageV09P461 # المسألة الثالثة: في نصب قوله باطلا وجوه: الأول: أنه نعت لمصدر محذوف أي خلقا باطلا. # ال
17	15	al-Isra	razi-mafatih-al-ghayb	المقصود	13436555	MEDIUM	نا من بشير ولا نذير [المائدة: 19] أما بعد مجيء الرسل فلم يبق عذر ولا علة كما قال تعالى: وما كنا معذبين حتى نبعث رسولا [الإسراء: 15] وهذه الآية تدل على أن الواجب لا يتحقق إلا بعد مجيء الشرع، ثم إن أولئك الملائكة يقولون للكفار ادعوا أنت
17	18	al-Isra	razi-mafatih-al-ghayb	غرض	8348115	MEDIUM	ه تعالى هذه الآية لتقرير هذا المعنى. ونظير هذه الآية قوله تعالى: # من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد [الإسراء: 18] وقوله: من كان يريد حرث الآخرة نزد له في حرثه ومن كان يريد حرث الدنيا نؤته منها وما له في الآخرة من نصي
17	22	al-Isra	razi-mafatih-al-ghayb	المقصود	9759456	MEDIUM	ات عين الحكمة، وعن ابن عباس: أن هذه الآيات كانت في ألواح موسى عليه الصلاة والسلام: أولها: ولا تجعل مع الله إلها آخر [الإسراء: 22] قال تعالى: ms5707 وكتبنا له في الألواح من كل شيء موعظة وتفصيلا لكل شيء [الأعراف: 145] . # والفائدة الثان
17	23	al-Isra	razi-mafatih-al-ghayb	غاية	2841571	MEDIUM	الضعف، فكان إنعامهما على الابن أعظم من إنعام غيرهما عليه، ولذلك قال تعالى: وقضى ربك ألا تعبدوا إلا إياه وبالوالدين [الإسراء: 23] وفيه إشارة إلى أنه ليس بعد رعاية حق الله تعالى شيء أوجب من رعاية حق الوالدين، لأن الله تعالى هو الذي أخر
17	29	al-Isra	razi-mafatih-al-ghayb	غرض	4560735	MEDIUM	وا إخوان الشياطين [الإسراء: 26، 27] وقال تعالى: ولا تجعل يدك مغلولة إلى عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا [الإسراء: 29] وقال تعالى: والذين إذا أنفقوا لم يسرفوا ولم يقتروا [الفرقان: 67] وقد رغب الله في حفظ المال في آية المد
17	30	al-Isra	razi-mafatih-al-ghayb	غاية	9720830	MEDIUM	الوجه الأول: أنه تعالى لما بين في الآية الأولى أنه هو المتكفل بأرزاق العباد حيث قال: إن ربك يبسط الرزق لمن يشاء ويقدر [الإسراء: 30] أتبعه بقوله: ولا تقتلوا أولادكم خشية إملاق نحن نرزقهم وإياكم. # الوجه الثاني: أنه تعالى لما علم كيفية ال
17	32	al-Isra	razi-mafatih-al-ghayb	مقصود	6683592	MEDIUM	ا تفاحش وتزايد في أمر من الأمور إلا أنه في العرف مخصوص بالزيادة. والدليل عليه أنه تعالى قال في الزنا: إنه كان فاحشة [الإسراء: 32] ولأن لفظ الفاحشة إذا أطلق لم يفهم منه إلا ذلك وإذا قيل فلان فحاش: فهم أنه يشتم الناس بألفاظ الوقاع فوج
17	33	al-Isra	razi-mafatih-al-ghayb	المقصود	5133174	MEDIUM	في القتلى [البقرة: 178] وكتبنا عليهم فيها أن النفس بالنفس [المائدة: ms3005 45] ومن قتل مظلوما فقد جعلنا لوليه سلطانا [الإسراء: 33] وجزاء/ سيئة سيئة مثلها [الشورى: 40] فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم [البقرة: 194] . #
17	36	al-Isra	razi-mafatih-al-ghayb	المقصود	15291547	MEDIUM	ب أن الظن الغالب وما يفضي إليه الاجتهاد، والقياس جار مجرى العلم، وأن صاحبه غير داخل في قوله: ولا تقف ما ليس لك به علم [الإسراء: 36] . ثم قال تعالى: ### | ### | [سورة الممتحنة (60) : آية # 11]</span> # وإن فاتكم شيء من أزواجكم إلى الكف
17	44	al-Isra	razi-mafatih-al-ghayb	المقصود	1523152	MEDIUM	ع كالخشوع. وعلى هذا الوجه تأول أهل النظر قوله تعالى: تسبح له السماوات السبع والأرض ومن فيهن وإن من شيء إلا يسبح بحمده [الإسراء: 44] ، وقوله تعالى: ولله يسجد ما في السماوات وما في الأرض # [النحل: 49] الآية، وقوله تعالى: والنجم والشجر يسج
17	60	al-Isra	razi-mafatih-al-ghayb	المقصود	9808499	MEDIUM	الدخول في الكفر، فهذه بلية قديمة ومحنة عظيمة للخلق. والثالث: أنه تعالى لما وصفهم بقوله: فما يزيدهم إلا طغيانا كبيرا [الإسراء: 60] بين ما هو السبب لحصول هذا الطغيان وهو قول إبليس لأحتنكن ذريته إلا قليلا فلأجل هذا المقصود ذكر الله تعا
17	62	al-Isra	razi-mafatih-al-ghayb	غرض	16657168	MEDIUM	معت براع ... رد في الضرع ما قرى في العلاب # وقرأ ابن مسعود (أرأيتك) بزيادة حرف الخطاب كقوله: أرأيتك هذا الذي كرمت علي [الإسراء: 62] . # المسألة الثانية: قوله: أرأيت معناه هل عرفت الذي يكذب بالجزاء من هو، فإن لم تعرفه فهو الذي يدع اليتيم
17	64	al-Isra	razi-mafatih-al-ghayb	المقصود	10381656	MEDIUM	أكد هذا بقوله: تؤزهم أزا فإن معناه إنا أرسلنا الشياطين على الكافرين لتؤزهم أزا ويتأكد بقوله: واستفزز من استطعت منهم [الإسراء: 64] قال القاضي: حقيقة اللفظ توجب أنه تعالى أرسل الشياطين إلى الكفار كما أرسل الأنبياء بأن حملهم رسالة يؤدو
17	65	al-Isra	razi-mafatih-al-ghayb	المقصود	4578306	MEDIUM	وهذا المقصود حاصل سواء فسرنا الحسيب بالمحاسب أو بالكافي. # PageV09P501 # واعلم أن الباء في قوله: وكفى بالله وكفى بربك [الإسراء: 65] في جميع القرآن زائدة، هكذا نقله الواحدي عن الزجاج وحسيبا نصب على الحال أي كفى الله حال كونه محاسبا، وح
17	68	al-Isra	razi-mafatih-al-ghayb	غاية	892990	MEDIUM	] وقال تعالى: وفيها ما تشتهيه الأنفس وتلذ الأعين [الزخرف: 71] وقال في الترهيب: # أفأمنتم أن يخسف بكم جانب البر الآيات [الإسراء: 68] وقال: أأمنتم من في السماء أن يخسف بكم الأرض فإذا هي تمور. أم أمنتم [الملك: 16، 17] الآية وقال: وخاب كل
17	70	al-Isra	razi-mafatih-al-ghayb	المقصود	12802432	MEDIUM	على الخلاص من الضرر وهو الجري، وهاهنا ما يدل على كمال المنفعة وهو الشحن، فإن قيل قال تعالى: وحملناهم في البر والبحر [الإسراء: 70] ولم يقل: وحملنا ذريتهم مع أن المقصود في الموضعين بيان النعمة، لا دفع النقمة، نقول لما قال: في البر والبح
17	71	al-Isra	razi-mafatih-al-ghayb	غاية	9617670	MEDIUM	البصير (1) # سورة بني إسرائيل عددها: مائة آية وعشر آيات عن ابن عباس أنها مكية، غير قوله: وإن كادوا ليستفزونك من الأرض [الإسراء: 71] إلى قوله: # واجعل لي من لدنك سلطانا نصيرا [الإسراء: 80] فإنها مدنيات، نزلت حين جاء وفد ثقيف. # بسم الله
17	74	al-Isra	razi-mafatih-al-ghayb	غرض	2103121	MEDIUM	هم، فنهاه الله تعالى عن ذلك القدر أيضا وآيسه منهم بالكلية على ما قال: ولولا أن ثبتناك لقد كدت تركن إليهم شيئا قليلا [الإسراء: 74] . # القول الثالث: إن ظاهر الخطاب وإن كان مع الرسول إلا أن المراد منه غيره، وهذا كما أنك إذا عاتبت إنسانا
17	75	al-Isra	razi-mafatih-al-ghayb	المقصود	13299651	MEDIUM	ت غيرهم، فكذلك القبائح التي تصدر عنهم فإنها بتقدير الصدور تكون أقبح لقوله تعالى: إذا لأذقناك ضعف الحياة وضعف الممات [الإسراء: 75] فكان المعنى ضعف الشرك الحاصل منه، وبتقدير حصوله منه يكون تأثيره في جانب غضب الله أقوى وأعظم. # واعلم أنه
17	76	al-Isra	razi-mafatih-al-ghayb	غرض	4932302	MEDIUM	والفعل جاز أن تقدر متوسطة فتلغى كما تلغى إذا توسطت أو تأخرت، وهكذا سبيلها مع الواو كقوله تعالى: وإذا لا يلبثون خلفك [الإسراء: 76] والثالث: قرأ ابن مسعود (فإذا لا يؤتوا) على إعمال «إذن» عملها الذي هو النصب. # المسألة الخامسة: قال أهل ا
17	78	al-Isra	razi-mafatih-al-ghayb	المقصود	1137011	MEDIUM	صليت إلى القبلة جاز أن يقال صليت للقبلة والدليل عليه القرآن والشعر، أما القرآن فقوله تعالى: أقم الصلاة لدلوك الشمس [الإسراء: 78] والصلاة لله لا للدلوك. # فإذا جاز ذلك فلم لا يجوز أن يقال صليت للقبلة مع أن الصلاة تكون لله تعالى لا للق
17	80	al-Isra	razi-mafatih-al-ghayb	غرض	8272826	MEDIUM	العرب أنها إذا مدحت شيئا أضافته إلى الصدق تقول: رجل صدق، وقدم صدق. قال تعالى: وقل رب أدخلني مدخل صدق وأخرجني مخرج صدق [الإسراء: 80] والسبب فيه أن ذلك الشيء إذا كان كاملا في وقت صالحا للغرض المطلوب منه، فكل ما يظن فيه من الخبر، فإنه لا
17	84	al-Isra	razi-mafatih-al-ghayb	المقصود	9884350	MEDIUM	روح من أمر ربي وما أوتيتم من العلم إلا قليلا (85) # اعلم أنه تعالى لما ختم الآية المتقدمة بقوله: كل يعمل على شاكلته [الإسراء: 84] وذكرنا أن المراد منه مشاكلة الأرواح للأفعال الصادرة عنها وجب البحث هاهنا عن ماهية الروح وحقيقته فلذلك سأ
17	85	al-Isra	razi-mafatih-al-ghayb	غاية	5232788	MEDIUM	أشرف الفضائل والمناقب وذلك لأن الله تعالى ما أعطى الخلق من العلم إلا القليل، كما قال وما أوتيتم من العلم إلا قليلا [الإسراء: 85] ونصيب الشخص الواحد من علوم جميع الخلق يكون قليلا، ثم إنه سمى ذلك القليل عظيما حيث قال وما أوتيتم من العل
17	86	al-Isra	razi-mafatih-al-ghayb	المقصود	16242375	MEDIUM	ذكر هذا الاستثناء بيان أنه تعالى لو أراد أن يصير ناسيا لذلك لقدر عليه، كما قال: ولئن شئنا لنذهبن بالذي أوحينا إليك [الإسراء: 86] ثم إنا نقطع بأنه تعالى ما شاء ذلك وقال لمحمد عليه السلام: # لئن أشركت ليحبطن عملك [الزمر: 65] مع أنه علي
17	90	al-Isra	razi-mafatih-al-ghayb	المقصود	5363743	MEDIUM	~معجزا آخر، وهذا الجواب المذكور هاهنا هو الجواب المذكور في قوله تعالى: وقالوا لن نؤمن لك حتى تفجر لنا من الأرض ينبوعا [الإسراء: 90] إلى قوله قل سبحان ربي هل كنت إلا بشرا رسولا [الإسراء: 93] يعني أنك إنما ادعيت الرسالة، والرسول لا بد ل
17	92	al-Isra	razi-mafatih-al-ghayb	غاية	14474198	MEDIUM	لذي يؤيد ما ذكرناه وأنهم كانوا على مذهب الفلاسفة في أمر السماء أنهم قالوا أو تسقط السماء ms8491 كما زعمت علينا كسفا [الإسراء: 92] أي ذلك في زعمك ممكن، فأما عندنا فلا، والكسفة القطعة يقال كسفة من ثوب أي قطعة، وفيه مباحث: # البحث الأول:
17	93	al-Isra	razi-mafatih-al-ghayb	المقصود	5363803	MEDIUM	وله تعالى: وقالوا لن نؤمن لك حتى تفجر لنا من الأرض ينبوعا [الإسراء: 90] إلى قوله قل سبحان ربي هل كنت إلا بشرا رسولا [الإسراء: 93] يعني أنك إنما ادعيت الرسالة، والرسول لا بد له من معجزة تدل على صدقه، وذلك قد حصل، وأما أن تأتي بكل ما
17	94	al-Isra	razi-mafatih-al-ghayb	مقصود	1783648	MEDIUM	عابدون [المؤمنون: 47] ، ولئن أطعتم بشرا مثلكم إنكم إذا لخاسرون [المؤمنون: 34] وقالوا متعجبين: أبعث الله بشرا رسولا [الإسراء: 94] وقالوا: لولا أنزل علينا الملائكة [الفرقان: 21] وقال: أوعجبتم أن جاءكم ذكر من ربكم على رجل منكم لينذركم
17	95	al-Isra	razi-mafatih-al-ghayb	غاية	7968953	MEDIUM	لناه ملكا لجعلناه رجلا [الأنعام: 9] وقال: قل لو كان في الأرض ملائكة يمشون مطمئنين لنزلنا عليهم من السماء ملكا رسولا [الإسراء: 95] . # وأما الثاني: فبعيد لأن محمدا عليه الصلاة والسلام كان موصوفا بصفات الخير والتقوى والأمانة، وما كانوا
17	96	al-Isra	razi-mafatih-al-ghayb	المقصود	9941853	MEDIUM	~اعلم أنه تعالى لما أجاب عن شبهات القوم في إنكار النبوة وأردفها بالوعيد الإجمالي وهو قوله: إنه كان بعباده خبيرا بصيرا [الإسراء: 96] ذكر بعده الوعيد الشديد على سبيل التفصيل، أما قوله: من يهد الله فهو المهتد ومن يضلل فلن تجد لهم أولياء
17	102	al-Isra	razi-mafatih-al-ghayb	المقصود	13779768	MEDIUM	وجحدوا بها واستيقنتها أنفسهم ظلما [النمل: 14] وقال موسى لفرعون لقد علمت ما أنزل هؤلاء إلا رب السماوات والأرض بصائر [الإسراء: 102] فالقراءة بفتح التاء في علمت تدل على أن فرعون كان عارفا بالله، وأما قوم إبراهيم حيث قالوا وإنا لفي شك مم
17	108	al-Isra	razi-mafatih-al-ghayb	غرض	2049173	MEDIUM	«إن» المشددة كقولك: إن زيدا لقائم، قال الله تعالى: إن كل نفس لما عليها حافظ [الطارق: 4] وقال: إن كان وعد ربنا لمفعولا [الإسراء: 108] ومثله في القرآن كثير، والغرض في تخفيفها إيلاؤها ما لم يجز أن يليها من الفعل، وإنما لزمت اللام هذه الم
17	110	al-Isra	razi-mafatih-al-ghayb	المقصود	2512377	MEDIUM	عينة، وهل أذن لنا أن ندعوه كيف شئنا، أو ما أذن بأن ندعوه على وجه معين، كما قال تعالى: ولا تجهر بصلاتك ولا تخافت بها [الإسراء: 110] وأما السؤال عن الأفعال فهو أن يكون السائل سأل الله تعالى أنه إذا سمع دعاءنا فهل يجيبنا إلى مطلوبنا، و
17	111	al-Isra	razi-mafatih-al-ghayb	المقصود	16827020	MEDIUM	اضي، لا جرم وردت الآية على وفق قولهم: # السؤال الثالث: لم قال هاهنا: لم يلد وقال في سورة بني إسرائيل: ولم يتخذ ولدا [الإسراء: 111] ؟ الجواب: أن الولد يكون على وجهين: أحدهما: أن يتولد منه مثله وهذا هو الولد الحقيقي والثاني: أن لا يكون
18	1	al-Kahf	razi-mafatih-al-ghayb	المقصود	370634	MEDIUM	رى قسم من أقسام ما هو مذكور في أول سورة الفاتحة. # وثانيها: سورة الكهف، وهو قوله: الحمد لله الذي أنزل على عبده الكتاب [الكهف: 1] والمقصود منه تربية الأرواح بالمعارف، فإن الكتاب الذي أنزله على عبده سبب لحصول المكاشفات والمشاهدات، فكان هذ
18	12	al-Kahf	razi-mafatih-al-ghayb	المقصود	6421646	MEDIUM	داء ولفظها لفظ الاستفهام والمعنى إن ربك هو أعلم أي الناس يضل عن سبيله: قال وهذا مثل قوله تعالى: لنعلم أي الحزبين أحصى [الكهف: 12] وهذا قول المبرد والزجاج والكسائي والفراء. ### | ### | [سورة الأنعام (6) : آية # 118]</span> # فكلوا مما
18	14	al-Kahf	razi-mafatih-al-ghayb	المقصود	13065055	MEDIUM	حق وهو الذي حكم الله به ولا تشطط يقال شط الرجل إذا بعد، ومنه قوله: شطت الدار إذا بعدت، قال تعالى: # لقد قلنا إذا شططا [الكهف: 14] أي قولا بعيدا عن الحق، فقوله: ولا تشطط أي لا تبعد في هذا الحكم عن الحق، ثم قال: واهدنا إلى سواء الصراط وسو
18	22	al-Kahf	razi-mafatih-al-ghayb	المقصود	8511230	MEDIUM	ند قصد القتل، ولما كان هذا الرجم سببا للقتل لا جرم سموا القتل رجما، وقد يكون بالقول الذي هو القذف، كقوله: رجما بالغيب [الكهف: 22] وقوله: ويقذفون بالغيب من مكان بعيد [سبأ: 53] وقد يكون بالشتم واللعن، ومنه قوله: # الشيطان الرجيم [النحل: 9
18	29	al-Kahf	razi-mafatih-al-ghayb	غرض	15679292	MEDIUM	جني: # الغرض من هذه الحركة الهرب من التقاء الساكنين، فأي الحركات تحرك فقد حصل الغرض وحكى قطرب عنهم: قم الليل وقل الحق [الكهف: 29] برفع الميم واللام وبع الثوب ثم قال: من كسر فعلى أصل الباب ومن ضم أتبع ومن فتح فقد مال إلى خفة الفتح. # ق
18	37	al-Kahf	razi-mafatih-al-ghayb	غرض	16062118	MEDIUM	يدا أو شقيا وثانيها: قال الزجاج: المعنى قدره على الاستواء كما قال: أكفرت بالذي خلقك من تراب ثم من نطفة ثم سواك رجلا [الكهف: 37] ، وثالثها: يحتمل أن يكون المراد وقدر كل عضو في الكمية والكيفية بالقدر اللائق بمصلحته، ونظيره قوله: وخلق كل
18	45	al-Kahf	razi-mafatih-al-ghayb	المقصود	10107391	MEDIUM	م نسير الجبال على وجوه: أحدها: أنه يكون التقدير واذكر لهم: يوم نسير الجبال عطفا على قوله: واضرب لهم مثل الحياة الدنيا [الكهف: 45] . الثاني: أنه يكون التقدير: ويوم نسير الجبال حصل كذا وكذا يقال لهم: قد جئتمونا كما خلقناكم أول مرة # لأن
18	48	al-Kahf	razi-mafatih-al-ghayb	غرض	15544556	MEDIUM	تعرضون العرض عبارة عن المحاسبة والمساءلة، شبه ذلك بعرض السلطان العسكر لتعرف أحواله، ونظيره قوله: عرضوا على ربك صفا # [الكهف: 48] # وروي: «أن في القيامة/ ثلاث عرضات، فأما عرضتان فاعتذار واحتجاج وتوبيخ، وأما الثالثة ففيها تنثر الكتب فيأخ
