surah	verse	A	D	DISPUTE	A_resid	D_resid	DISPUTE_resid	len_char	len_word	n_hapax	rarity	ar-tafsir-al-tabari	ar-tafseer-al-qurtubi	ar-tafsir-ibn-kathir	ar-tafsir-al-baghawi	ar-tafseer-tanwir-al-miqbas	ar-tafseer-al-saddi	ar-tafsir-al-wasit	ar-tafsir-muyassar
26	119	0.187440	0.084850	0.336319	-1.083427	-0.825273	-1.376593	33	6	0	11.401671	0.429602	0.144163	0.193473	0.173188	0.047306	0.080180	0.221376	0.210231
26	120	0.090022	0.060475	0.336319	-1.353523	-0.199772	-1.067695	21	4	0	10.011251	0.019403	0.040170	0.075128	0.156430	0.062540	0.067672	0.006895	0.291934
26	121	0.157633	0.147009	0.336319	-0.991955	0.179435	-0.933888	38	9	0	6.563286	0.205019	0.189304	0.075128	0.010103	0.055805	0.157553	0.017479	0.550674
26	122	0.081994	0.119848	0.336319	-1.371331	0.860427	-0.835713	25	5	0	7.196518	0.037845	0.010263	0.130613	0.008419	0.052678	0.150257	0.017479	0.248396
26	123	0.185997	0.271488	0.336319	-0.109353	0.718355	-0.672339	17	3	0	7.902168	0.003448	0.048028	0.493265	0.043938	0.139112	0.071199	0.292495	0.396488
26	124	0.114316	0.157593	0.401448	-1.338028	0.697107	-0.172938	30	7	0	8.174123	0.012829	0.308130	0.033515	0.173188	0.043217	0.114737	0.004731	0.224182
26	125	0.089621	0.096877	0.364199	-0.777210	0.250592	-0.040629	17	4	0	6.217450	0.025096	0.036001	0.033515	0.199727	0.089240	0.104474	0.004731	0.224182
26	126	0.079408	0.081603	0.336319	-0.907436	0.269511	-0.545303	19	3	0	6.775481	0.035760	0.024936	0.033515	0.007457	0.061498	0.243185	0.004731	0.224182
26	127	0.105787	0.089861	0.336319	-1.801301	0.235679	-1.254547	52	12	0	7.569570	0.096216	0.037925	0.033515	0.097819	0.040090	0.267800	0.048749	0.224182
26	128	0.512969	0.427878	0.689464	0.320274	0.938348	1.000469	25	5	1	10.476835	0.806687	0.629971	0.484606	0.666934	0.843008	0.154987	0.228352	0.289208
26	129	0.406019	0.333206	0.540708	0.303414	0.551281	0.714573	26	4	0	9.322841	0.575369	0.589080	0.684173	0.461033	0.475786	0.114737	0.058772	0.289208
26	130	0.322322	0.183872	0.477676	-0.120505	-0.481673	0.211108	23	4	0	12.286789	0.120189	0.760103	0.076652	0.240779	0.384461	0.424631	0.282553	0.289208
26	131	0.092688	0.045161	0.385137	-0.732726	-0.681176	0.114702	19	3	0	6.775481	0.070879	0.073284	0.096937	0.007457	0.199647	0.091084	0.049872	0.152341
26	132	0.091445	0.097979	0.336319	-1.416996	0.413748	-0.999972	28	5	0	8.025610	0.002646	0.053881	0.041613	0.183130	0.143602	0.104474	0.049872	0.152341
26	133	0.089741	0.110227	0.336319	-1.045961	0.418903	-0.848698	18	3	0	9.057769	0.001443	0.026780	0.041613	0.097819	0.226267	0.138390	0.033275	0.152341
26	134	0.062059	0.060816	0.336319	-0.812424	0.304045	-0.479969	11	2	0	8.772007	0.000080	0.026780	0.041613	0.041533	0.222178	0.000962	0.010985	0.152341
26	135	0.159146	0.127165	0.336319	-0.902601	-0.133091	-0.997555	28	6	0	7.818965	0.007858	0.022530	0.041613	0.115298	0.103833	0.266357	0.129891	0.585792
26	136	0.284177	0.173629	0.475247	-0.588386	-0.276613	0.191893	44	9	0	8.238019	0.045301	0.203817	0.442992	0.329939	0.239897	0.503047	0.342848	0.165571
26	137	0.510403	0.326191	0.566423	0.873461	0.372795	1.049931	22	5	0	7.890068	0.682569	0.673028	0.602309	0.557970	0.792255	0.246392	0.383499	0.145205
26	138	0.161682	0.124699	0.439155	-0.031779	-0.506587	0.700163	15	3	0	7.065685	0.283034	0.133499	0.246713	0.015314	0.120350	0.240619	0.108724	0.145205
26	139	0.293357	0.303520	0.378138	-0.675521	0.861137	-0.703572	57	12	0	7.207261	0.168217	0.124679	0.800593	0.100625	0.066148	0.581062	0.136305	0.369227
26	140	0.089962	0.128368	0.336319	-1.268630	0.762846	-0.835713	25	5	0	7.196518	0.018842	0.010263	0.003127	0.008419	0.029747	0.143762	0.136305	0.369227
26	141	0.219482	0.225505	0.336319	0.188206	0.113065	-0.560455	18	3	0	7.037534	0.017319	0.076812	0.572723	0.046183	0.128929	0.231158	0.197563	0.485167
26	142	0.108423	0.113895	0.401448	-1.292966	0.287192	-0.059761	31	7	0	7.399239	0.017319	0.301235	0.057890	0.046183	0.141597	0.114737	0.001764	0.186658
26	143	0.067782	0.062640	0.364199	-1.036412	0.272053	-0.040629	17	4	0	6.217450	0.038486	0.036001	0.057890	0.009060	0.134782	0.077614	0.001764	0.186658
26	144	0.064935	0.071500	0.336319	-1.139379	0.596389	-0.545303	19	3	0	6.775481	0.025417	0.024936	0.057890	0.007457	0.135423	0.077614	0.004089	0.186658
26	145	0.100225	0.127866	0.336319	-1.857508	0.781267	-1.254547	52	12	0	7.569570	0.113775	0.037925	0.057890	0.030468	0.156350	0.214962	0.003768	0.186658
26	146	0.139432	0.090563	0.385137	-0.952528	-0.394486	-0.304268	25	5	0	8.005725	0.027261	0.195398	0.165330	0.112572	0.301074	0.012187	0.177277	0.124359
26	147	0.106007	0.126343	0.336319	-0.533856	0.101602	-0.647303	13	3	0	8.772007	0.003608	0.379811	0.090603	0.013791	0.056607	0.002004	0.177277	0.124359
26	148	0.418828	0.480677	0.483025	0.332535	1.281698	0.288123	21	4	0	12.264414	0.545301	0.682729	0.669500	0.678400	0.195638	0.277421	0.177277	0.124359
26	149	0.372304	0.476026	0.574052	-0.391647	1.380857	0.295628	30	5	1	12.221873	0.773172	0.632377	0.391036	0.599824	0.115539	0.134461	0.207665	0.124359
26	150	0.083066	0.118445	0.336319	-0.872731	0.649618	-0.545303	19	3	0	6.775481	0.078095	0.004811	0.200208	0.007457	0.059734	0.005933	0.207665	0.100625
26	151	0.179141	0.166092	0.450266	-0.660938	0.037328	0.237202	23	4	0	9.112388	0.048749	0.650898	0.069436	0.202213	0.056847	0.027341	0.277021	0.100625
26	152	0.160259	0.085171	0.460116	-1.010371	-0.616189	0.237563	32	6	0	8.280606	0.137107	0.004811	0.069436	0.168377	0.161001	0.560295	0.080420	0.100625
26	153	0.347739	0.327233	0.529323	0.238379	0.616183	0.898942	26	5	0	7.245142	0.668297	0.329939	0.487492	0.476507	0.153624	0.075048	0.147210	0.443794
26	154	0.295181	0.304703	0.385137	-0.536573	0.800395	-0.510099	48	11	0	7.318970	0.318954	0.045943	0.588919	0.209509	0.147130	0.468008	0.139192	0.443794
26	155	0.293157	0.266497	0.336319	-0.522368	0.463642	-1.247976	39	9	0	8.520734	0.255212	0.560856	0.095013	0.132777	0.073204	0.290972	0.332826	0.604394
26	156	0.211835	0.085231	0.336319	-0.743092	-1.000168	-1.121225	37	7	0	8.006715	0.173028	0.153624	0.327293	0.082344	0.043698	0.169259	0.141036	0.604394
26	157	0.114506	0.135223	0.401448	-1.096683	0.325940	-0.219228	22	3	0	11.842314	0.060616	0.253528	0.156030	0.089320	0.057008	0.009221	0.009702	0.280629
26	158	0.184423	0.088619	0.378138	-1.161882	-0.602659	-0.620556	54	12	0	6.805798	0.133900	0.207425	0.156030	0.092367	0.045622	0.226267	0.136305	0.477470
26	159	0.053059	0.031631	0.336319	-1.815565	0.454891	-0.835713	25	5	0	7.196518	0.026860	0.010263	0.003127	0.008419	0.029987	0.018281	0.075770	0.251764
26	160	0.104835	0.109846	0.336319	-0.831738	0.161222	-0.650711	21	4	0	6.772487	0.012829	0.004811	0.182809	0.050914	0.110888	0.021087	0.075770	0.379570
26	161	0.129831	0.162263	0.401448	-1.089411	0.558618	-0.011514	30	7	0	7.160030	0.007858	0.300273	0.182809	0.043938	0.086273	0.021087	0.253528	0.142880
26	162	0.053821	0.052939	0.364199	-1.283782	0.626656	-0.040629	17	4	0	6.217450	0.010022	0.036001	0.182809	0.009060	0.020606	0.021087	0.008098	0.142880
26	163	0.055154	0.044860	0.336319	-1.297915	0.480700	-0.545303	19	3	0	6.775481	0.035760	0.024936	0.182809	0.007457	0.021087	0.021087	0.005212	0.142880
26	164	0.046053	0.034217	0.336319	-2.747471	1.272437	-1.254547	52	12	0	7.569570	0.086995	0.037925	0.003127	0.030468	0.039769	0.021087	0.006174	0.142880
26	165	0.138701	0.138510	0.336319	-0.689784	0.153429	-0.705989	26	4	0	6.599190	0.025096	0.063983	0.064785	0.170702	0.370911	0.021087	0.134060	0.258980
26	166	0.223641	0.202193	0.385137	-1.055927	0.322614	-0.663058	53	12	0	7.960302	0.387267	0.246472	0.064785	0.299631	0.376844	0.021087	0.134060	0.258980
26	167	0.151199	0.163065	0.385137	-1.150640	0.431660	-0.379296	43	9	0	6.982245	0.055805	0.062620	0.336193	0.109525	0.086594	0.021087	0.186578	0.351187
26	168	0.120771	0.085652	0.336319	-1.168284	-0.272184	-1.076253	25	5	0	8.861476	0.061097	0.186257	0.112572	0.055083	0.114577	0.021087	0.131575	0.283916
26	169	0.119818	0.034838	0.336319	-1.008770	-1.192626	-0.898503	24	5	0	7.656344	0.075690	0.072723	0.039689	0.112572	0.050513	0.061738	0.048749	0.496873
26	170	0.066108	0.058491	0.336319	-1.404844	0.347264	-0.868594	20	3	0	8.811307	0.008339	0.033355	0.039689	0.057569	0.084750	0.010584	0.090362	0.204217
26	171	0.155779	0.150718	0.385137	-0.899346	0.053700	-0.514861	21	4	0	11.758497	0.093089	0.302277	0.345574	0.123396	0.087155	0.039929	0.050593	0.204217
26	172	0.092658	0.047186	0.385137	-0.956435	-0.681836	-0.213302	16	3	0	9.964861	0.093089	0.091244	0.101988	0.050914	0.059173	0.004570	0.039769	0.300513
26	173	0.143000	0.058752	0.439155	-1.437113	-0.793396	-0.199775	38	7	0	10.383368	0.106078	0.095334	0.101988	0.153223	0.101187	0.103191	0.182489	0.300513
26	174	0.074437	0.060576	0.336319	-1.738824	0.355968	-0.933888	38	9	0	6.563286	0.128528	0.029185	0.003127	0.010103	0.059413	0.034477	0.018121	0.312540
26	175	0.039398	0.022791	0.336319	-2.205820	1.234675	-0.835713	25	5	0	7.196518	0.005773	0.010263	0.003127	0.008419	0.057248	0.002004	0.018121	0.210231
26	176	0.480667	0.327033	0.553514	0.792620	0.411669	0.998689	25	4	0	7.694624	0.608002	0.741581	0.335231	0.545943	0.804763	0.198926	0.359124	0.251764
26	177	0.260473	0.196099	0.399100	-0.028393	-0.168159	0.128988	25	6	0	6.228169	0.038246	0.247915	0.738214	0.380212	0.044660	0.116581	0.266196	0.251764
26	178	0.046424	0.023833	0.336319	-1.471694	0.486621	-0.474177	17	4	0	6.217450	0.004731	0.026780	0.003127	0.009060	0.020285	0.046665	0.008980	0.251764
26	179	0.053059	0.042756	0.336319	-1.346813	0.553910	-0.545303	19	3	0	6.775481	0.005532	0.125802	0.003127	0.007457	0.021648	0.000160	0.008980	0.251764
26	180	0.117112	0.174130	0.336319	-1.696043	0.988407	-1.254547	52	12	0	7.569570	0.046905	0.004811	0.158435	0.426475	0.039769	0.000160	0.008579	0.251764
26	181	0.213178	0.161241	0.336319	-0.827641	-0.144553	-1.239095	36	7	0	8.981809	0.028063	0.019804	0.158435	0.153223	0.258419	0.263951	0.482681	0.340843
26	182	0.102369	0.128788	0.411940	-1.187112	0.462953	-0.089927	23	3	0	10.645422	0.026379	0.032152	0.212716	0.028784	0.138390	0.010103	0.029586	0.340843
26	183	0.133679	0.134120	0.385137	-1.670594	0.398095	-0.774053	50	9	0	9.516343	0.129570	0.004811	0.201732	0.092367	0.087155	0.010103	0.202854	0.340843
26	184	0.299912	0.227590	0.397336	-0.204096	0.039680	-0.302574	33	5	0	8.407198	0.598060	0.462155	0.369949	0.247434	0.172146	0.304121	0.100225	0.145205
26	185	0.120500	0.110307	0.336319	-0.989630	0.020746	-0.856858	26	5	0	7.245142	0.048749	0.031110	0.172065	0.035359	0.096456	0.150257	0.111610	0.318393
26	186	0.242182	0.270366	0.336319	-0.794154	0.713646	-1.267922	43	9	0	8.460849	0.061979	0.040170	0.117463	0.072322	0.405228	0.810295	0.111610	0.318393
26	187	0.335171	0.201632	0.378138	-0.505181	-0.144595	-0.851377	45	9	0	9.286203	0.327053	0.466886	0.504971	0.084910	0.230516	0.470574	0.278063	0.318393
26	188	0.150858	0.192371	0.336319	-0.539962	0.511831	-0.628591	23	5	0	5.879604	0.052197	0.051796	0.173428	0.233964	0.036963	0.343169	0.046183	0.269163
26	189	0.595925	0.209048	0.416659	0.521558	-0.231270	-0.179721	52	11	0	7.483473	0.770526	0.690908	0.867142	0.435856	0.166212	0.561337	0.554121	0.721296
26	190	0.192170	0.274936	0.378138	-0.768267	1.013523	-0.405849	38	9	0	6.563286	0.110808	0.061017	0.068153	0.010103	0.083307	0.319355	0.407152	0.477470
26	191	0.168227	0.305123	0.336319	-0.630704	1.302358	-0.835713	25	5	0	7.196518	0.043858	0.010263	0.068153	0.008419	0.078416	0.411161	0.407152	0.318393
26	192	0.311367	0.220935	0.336319	0.391599	-0.180010	-0.622057	23	4	0	6.318888	0.175273	0.052197	0.296905	0.097819	0.373316	0.792255	0.387428	0.315747
26	193	0.288566	0.251183	0.426956	0.245528	0.066347	0.344601	19	4	0	7.672928	0.481960	0.303079	0.391036	0.461033	0.160359	0.148332	0.046985	0.315747
26	194	0.256725	0.250080	0.456050	-0.163735	0.311179	0.432217	26	5	0	7.323532	0.117463	0.035119	0.318794	0.115298	0.498717	0.108884	0.543778	0.315747
26	195	0.314685	0.172406	0.336319	0.482387	-0.796812	-0.809516	15	3	0	9.564065	0.370350	0.025898	0.704859	0.129169	0.251764	0.463037	0.256655	0.315747
26	196	0.340984	0.295362	0.378138	0.168530	0.323359	-0.532872	20	4	0	10.174306	0.090603	0.194275	0.502886	0.264352	0.745831	0.167174	0.476187	0.286562
26	197	0.488494	0.091926	0.385137	0.477738	-1.553338	-0.285695	43	9	0	6.405108	0.536001	0.502085	0.567992	0.757537	0.186899	0.504089	0.375882	0.477470
26	198	0.258669	0.177798	0.400245	-0.432672	-0.282650	-0.318827	27	5	0	9.775871	0.704699	0.021408	0.200770	0.400096	0.123557	0.112973	0.240940	0.264913
26	199	0.401139	0.217227	0.474961	0.392898	-0.290258	0.594030	30	6	0	6.715377	0.699086	0.472017	0.200770	0.449326	0.393521	0.488534	0.240940	0.264913
26	200	0.288576	0.130713	0.456096	-0.328884	-0.866602	0.094552	28	5	0	9.934826	0.277341	0.519724	0.096937	0.187700	0.342688	0.234205	0.385103	0.264913
26	201	0.200589	0.067191	0.336319	-0.712328	-1.206398	-1.008206	35	7	0	7.381436	0.614176	0.160199	0.135183	0.153223	0.125641	0.051555	0.099824	0.264913
26	202	0.135754	0.108583	0.336319	-1.162250	-0.130909	-1.162229	26	5	0	9.567707	0.059974	0.123557	0.032553	0.156430	0.163165	0.181286	0.056527	0.312540
26	203	0.276179	0.198645	0.414231	0.261806	-0.296824	0.363588	21	4	0	6.728169	0.077053	0.190908	0.576732	0.360087	0.105917	0.193233	0.392960	0.312540
26	204	0.156080	0.198284	0.336319	-0.250796	0.367824	-0.708279	18	2	0	8.559907	0.018201	0.096376	0.210953	0.052999	0.339400	0.345013	0.020125	0.165571
26	205	0.162845	0.102249	0.336319	-0.740732	-0.568311	-1.035238	22	4	0	9.339129	0.018201	0.040892	0.420382	0.153223	0.154025	0.149134	0.272130	0.094772
26	206	0.047116	0.057890	0.336319	-1.883289	1.227125	-0.791680	24	5	0	7.009312	0.018201	0.015956	0.106479	0.069115	0.041132	0.024375	0.006895	0.094772
26	207	0.313883	0.102449	0.378138	-0.093974	-1.288400	-0.500356	28	6	0	8.022058	0.227389	0.489336	0.106479	0.354394	0.314625	0.384140	0.275176	0.359525
26	208	0.213358	0.228833	0.385137	-0.815490	0.450278	-0.590969	33	7	0	9.294477	0.307890	0.064625	0.469852	0.089320	0.136225	0.324246	0.030789	0.283916
26	209	0.343740	0.135203	0.394621	0.617111	-1.150707	0.150907	19	4	0	6.632083	0.221296	0.467287	0.469852	0.284557	0.293858	0.403704	0.325449	0.283916
26	210	0.233533	0.296043	0.336319	-0.154838	0.692928	-0.888340	21	4	0	8.281623	0.045301	0.028384	0.462877	0.358082	0.487973	0.198926	0.184173	0.102550
26	211	0.200940	0.132136	0.378138	-0.648904	-0.443326	-0.555284	26	5	0	8.810622	0.087636	0.556607	0.518441	0.112572	0.116020	0.075048	0.038647	0.102550
26	212	0.298268	0.229053	0.378138	-0.064115	-0.056988	-0.574997	22	4	0	10.182062	0.379009	0.549310	0.288967	0.192511	0.078416	0.336113	0.459269	0.102550
26	213	0.359696	0.152441	0.401448	0.033653	-0.727595	0.021817	42	9	0	6.003365	0.102790	0.231479	0.653624	0.307328	0.347579	0.529987	0.404266	0.300513
26	214	0.723892	0.276058	0.555816	1.729824	0.168111	0.928666	21	3	0	9.487978	0.946360	0.693153	0.909958	0.965924	0.771889	0.648012	0.627967	0.227870
26	215	0.405739	0.557809	0.517777	0.031793	1.902042	0.441060	33	6	0	9.535355	0.231479	0.049070	0.909958	0.082344	0.255853	0.872755	0.662364	0.182088
26	216	0.308621	0.210512	0.456760	-0.254569	-0.115864	0.184541	32	7	0	8.309737	0.090603	0.154586	0.909958	0.120510	0.158595	0.461273	0.321681	0.251764
26	217	0.228943	0.201832	0.397336	-0.277471	-0.002660	-0.163659	23	4	0	8.465636	0.021167	0.194836	0.120991	0.307328	0.352710	0.531030	0.104394	0.199086
26	218	0.161001	0.136867	0.458547	-0.460637	-0.228563	0.541814	18	4	0	7.990998	0.188983	0.078496	0.406831	0.238935	0.053239	0.106879	0.015555	0.199086
26	219	0.402512	0.339080	0.462361	0.750191	0.421685	0.545404	18	3	0	8.650777	0.717367	0.303079	0.486369	0.808531	0.150577	0.348060	0.207024	0.199086
26	220	0.142048	0.184032	0.336319	-0.534468	0.474257	-0.663414	20	4	0	6.973980	0.120189	0.021408	0.259060	0.022290	0.082104	0.399615	0.032633	0.199086
26	221	0.310846	0.172486	0.336319	-0.171461	-0.490157	-1.085999	30	6	0	8.283345	0.180965	0.111289	0.496873	0.194676	0.572883	0.319355	0.310215	0.300513
26	222	0.212847	0.151840	0.385137	-0.414774	-0.409583	-0.335483	21	5	0	8.797459	0.391677	0.056366	0.269243	0.278544	0.157473	0.207184	0.041774	0.300513
26	223	0.463568	0.424792	0.501936	0.668288	1.000140	0.661911	26	4	0	8.047601	0.349904	0.096376	0.832104	0.247434	0.437059	0.743666	0.701491	0.300513
26	224	0.580390	0.385303	0.566079	1.114551	0.744896	0.908073	23	3	0	9.872842	0.719291	0.976347	0.569676	0.778784	0.746953	0.377806	0.129250	0.345013
26	225	0.359405	0.093530	0.394621	-0.173280	-1.453366	-0.550338	28	7	0	10.233483	0.392800	0.198845	0.385423	0.605997	0.271729	0.374359	0.301074	0.345013
26	226	0.487803	0.462636	0.577557	0.846476	1.176003	1.210176	25	5	0	6.856338	0.222979	0.190908	0.889272	0.679843	0.432328	0.865058	0.277021	0.345013
26	227	0.863765	0.146909	0.502440	0.860610	0.254727	-0.014895	112	20	0	7.215206	0.840843	0.793377	0.932088	0.978592	0.856960	0.728352	0.797947	0.981960
27	1	0.556015	0.401199	0.522817	0.797446	0.926243	0.718892	31	7	0	7.512482	0.323845	0.500641	0.914208	0.342768	0.706462	0.837556	0.677437	0.145205
27	2	0.264974	0.124780	0.336319	0.378000	-1.081626	-0.598840	18	3	0	7.266712	0.224022	0.189625	0.090603	0.175754	0.258419	0.234205	0.478672	0.468489
27	3	0.353311	0.253388	0.456336	-0.455157	0.290308	-0.028171	55	9	0	8.316696	0.288326	0.084429	0.416533	0.035359	0.274856	0.741421	0.517078	0.468489
27	4	0.371091	0.119768	0.401448	-0.453506	-0.996395	-0.476432	54	10	0	8.695062	0.151860	0.324166	0.309173	0.237251	0.790330	0.329298	0.418056	0.408595
27	5	0.260103	0.167515	0.336319	-0.815948	-0.186148	-1.306440	52	10	0	8.129995	0.146248	0.167415	0.163727	0.299631	0.483643	0.288566	0.122996	0.408595
27	6	0.327554	0.246292	0.397336	-0.240682	0.146571	-0.382152	34	7	0	8.554413	0.079618	0.226588	0.284397	0.214080	0.500241	0.459589	0.534237	0.321681
27	7	0.682689	0.108724	0.563147	0.199808	-0.964755	0.230928	80	16	0	9.169628	0.646167	0.774856	0.544820	0.725465	0.653384	0.656911	0.882056	0.577854
27	8	0.707535	0.128668	0.758270	0.573089	-0.754248	1.394367	69	14	0	7.968031	0.734846	0.896007	0.736770	0.928881	0.658595	0.399615	0.689705	0.615860
27	9	0.313091	0.277141	0.436440	-0.073994	0.413624	0.220510	34	7	0	6.913278	0.142559	0.232922	0.122755	0.373637	0.161883	0.654907	0.200208	0.615860
27	10	0.624990	0.055083	0.490699	-0.307900	-1.710269	-0.293740	97	22	0	9.094547	0.766597	0.525497	0.524856	0.623717	0.660680	0.644243	0.638470	0.615860
27	11	0.674250	0.267860	0.634954	0.804999	0.304523	0.989339	45	11	0	8.052391	0.779105	0.851988	0.330420	0.856318	0.849423	0.501924	0.608964	0.615860
27	12	0.557689	0.095875	0.465374	-0.481038	-1.139185	-0.416840	94	21	0	8.875981	0.609285	0.523733	0.489015	0.560215	0.270045	0.538967	0.854394	0.615860
27	13	0.246492	0.128347	0.336319	-0.583924	-0.627880	-1.078667	43	8	0	7.331444	0.244548	0.145045	0.104073	0.161081	0.155468	0.552518	0.218008	0.391196
27	14	0.551285	0.268321	0.385137	-0.035406	0.352352	-0.891172	70	12	0	8.925427	0.585953	0.314705	0.612251	0.409317	0.297867	0.521248	0.779185	0.889753
27	15	0.574727	0.340763	0.462464	0.054641	0.947386	-0.034549	85	16	0	6.829794	0.195077	0.389272	0.616822	0.418457	0.737973	0.914529	0.793778	0.531911
27	16	0.810536	0.155829	0.633052	0.551659	0.029736	0.547421	99	21	0	7.937548	0.466084	0.938342	0.849663	0.963198	0.916052	0.841806	0.732120	0.777021
27	17	0.631936	0.065727	0.563365	0.446587	-1.806071	0.423001	51	9	0	10.322864	0.621472	0.836594	0.450690	0.747194	0.616742	0.612091	0.581703	0.588999
27	18	0.687530	0.296825	0.595150	-0.184240	0.922108	0.103948	104	20	0	10.582701	0.249519	0.902421	0.503608	0.933772	0.870109	0.737091	0.607280	0.696440
27	19	0.729855	0.210492	0.648069	-0.381457	0.312702	0.063731	129	24	1	8.703356	0.463518	0.961434	0.746713	0.855677	0.682248	0.877245	0.555564	0.696440
27	20	0.787644	0.146488	0.616902	0.675658	-0.493334	0.327261	55	12	1	9.623270	0.754089	0.899856	0.866742	0.851106	0.822643	0.985006	0.469852	0.651860
27	21	0.604073	0.229975	0.632571	0.493044	-0.044564	0.904166	53	9	0	8.416553	0.768040	0.638951	0.532633	0.969772	0.444436	0.453095	0.373797	0.651860
27	22	0.653133	0.211474	0.503081	0.336013	-0.063130	0.064980	60	14	0	9.101666	0.667415	0.846135	0.268040	0.741742	0.945077	0.485888	0.579859	0.690908
27	23	0.616691	0.372134	0.605677	0.484493	0.989381	0.771087	52	11	0	8.308846	0.514593	0.892960	0.781270	0.930404	0.650176	0.449166	0.314224	0.400738
27	24	0.395386	0.286983	0.459727	-0.914849	0.726114	-0.348427	93	17	0	8.279275	0.298268	0.636947	0.509862	0.199727	0.243345	0.352229	0.258419	0.664288
27	25	0.631354	0.283796	0.685650	-0.096358	0.481173	0.604305	75	14	1	8.746891	0.775978	0.938182	0.509862	0.846616	0.509782	0.527502	0.600144	0.342768
27	26	0.296695	0.187280	0.336319	-0.201749	-0.261841	-0.929873	36	9	0	6.621610	0.261225	0.133499	0.406831	0.383339	0.224743	0.493586	0.127566	0.342768
27	27	0.357801	0.420923	0.336319	0.033225	1.246462	-0.956191	36	8	0	6.885189	0.085872	0.687700	0.248797	0.639272	0.197643	0.069195	0.574407	0.359525
27	28	0.541092	0.161321	0.686899	0.138856	-0.662793	1.103750	57	11	0	8.461344	0.545542	0.791693	0.475946	0.894724	0.546985	0.189945	0.524375	0.359525
27	29	0.458677	0.244949	0.557409	0.142201	-0.018646	0.678913	41	9	0	8.181992	0.469933	0.863614	0.321360	0.620109	0.532152	0.116581	0.272691	0.472979
27	30	0.381304	0.378428	0.470150	0.132369	0.989056	0.499222	41	8	0	6.393421	0.509862	0.400096	0.685696	0.204137	0.777662	0.089160	0.085231	0.298589
27	31	0.340894	0.230176	0.420966	0.063996	-0.086667	0.052458	27	5	0	8.155641	0.338919	0.032152	0.239577	0.439064	0.666934	0.517078	0.194836	0.298589
27	32	0.405659	0.155067	0.426773	-0.461145	-0.601621	-0.356078	62	13	0	8.195563	0.288326	0.704859	0.204939	0.320879	0.688743	0.379410	0.351988	0.306126
27	33	0.479875	0.139472	0.503081	-0.160707	-0.826713	0.183578	64	12	0	8.192846	0.468970	0.620991	0.576010	0.520606	0.387107	0.468008	0.147210	0.650096
27	34	0.507767	0.124218	0.378138	-0.268081	-0.952528	-1.041080	75	14	0	8.553879	0.425834	0.680484	0.412364	0.529747	0.510904	0.515314	0.389994	0.597498
27	35	0.630653	0.461654	0.522702	0.808707	1.409131	0.568929	46	8	0	7.604501	0.831623	0.959028	0.431687	0.984365	0.622996	0.312219	0.305805	0.597498
27	36	0.654256	0.081242	0.504605	0.237684	-1.346340	0.115401	84	16	0	7.573559	0.593489	0.637187	0.776058	0.660760	0.633258	0.466325	0.613294	0.853672
27	37	0.516507	0.181647	0.492658	-0.235150	-0.363550	-0.051019	72	13	0	9.229867	0.486530	0.559894	0.447482	0.838679	0.262508	0.469452	0.339080	0.728432
27	38	0.566339	0.324086	0.678778	0.312528	0.684568	1.165025	57	11	0	7.802078	0.890234	0.734686	0.734686	0.643040	0.360327	0.201331	0.539047	0.427357
27	39	0.547436	0.141076	0.551590	-0.344056	-0.838412	0.059289	72	17	1	7.874724	0.564705	0.902101	0.650497	0.648252	0.092287	0.607761	0.355356	0.558531
27	40	0.835261	0.160059	0.674746	-0.131468	0.495148	0.323444	179	41	0	7.956664	0.878287	0.751684	0.838358	0.916533	0.716725	0.898493	0.711514	0.970494
27	41	0.458708	0.148272	0.480585	-0.115235	-0.760571	0.159432	58	12	0	7.742520	0.641357	0.423268	0.497514	0.738855	0.159076	0.271007	0.465603	0.472979
27	42	0.681707	0.284537	0.898275	0.523426	0.641469	2.287112	76	16	0	6.800755	0.499920	0.513390	0.509862	0.772771	0.741581	0.807569	0.793538	0.815026
27	43	0.508750	0.292595	0.561292	0.205460	0.446258	0.759104	56	13	0	6.680340	0.521809	0.518762	0.286642	0.688021	0.275176	0.646729	0.390394	0.742463
27	44	0.897039	0.097599	0.921241	0.474005	0.098658	1.847306	143	31	0	8.555309	0.808291	0.964160	0.959028	0.960231	0.723300	0.890234	0.989015	0.882056
27	45	0.473180	0.245670	0.440919	-0.253841	0.174989	-0.257228	70	13	0	8.037285	0.358323	0.213358	0.428159	0.547306	0.533114	0.279266	0.694997	0.730917
27	46	0.438091	0.263169	0.378138	-0.337608	0.368431	-0.819001	75	14	0	7.096847	0.374679	0.305645	0.053400	0.338037	0.743505	0.559333	0.435696	0.694436
27	47	0.573725	0.215683	0.523802	0.166442	-0.079238	0.355467	67	15	0	7.406565	0.387588	0.455981	0.636947	0.723861	0.460391	0.543297	0.722659	0.659076
27	48	0.491240	0.125581	0.416659	-0.055427	-1.075812	-0.438611	51	10	0	9.765148	0.442912	0.732842	0.778464	0.454859	0.035840	0.525657	0.477790	0.481559
27	49	0.591816	0.173990	0.651665	0.084218	-0.383266	0.848931	81	14	0	7.723983	0.644003	0.567191	0.237171	0.713839	0.792415	0.399615	0.685856	0.694436
27	50	0.350285	0.280288	0.378138	-0.328787	0.401343	-0.828174	37	7	0	10.203319	0.557649	0.510664	0.165330	0.267720	0.322883	0.269484	0.141036	0.567511
